"DATE","RIMP65Q4","RIMP66Q1","RIMP66Q2","RIMP66Q3","RIMP66Q4","RIMP67Q1","RIMP67Q2","RIMP67Q3","RIMP67Q4","RIMP68Q1","RIMP68Q2","RIMP68Q3","RIMP68Q4","RIMP69Q1","RIMP69Q2","RIMP69Q3","RIMP69Q4","RIMP70Q1","RIMP70Q2","RIMP70Q3","RIMP70Q4","RIMP71Q1","RIMP71Q2","RIMP71Q3","RIMP71Q4","RIMP72Q1","RIMP72Q2","RIMP72Q3","RIMP72Q4","RIMP73Q1","RIMP73Q2","RIMP73Q3","RIMP73Q4","RIMP74Q1","RIMP74Q2","RIMP74Q3","RIMP74Q4","RIMP75Q1","RIMP75Q2","RIMP75Q3","RIMP75Q4","RIMP76Q1","RIMP76Q2","RIMP76Q3","RIMP76Q4","RIMP77Q1","RIMP77Q2","RIMP77Q3","RIMP77Q4","RIMP78Q1","RIMP78Q2","RIMP78Q3","RIMP78Q4","RIMP79Q1","RIMP79Q2","RIMP79Q3","RIMP79Q4","RIMP80Q1","RIMP80Q2","RIMP80Q3","RIMP80Q4","RIMP81Q1","RIMP81Q2","RIMP81Q3","RIMP81Q4","RIMP82Q1","RIMP82Q2","RIMP82Q3","RIMP82Q4","RIMP83Q1","RIMP83Q2","RIMP83Q3","RIMP83Q4","RIMP84Q1","RIMP84Q2","RIMP84Q3","RIMP84Q4","RIMP85Q1","RIMP85Q2","RIMP85Q3","RIMP85Q4","RIMP86Q1","RIMP86Q2","RIMP86Q3","RIMP86Q4","RIMP87Q1","RIMP87Q2","RIMP87Q3","RIMP87Q4","RIMP88Q1","RIMP88Q2","RIMP88Q3","RIMP88Q4","RIMP89Q1","RIMP89Q2","RIMP89Q3","RIMP89Q4","RIMP90Q1","RIMP90Q2","RIMP90Q3","RIMP90Q4","RIMP91Q1","RIMP91Q2","RIMP91Q3","RIMP91Q4","RIMP92Q1","RIMP92Q2","RIMP92Q3","RIMP92Q4","RIMP93Q1","RIMP93Q2","RIMP93Q3","RIMP93Q4","RIMP94Q1","RIMP94Q2","RIMP94Q3","RIMP94Q4","RIMP95Q1","RIMP95Q2","RIMP95Q3","RIMP95Q4","RIMP96Q1","RIMP96Q2","RIMP96Q3","RIMP96Q4","RIMP97Q1","RIMP97Q2","RIMP97Q3","RIMP97Q4","RIMP98Q1","RIMP98Q2","RIMP98Q3","RIMP98Q4","RIMP99Q1","RIMP99Q2","RIMP99Q3","RIMP99Q4","RIMP00Q1","RIMP00Q2","RIMP00Q3","RIMP00Q4","RIMP01Q1","RIMP01Q2","RIMP01Q3","RIMP01Q4","RIMP02Q1","RIMP02Q2","RIMP02Q3","RIMP02Q4","RIMP03Q1","RIMP03Q2","RIMP03Q3","RIMP03Q4","RIMP04Q1","RIMP04Q2","RIMP04Q3","RIMP04Q4","RIMP05Q1","RIMP05Q2","RIMP05Q3","RIMP05Q4","RIMP06Q1","RIMP06Q2","RIMP06Q3","RIMP06Q4","RIMP07Q1","RIMP07Q2","RIMP07Q3","RIMP07Q4","RIMP08Q1","RIMP08Q2","RIMP08Q3","RIMP08Q4","RIMP09Q1","RIMP09Q2","RIMP09Q3","RIMP09Q4","RIMP10Q1","RIMP10Q2","RIMP10Q3","RIMP10Q4","RIMP11Q1","RIMP11Q2","RIMP11Q3","RIMP11Q4","RIMP12Q1","RIMP12Q2","RIMP12Q3","RIMP12Q4","RIMP13Q1","RIMP13Q2","RIMP13Q3","RIMP13Q4","RIMP14Q1","RIMP14Q2","RIMP14Q3","RIMP14Q4","RIMP15Q1","RIMP15Q2","RIMP15Q3","RIMP15Q4"
"1991:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","644.3","641.0","641.0","531.1","531.1","533.8","533.8","533.8","533.8","533.8","541.0","541.0","541.0","539.4","539.4","539.4","539.4","539.4","539.4","596.6","596.6","596.6","596.6","596.6","596.6","596.6","596.6","596.6","596.6","596.6","596.591","596.591","596.591","596.591","602.7","602.7","602.7","602.7","602.7","602.7","602.7","602.7","602.7","602.7","602.7","602.7","602.7","602.7","602.7","602.7","602.7","581.5","581.5","581.5","581.5","581.5","581.5","581.5","581.5","581.5","581.5","581.5","581.5","581.5","581.5","581.5","581.5","581.5","581.5","581.5","581.5","581.5","581.5","650.3","650.3","650.3","650.3","650.3","650.3","650.3","650.3","649.8","649.8","649.8","649.8","649.8","649.8","649.8","649.8","698.6","698.6","698.6","698.6","697.1","697.1","697.1","697.1","697.1","697.1"
"1991:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","672.6","667.6","548.0","548.0","553.5","553.5","553.5","553.5","553.5","556.2","556.2","556.2","557.8","557.8","557.8","557.8","557.8","557.8","617.4","617.4","617.4","617.4","617.4","617.4","617.4","617.4","617.4","617.4","617.4","617.376","617.376","617.376","617.376","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","598.1","598.1","598.1","598.1","598.1","598.1","598.1","598.1","598.1","598.1","598.1","598.1","598.1","598.1","598.1","598.1","598.1","598.1","598.1","598.1","598.1","598.1","661.9","661.9","661.9","661.9","661.9","661.9","661.9","661.9","661.4","661.4","661.4","661.4","661.4","661.4","661.4","661.4","711.0","711.0","711.0","711.0","709.5","709.5","709.5","709.5","709.5","709.5"
"1991:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","688.1","576.3","576.3","575.8","575.8","575.8","575.8","575.8","571.9","571.9","571.9","571.8","571.8","571.8","571.8","571.8","571.8","633.4","633.4","633.4","633.4","633.4","633.4","633.4","633.4","633.4","633.4","633.4","633.417","633.417","633.417","633.417","640.8","640.8","640.8","640.8","640.8","640.8","640.8","640.8","640.8","640.8","640.8","640.8","640.8","640.8","640.8","640.8","640.8","613.9","613.9","613.9","613.9","613.9","613.9","613.9","613.9","613.9","613.9","613.9","613.9","613.9","613.9","613.9","613.9","613.9","613.9","613.9","613.9","613.9","613.9","680.5","680.5","680.5","680.5","680.5","680.5","680.5","680.5","680.0","680.0","680.0","680.0","680.0","680.0","680.0","680.0","731.0","731.0","731.0","731.0","729.5","729.5","729.5","729.5","729.5","729.5"
"1991:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","573.4","579.3","581.8","581.8","581.8","581.8","581.8","580.7","580.7","580.7","579.4","579.4","579.4","579.4","579.4","579.4","641.4","641.4","641.4","641.4","641.4","641.4","641.4","641.4","641.4","641.4","641.4","641.378","641.378","641.378","641.378","648.7","648.7","648.7","648.7","648.7","648.7","648.7","648.7","648.7","648.7","648.7","648.7","648.7","648.7","648.7","648.7","648.7","621.2","621.2","621.2","621.2","621.2","621.2","621.2","621.2","621.2","621.2","621.2","621.2","621.2","621.2","621.2","621.2","621.2","621.2","621.2","621.2","621.2","621.2","695.5","695.5","695.5","695.5","695.5","695.5","695.5","695.5","695.0","695.0","695.0","695.0","695.0","695.0","695.0","695.0","747.1","747.1","747.1","747.1","745.6","745.6","745.6","745.6","745.6","745.6"
"1992:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","577.1","586.8","586.8","586.8","586.8","586.8","586.2","586.2","586.2","588.8","588.8","588.8","588.8","588.8","588.8","647.8","647.8","647.8","647.8","647.8","647.8","647.8","647.8","647.8","647.8","647.8","647.827","647.827","647.827","647.827","650.6","650.6","650.6","650.6","650.6","650.6","650.6","650.6","650.6","650.6","650.6","650.6","650.6","650.6","650.6","650.6","650.6","626.6","626.6","626.6","626.6","626.6","626.6","626.6","626.6","626.6","626.6","626.6","626.6","626.6","626.6","626.6","626.6","626.6","626.6","626.6","626.6","626.6","626.6","700.6","700.6","700.6","700.6","700.6","700.6","700.6","700.6","700.1","700.1","700.1","700.1","700.1","700.1","700.1","700.1","752.6","752.6","752.6","752.6","751.0","751.0","751.0","751.0","751.0","751.0"
"1992:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","595.9","607.3","607.3","607.3","607.3","608.2","608.2","608.2","607.1","607.1","607.1","607.1","607.1","607.1","668.3","668.3","668.3","668.3","668.3","668.3","668.3","668.3","668.3","668.3","668.3","668.344","668.344","668.344","668.344","670.1","670.1","670.1","670.1","670.1","670.1","670.1","670.1","670.1","670.1","670.1","670.1","670.1","670.1","670.1","670.1","670.1","642.4","642.4","642.4","642.4","642.4","642.4","642.4","642.4","642.4","642.4","642.4","642.4","642.4","642.4","642.4","642.4","642.4","642.4","642.4","642.4","642.4","642.4","712.1","712.1","712.1","712.1","712.1","712.1","712.1","712.1","711.6","711.6","711.6","711.6","711.6","711.6","711.6","711.6","764.9","764.9","764.9","764.9","763.4","763.4","763.4","763.4","763.4","763.4"
"1992:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","617.5","628.6","628.6","628.6","621.8","621.8","621.8","619.4","619.4","619.4","619.4","619.4","619.4","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.524","670.524","670.524","670.524","672.9","672.9","672.9","672.9","672.9","672.9","672.9","672.9","672.9","672.9","672.9","672.9","672.9","672.9","672.9","672.9","672.9","651.4","651.4","651.4","651.4","651.4","651.4","651.4","651.4","651.4","651.4","651.4","651.4","651.4","651.4","651.4","651.4","651.4","651.4","651.4","651.4","651.4","651.4","723.3","723.3","723.3","723.3","723.3","723.3","723.3","723.3","722.8","722.8","722.8","722.8","722.8","722.8","722.8","722.8","777.0","777.0","777.0","777.0","775.4","775.4","775.4","775.4","775.4","775.4"
"1992:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","635.8","637.3","637.3","630.3","630.3","630.3","629.3","629.3","629.3","629.3","629.3","629.3","689.1","689.1","689.1","689.1","689.1","689.1","689.1","689.1","689.1","689.1","689.1","689.141","689.141","689.141","689.141","689.5","689.5","689.5","689.5","689.5","689.5","689.5","689.5","689.5","689.5","689.5","689.5","689.5","689.5","689.5","689.5","689.5","662.1","662.1","662.1","662.1","662.1","662.1","662.1","662.1","662.1","662.1","662.1","662.1","662.1","662.1","662.1","662.1","662.1","662.1","662.1","662.1","662.1","662.1","740.6","740.6","740.6","740.6","740.6","740.6","740.6","740.6","740.1","740.1","740.1","740.1","740.1","740.1","740.1","740.1","795.6","795.6","795.6","795.6","794.0","794.0","794.0","794.0","794.0","794.0"
"1993:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","632.2","654.5","647.9","647.9","647.9","646.8","646.8","646.8","646.8","646.8","646.8","705.1","705.1","703.1","703.1","703.1","703.1","701.9","701.9","701.9","701.9","701.9","701.905","701.905","701.905","701.905","705.8","705.819","705.8","705.8","705.8","705.8","705.8","705.8","705.8","705.8","705.8","705.8","705.8","705.8","705.8","705.8","705.8","677.2","677.2","677.2","677.2","677.2","677.2","677.2","677.2","677.2","677.2","677.2","677.2","677.2","677.2","677.2","677.2","677.2","677.2","677.2","677.2","677.2","677.2","756.7","756.7","756.7","756.7","756.7","756.7","756.7","756.7","756.1","756.1","756.1","756.1","756.1","756.1","756.1","756.1","812.8","812.8","812.8","812.8","811.2","811.2","811.2","811.2","811.2","811.2"
"1993:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","663.6","668.4","668.4","668.4","669.6","669.6","669.6","669.6","669.6","669.6","729.4","729.4","724.4","724.4","724.4","724.4","722.7","722.7","722.7","722.7","722.7","722.676","722.676","722.676","722.676","726.1","726.112","726.1","726.1","726.1","726.1","726.1","726.1","726.1","726.1","726.1","726.1","726.1","726.1","726.1","726.1","726.1","696.0","696.0","696.0","696.0","696.0","696.0","696.0","696.0","696.0","696.0","696.0","696.0","696.0","696.0","696.0","696.0","696.0","696.0","696.0","696.0","696.0","696.0","772.3","772.3","772.3","772.3","772.3","772.3","772.3","772.3","771.8","771.8","771.8","771.8","771.8","771.8","771.8","771.8","829.6","829.6","829.6","829.6","827.9","827.9","827.9","827.9","827.9","827.9"
"1993:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","671.5","678.2","678.2","681.6","681.6","681.6","681.6","681.6","681.6","738.1","738.1","731.7","731.7","731.7","731.7","729.4","729.4","729.4","729.4","729.4","729.399","729.399","729.399","729.399","733.1","733.123","733.1","733.1","733.1","733.1","733.1","733.1","733.1","733.1","733.1","733.1","733.1","733.1","733.1","733.1","733.1","705.1","705.1","705.1","705.1","705.1","705.1","705.1","705.1","705.1","705.1","705.1","705.1","705.1","705.1","705.1","705.1","705.1","705.1","705.1","705.1","705.1","705.1","782.5","782.5","782.5","782.5","782.5","782.5","782.5","782.5","781.9","781.9","781.9","781.9","781.9","781.9","781.9","781.9","840.5","840.5","840.5","840.5","838.8","838.8","838.8","838.8","838.8","838.8"
"1993:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","708.1","704.5","707.4","707.4","707.4","707.4","707.4","707.4","767.6","767.6","761.8","761.8","761.8","761.8","759.7","759.7","759.7","759.7","759.7","759.656","759.656","759.656","759.656","762.2","762.191","762.2","762.2","762.2","762.2","762.2","762.2","762.2","762.2","762.2","762.2","762.2","762.2","762.2","762.2","762.2","730.1","730.1","730.1","730.1","730.1","730.1","730.1","730.1","730.1","730.1","730.1","730.1","730.1","730.1","730.1","730.1","730.1","730.1","730.1","730.1","730.1","730.1","813.9","813.9","813.9","813.9","813.9","813.9","813.9","813.9","813.4","813.4","813.4","813.4","813.4","813.4","813.4","813.4","874.3","874.3","874.3","874.3","872.5","872.5","872.5","872.5","872.5","872.5"
"1994:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","709.3","723.6","723.6","723.6","723.6","723.6","723.6","781.7","781.7","777.0","777.0","777.0","777.0","773.6","773.6","773.6","773.6","773.6","773.638","773.638","773.638","773.638","776.8","776.849","776.8","776.8","776.8","776.8","776.8","776.8","776.8","776.8","776.8","776.8","776.8","776.8","776.8","776.8","776.8","746.5","746.5","746.5","746.5","746.5","746.5","746.5","746.5","746.5","746.5","746.5","746.5","746.5","746.5","746.5","746.5","746.5","746.5","746.5","746.5","746.5","746.5","832.9","832.9","832.9","832.9","832.9","832.9","832.9","832.9","832.3","832.3","832.3","832.3","832.3","832.3","832.3","832.3","894.7","894.7","894.7","894.7","892.9","892.9","892.9","892.9","892.9","892.9"
