"DATE","OPH98M11","OPH98M12","OPH99M1","OPH99M2","OPH99M3","OPH99M4","OPH99M5","OPH99M6","OPH99M7","OPH99M8","OPH99M9","OPH99M10","OPH99M11","OPH99M12","OPH00M1","OPH00M2","OPH00M3","OPH00M4","OPH00M5","OPH00M6","OPH00M7","OPH00M8","OPH00M9","OPH00M10","OPH00M11","OPH00M12","OPH01M1","OPH01M2","OPH01M3","OPH01M4","OPH01M5","OPH01M6","OPH01M7","OPH01M8","OPH01M9","OPH01M10","OPH01M11","OPH01M12","OPH02M1","OPH02M2","OPH02M3","OPH02M4","OPH02M5","OPH02M6","OPH02M7","OPH02M8","OPH02M9","OPH02M10","OPH02M11","OPH02M12","OPH03M1","OPH03M2","OPH03M3","OPH03M4","OPH03M5","OPH03M6","OPH03M7","OPH03M8","OPH03M9","OPH03M10","OPH03M11","OPH03M12","OPH04M1","OPH04M2","OPH04M3","OPH04M4","OPH04M5","OPH04M6","OPH04M7","OPH04M8","OPH04M9","OPH04M10","OPH04M11","OPH04M12","OPH05M1","OPH05M2","OPH05M3","OPH05M4","OPH05M5","OPH05M6","OPH05M7","OPH05M8","OPH05M9","OPH05M10","OPH05M11","OPH05M12","OPH06M1","OPH06M2","OPH06M3","OPH06M4","OPH06M5","OPH06M6","OPH06M7","OPH06M8","OPH06M9","OPH06M10","OPH06M11","OPH06M12","OPH07M1","OPH07M2","OPH07M3","OPH07M4","OPH07M5","OPH07M6","OPH07M7","OPH07M8","OPH07M9","OPH07M10","OPH07M11","OPH07M12","OPH08M1","OPH08M2","OPH08M3","OPH08M4","OPH08M5","OPH08M6","OPH08M7","OPH08M8","OPH08M9","OPH08M10","OPH08M11","OPH08M12","OPH09M1","OPH09M2","OPH09M3","OPH09M4","OPH09M5","OPH09M6","OPH09M7","OPH09M8","OPH09M9","OPH09M10","OPH09M11","OPH09M12","OPH10M1","OPH10M2","OPH10M3","OPH10M4","OPH10M5","OPH10M6","OPH10M7","OPH10M8","OPH10M9","OPH10M10","OPH10M11","OPH10M12","OPH11M1","OPH11M2","OPH11M3","OPH11M4","OPH11M5","OPH11M6","OPH11M7","OPH11M8","OPH11M9","OPH11M10","OPH11M11","OPH11M12","OPH12M1","OPH12M2","OPH12M3","OPH12M4","OPH12M5","OPH12M6","OPH12M7","OPH12M8","OPH12M9","OPH12M10","OPH12M11","OPH12M12","OPH13M1","OPH13M2","OPH13M3","OPH13M4","OPH13M5","OPH13M6","OPH13M7","OPH13M8","OPH13M9","OPH13M10","OPH13M11","OPH13M12","OPH14M1","OPH14M2","OPH14M3","OPH14M4","OPH14M5","OPH14M6","OPH14M7","OPH14M8","OPH14M9","OPH14M10","OPH14M11","OPH14M12","OPH15M1","OPH15M2","OPH15M3","OPH15M4","OPH15M5","OPH15M6","OPH15M7","OPH15M8","OPH15M9","OPH15M10","OPH15M11"
"1988:Q1","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","92.2","92.2","92.2","92.2","92.2","92.2","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.391","91.391","91.391","91.214","91.214","91.214","91.214","91.214","91.214","91.214","91.214","91.214","91.214","91.214","91.214","91.214","91.214","91.214","91.214","91.214","91.214","91.214","91.214","91.214","91.214","91.214","91.214","91.215","91.215","91.215","91.215","91.215","91.215","91.215","91.215","91.215","91.215","91.215","91.215","91.215","91.215","91.215","91.215","91.215","91.331","91.331","91.331","91.331","91.331","91.331","91.331","91.331","91.331","91.331","91.331","91.331","66.672","66.672","66.672","66.672","66.672","66.672","66.672","66.672","66.672","66.672","66.672","66.672","66.707","66.707","66.707","66.707","66.707","66.707","66.707","66.707","66.707","66.707","66.707","66.707","66.707","66.707","66.707","66.707","66.707","66.707","66.707","66.723","66.723","66.723","66.723","66.723","61.204","61.204","61.204","61.612","61.612","61.612","61.612","61.673","61.673","61.673","61.673","61.673","61.754","61.754","61.754","61.754","61.754","61.754","61.754","61.753","61.753","61.753","61.753","61.753","61.753","61.753","61.753","61.753"
"1988:Q2","94.5","94.5","94.5","94.5","94.5","94.5","94.5","94.5","94.5","94.5","94.5","94.5","92.3","92.3","92.3","92.3","92.3","92.3","92.9","92.9","92.9","92.9","92.9","92.9","92.9","92.9","92.9","92.9","92.9","92.9","92.9","92.9","92.9","92.9","92.9","92.9","92.9","92.9","92.9","92.9","92.9","92.9","92.9","92.9","92.9","92.9","92.9","92.9","92.9","92.9","92.9","92.9","92.9","92.9","92.9","92.9","92.9","92.9","92.9","92.9","92.9","92.9","92.9","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.55","91.55","91.55","91.369","91.369","91.369","91.369","91.369","91.369","91.369","91.369","91.369","91.369","91.369","91.369","91.369","91.369","91.369","91.369","91.369","91.369","91.369","91.369","91.369","91.369","91.369","91.369","91.37","91.37","91.37","91.37","91.37","91.37","91.37","91.37","91.37","91.37","91.37","91.37","91.37","91.37","91.37","91.37","91.37","91.493","91.493","91.493","91.493","91.493","91.493","91.493","91.493","91.493","91.493","91.493","91.493","66.79","66.79","66.79","66.79","66.79","66.79","66.79","66.79","66.79","66.79","66.79","66.79","66.826","66.826","66.826","66.826","66.826","66.826","66.826","66.826","66.826","66.826","66.826","66.826","66.826","66.826","66.826","66.826","66.826","66.826","66.826","66.842","66.842","66.842","66.842","66.842","61.295","61.295","61.295","61.704","61.704","61.704","61.704","61.766","61.766","61.766","61.766","61.766","61.846","61.846","61.846","61.846","61.846","61.846","61.846","61.846","61.846","61.846","61.846","61.846","61.846","61.846","61.846","61.846"
"1988:Q3","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","92.4","92.4","92.4","92.4","92.4","92.4","93.0","93.0","93.0","93.0","93.0","93.0","93.0","93.0","93.0","93.0","93.0","93.0","93.0","93.0","93.0","93.0","93.0","93.0","93.0","93.0","93.0","93.0","93.0","93.0","93.0","93.0","93.0","93.0","93.0","93.0","93.0","93.0","93.0","93.0","93.0","93.0","93.0","93.0","93.0","93.1","93.1","93.1","93.1","93.1","93.1","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.796","91.796","91.796","91.614","91.614","91.614","91.614","91.614","91.614","91.614","91.614","91.614","91.614","91.614","91.614","91.614","91.614","91.614","91.614","91.614","91.614","91.614","91.614","91.614","91.614","91.614","91.614","91.614","91.614","91.614","91.614","91.614","91.614","91.614","91.614","91.614","91.614","91.614","91.614","91.614","91.614","91.614","91.614","91.614","91.715","91.715","91.715","91.715","91.715","91.715","91.715","91.715","91.715","91.715","91.715","91.715","66.952","66.952","66.952","66.952","66.952","66.952","66.952","66.952","66.952","66.952","66.952","66.952","66.986","66.986","66.986","66.986","66.986","66.986","66.986","66.986","66.986","66.986","66.986","66.986","66.986","66.986","66.986","66.986","66.986","66.986","66.986","67.003","67.003","67.003","67.003","67.003","61.478","61.478","61.478","61.889","61.889","61.889","61.889","61.949","61.949","61.949","61.949","61.949","62.03","62.03","62.03","62.03","62.03","62.03","62.03","62.029","62.029","62.029","62.029","62.029","62.029","62.029","62.029","62.029"
"1988:Q4","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","92.6","92.6","92.6","92.6","92.6","92.6","93.2","93.2","93.2","93.2","93.2","93.2","93.2","93.2","93.2","93.2","93.2","93.2","93.2","93.2","93.2","93.2","93.2","93.2","93.2","93.2","93.2","93.2","93.2","93.2","93.2","93.2","93.2","93.3","93.3","93.3","93.3","93.3","93.3","93.3","93.3","93.3","93.3","93.3","93.3","93.3","93.3","93.3","93.3","93.3","93.3","92.1","92.1","92.1","92.1","92.1","92.1","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.001","92.001","92.001","91.814","91.814","91.814","91.814","91.814","91.814","91.814","91.814","91.814","91.814","91.814","91.814","91.814","91.814","91.814","91.814","91.814","91.814","91.814","91.814","91.814","91.814","91.814","91.814","91.815","91.815","91.815","91.815","91.815","91.815","91.815","91.815","91.815","91.815","91.815","91.815","91.815","91.815","91.815","91.815","91.815","91.935","91.935","91.935","91.935","91.935","91.935","91.935","91.935","91.935","91.935","91.935","91.935","67.113","67.113","67.113","67.113","67.113","67.113","67.113","67.113","67.113","67.113","67.113","67.113","67.148","67.148","67.148","67.148","67.148","67.148","67.148","67.148","67.148","67.148","67.148","67.148","67.148","67.148","67.148","67.148","67.148","67.148","67.148","67.165","67.165","67.165","67.165","67.165","61.611","61.611","61.611","62.023","62.023","62.023","62.023","62.084","62.084","62.084","62.084","62.084","62.165","62.165","62.165","62.165","62.165","62.165","62.165","62.165","62.165","62.165","62.165","62.165","62.165","62.165","62.165","62.165"
"1989:Q1","95.1","95.1","95.1","95.1","95.1","95.1","95.1","95.1","95.1","95.1","95.1","95.1","93.1","93.1","93.1","93.1","93.1","93.1","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.6","93.6","93.6","93.6","93.6","93.6","92.1","92.1","92.1","92.1","92.1","92.1","92.2","92.2","92.2","92.2","92.2","92.2","92.2","92.2","92.2","92.2","92.2","92.2","92.2","92.2","92.2","92.2","92.153","92.153","92.153","91.969","91.969","91.969","91.969","91.969","91.969","91.969","91.969","91.969","91.969","91.969","91.969","91.969","91.969","91.969","91.969","91.969","91.969","91.969","91.969","91.969","91.969","91.969","91.969","91.969","91.969","91.969","91.969","91.969","91.969","91.969","91.969","91.969","91.969","91.969","91.969","91.969","91.969","91.969","91.969","91.969","91.993","91.993","91.993","91.993","91.993","91.993","91.993","91.993","91.993","91.993","91.993","91.993","67.156","67.156","67.156","67.156","67.156","67.156","67.156","67.156","67.156","67.156","67.156","67.156","67.191","67.191","67.191","67.191","67.191","67.191","67.191","67.191","67.191","67.191","67.191","67.191","67.191","67.191","67.191","67.191","67.191","67.191","67.191","67.208","67.208","67.208","67.208","67.208","61.732","61.732","61.732","62.143","62.143","62.143","62.143","62.204","62.204","62.204","62.204","62.204","62.285","62.285","62.285","62.285","62.285","62.285","62.285","62.285","62.285","62.285","62.285","62.285","62.285","62.285","62.285","62.285"
"1989:Q2","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","93.3","93.3","93.3","93.3","93.3","93.3","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","92.6","92.6","92.6","92.6","92.6","92.6","92.5","92.5","92.5","92.5","92.5","92.5","92.5","92.5","92.5","92.5","92.5","92.5","92.5","92.5","92.5","92.5","92.458","92.458","92.458","92.276","92.276","92.276","92.276","92.276","92.276","92.276","92.276","92.276","92.276","92.276","92.276","92.276","92.276","92.276","92.276","92.276","92.276","92.276","92.276","92.276","92.276","92.276","92.276","92.276","92.276","92.276","92.276","92.276","92.276","92.276","92.276","92.276","92.276","92.276","92.276","92.276","92.276","92.276","92.276","92.276","92.428","92.428","92.428","92.428","92.428","92.428","92.428","92.428","92.428","92.428","92.428","92.428","67.473","67.473","67.473","67.473","67.473","67.473","67.473","67.473","67.473","67.473","67.473","67.473","67.508","67.508","67.508","67.508","67.508","67.508","67.508","67.508","67.508","67.508","67.508","67.508","67.508","67.508","67.508","67.508","67.508","67.508","67.508","67.525","67.525","67.525","67.525","67.525","62.056","62.056","62.056","62.471","62.471","62.471","62.471","62.533","62.533","62.533","62.533","62.533","62.613","62.613","62.613","62.613","62.613","62.613","62.613","62.613","62.613","62.613","62.613","62.613","62.613","62.613","62.613","62.613"
"1989:Q3","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","93.2","93.2","93.2","93.2","93.2","93.2","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.9","93.9","93.9","93.9","93.9","93.9","93.0","93.0","93.0","93.0","93.0","93.0","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.789","92.789","92.789","92.609","92.609","92.609","92.609","92.609","92.609","92.609","92.609","92.609","92.609","92.609","92.609","92.609","92.609","92.609","92.609","92.609","92.609","92.609","92.609","92.609","92.609","92.609","92.609","92.609","92.609","92.609","92.609","92.609","92.609","92.609","92.609","92.609","92.609","92.609","92.609","92.609","92.609","92.609","92.609","92.609","92.866","92.866","92.866","92.866","92.866","92.866","92.866","92.866","92.866","92.866","92.866","92.866","67.793","67.793","67.793","67.793","67.793","67.793","67.793","67.793","67.793","67.793","67.793","67.793","67.828","67.828","67.828","67.828","67.828","67.828","67.828","67.828","67.828","67.828","67.828","67.828","67.828","67.828","67.828","67.828","67.828","67.828","67.828","67.846","67.846","67.846","67.846","67.846","62.308","62.308","62.308","62.723","62.723","62.723","62.723","62.784","62.784","62.784","62.784","62.784","62.866","62.866","62.866","62.866","62.866","62.866","62.866","62.866","62.866","62.866","62.866","62.866","62.866","62.866","62.866","62.866"
"1989:Q4","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","93.6","93.6","93.6","93.6","93.6","93.6","94.2","94.2","94.2","94.3","94.3","94.3","94.3","94.3","94.3","94.3","94.3","94.3","94.3","94.3","94.3","94.3","94.3","94.3","94.3","94.3","94.3","94.3","94.3","94.3","94.3","94.3","94.3","94.3","94.3","94.3","94.3","94.3","94.3","94.3","94.3","94.3","94.3","94.3","94.3","94.2","94.2","94.2","94.2","94.2","94.2","93.0","93.0","93.0","93.0","93.0","93.0","92.9","92.9","92.9","92.9","92.9","92.9","92.9","92.9","92.9","92.9","92.9","92.9","92.9","92.9","92.9","92.9","92.918","92.918","92.918","92.777","92.777","92.777","92.777","92.777","92.777","92.777","92.777","92.777","92.777","92.777","92.777","92.777","92.777","92.777","92.777","92.777","92.777","92.777","92.777","92.777","92.777","92.777","92.777","92.777","92.777","92.777","92.777","92.777","92.777","92.777","92.777","92.777","92.777","92.777","92.777","92.777","92.777","92.777","92.777","92.777","92.986","92.986","92.986","92.986","92.986","92.986","92.986","92.986","92.986","92.986","92.986","92.986","67.88","67.88","67.88","67.88","67.88","67.88","67.88","67.88","67.88","67.88","67.88","67.88","67.916","67.916","67.916","67.916","67.916","67.916","67.916","67.916","67.916","67.916","67.916","67.916","67.916","67.916","67.916","67.916","67.916","67.916","67.916","67.933","67.933","67.933","67.933","67.933","62.371","62.371","62.371","62.788","62.788","62.788","62.788","62.848","62.848","62.848","62.848","62.848","62.93","62.93","62.93","62.93","62.93","62.93","62.93","62.93","62.93","62.93","62.93","62.93","62.93","62.93","62.93","62.93"
"1990:Q1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","94.2","94.2","94.2","94.2","94.2","94.2","94.9","94.9","94.9","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","93.8","93.8","93.8","93.8","93.8","93.8","94.0","94.0","94.0","94.0","94.0","94.0","94.0","94.0","94.0","94.0","93.9","93.9","93.9","93.9","93.9","93.9","93.923","93.923","93.923","93.809","93.809","93.809","93.809","93.809","93.815","93.815","93.815","93.815","93.815","93.815","93.815","93.815","93.815","93.815","93.815","93.815","93.815","93.815","93.815","93.815","93.815","93.815","93.815","93.811","93.811","93.811","93.811","93.811","93.811","93.811","93.811","93.811","93.811","93.811","93.811","93.811","93.811","93.811","93.811","93.811","93.867","93.867","93.867","93.867","93.867","93.867","93.867","93.867","93.867","93.867","93.867","93.867","68.523","68.523","68.523","68.523","68.523","68.523","68.523","68.523","68.523","68.523","68.523","68.523","68.559","68.559","68.559","68.559","68.559","68.559","68.559","68.559","68.559","68.559","68.559","68.559","68.559","68.559","68.559","68.559","68.559","68.559","68.559","68.572","68.572","68.572","68.572","68.572","63.02","63.02","63.02","63.44","63.44","63.44","63.44","63.505","63.505","63.505","63.505","63.505","63.588","63.588","63.588","63.588","63.588","63.588","63.588","63.586","63.586","63.586","63.586","63.586","63.586","63.586","63.586","63.586"
"1990:Q2","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","94.6","94.6","94.6","94.6","94.6","94.6","95.3","95.3","95.3","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.5","95.5","95.5","95.5","95.5","95.5","94.5","94.5","94.5","94.5","94.5","94.5","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.573","94.573","94.573","94.492","94.492","94.492","94.492","94.492","94.492","94.492","94.492","94.492","94.492","94.492","94.492","94.492","94.492","94.492","94.492","94.492","94.492","94.492","94.492","94.492","94.492","94.492","94.492","94.487","94.487","94.487","94.487","94.487","94.487","94.487","94.487","94.487","94.487","94.487","94.487","94.487","94.487","94.487","94.487","94.487","94.704","94.704","94.704","94.704","94.704","94.704","94.704","94.704","94.704","94.704","94.704","94.704","69.134","69.134","69.134","69.134","69.134","69.134","69.134","69.134","69.134","69.134","69.134","69.134","69.17","69.17","69.17","69.17","69.17","69.17","69.17","69.17","69.17","69.17","69.17","69.17","69.17","69.17","69.17","69.17","69.17","69.17","69.17","69.203","69.203","69.203","69.203","69.203","63.615","63.615","63.615","64.04","64.04","64.04","64.04","64.106","64.106","64.106","64.106","64.106","64.189","64.189","64.189","64.189","64.189","64.189","64.189","64.19","64.19","64.19","64.19","64.19","64.19","64.19","64.19","64.19"
"1990:Q3","96.5","96.5","96.5","96.5","96.5","96.5","96.5","96.5","96.5","96.5","96.5","96.5","94.9","94.9","94.9","94.9","94.9","94.9","95.5","95.5","95.5","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.8","95.8","95.8","95.8","95.8","95.8","95.0","95.0","95.0","95.0","95.0","95.0","95.1","95.1","95.1","95.1","95.1","95.1","95.1","95.1","95.1","95.1","95.1","95.1","95.1","95.1","95.1","95.1","95.057","95.057","95.057","95.014","95.014","95.014","95.014","95.014","95.011","95.011","95.011","95.011","95.011","95.011","95.011","95.011","95.011","95.011","95.011","95.011","95.011","95.011","95.011","95.011","95.011","95.011","95.011","95.007","95.007","95.007","95.007","95.007","95.007","95.007","95.007","95.007","95.007","95.007","95.007","95.007","95.007","95.007","95.007","95.007","95.247","95.247","95.247","95.247","95.247","95.247","95.247","95.247","95.247","95.247","95.247","95.247","69.531","69.531","69.531","69.531","69.531","69.531","69.531","69.531","69.531","69.531","69.531","69.531","69.567","69.567","69.567","69.567","69.567","69.567","69.567","69.567","69.567","69.567","69.567","69.567","69.567","69.567","69.567","69.567","69.567","69.567","69.567","69.578","69.578","69.578","69.578","69.578","63.976","63.976","63.976","64.403","64.403","64.403","64.403","64.471","64.471","64.471","64.471","64.471","64.554","64.554","64.554","64.554","64.554","64.554","64.554","64.554","64.554","64.554","64.554","64.554","64.554","64.554","64.554","64.554"
"1990:Q4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","94.2","94.2","94.2","94.2","94.2","94.2","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.9","94.9","94.9","94.9","94.9","94.9","94.3","94.3","94.3","94.3","94.3","94.3","94.3","94.3","94.3","94.3","94.3","94.3","94.3","94.3","94.3","94.3","94.3","94.3","94.3","94.3","94.3","94.3","94.263","94.263","94.263","94.232","94.232","94.232","94.232","94.232","94.229","94.229","94.229","94.229","94.229","94.229","94.229","94.229","94.229","94.229","94.229","94.229","94.229","94.229","94.229","94.229","94.229","94.229","94.229","94.224","94.224","94.224","94.224","94.224","94.224","94.224","94.224","94.224","94.224","94.224","94.224","94.224","94.224","94.224","94.224","94.224","94.339","94.339","94.339","94.339","94.339","94.339","94.339","94.339","94.339","94.339","94.339","94.339","68.868","68.868","68.868","68.868","68.868","68.868","68.868","68.868","68.868","68.868","68.868","68.868","68.904","68.904","68.904","68.904","68.904","68.904","68.904","68.904","68.904","68.904","68.904","68.904","68.904","68.904","68.904","68.904","68.904","68.904","68.904","68.927","68.927","68.927","68.927","68.927","63.4","63.4","63.4","63.824","63.824","63.824","63.824","63.889","63.889","63.889","63.889","63.889","63.972","63.972","63.972","63.972","63.972","63.972","63.972","63.972","63.972","63.972","63.972","63.972","63.972","63.972","63.972","63.972"
