"DATE","rinvchi65Q4","rinvchi66Q1","rinvchi66Q2","rinvchi66Q3","rinvchi66Q4","rinvchi67Q1","rinvchi67Q2","rinvchi67Q3","rinvchi67Q4","rinvchi68Q1","rinvchi68Q2","rinvchi68Q3","rinvchi68Q4","rinvchi69Q1","rinvchi69Q2","rinvchi69Q3","rinvchi69Q4","rinvchi70Q1","rinvchi70Q2","rinvchi70Q3","rinvchi70Q4","rinvchi71Q1","rinvchi71Q2","rinvchi71Q3","rinvchi71Q4","rinvchi72Q1","rinvchi72Q2","rinvchi72Q3","rinvchi72Q4","rinvchi73Q1","rinvchi73Q2","rinvchi73Q3","rinvchi73Q4","rinvchi74Q1","rinvchi74Q2","rinvchi74Q3","rinvchi74Q4","rinvchi75Q1","rinvchi75Q2","rinvchi75Q3","rinvchi75Q4","rinvchi76Q1","rinvchi76Q2","rinvchi76Q3","rinvchi76Q4","rinvchi77Q1","rinvchi77Q2","rinvchi77Q3","rinvchi77Q4","rinvchi78Q1","rinvchi78Q2","rinvchi78Q3","rinvchi78Q4","rinvchi79Q1","rinvchi79Q2","rinvchi79Q3","rinvchi79Q4","rinvchi80Q1","rinvchi80Q2","rinvchi80Q3","rinvchi80Q4","rinvchi81Q1","rinvchi81Q2","rinvchi81Q3","rinvchi81Q4","rinvchi82Q1","rinvchi82Q2","rinvchi82Q3","rinvchi82Q4","rinvchi83Q1","rinvchi83Q2","rinvchi83Q3","rinvchi83Q4","rinvchi84Q1","rinvchi84Q2","rinvchi84Q3","rinvchi84Q4","rinvchi85Q1","rinvchi85Q2","rinvchi85Q3","rinvchi85Q4","rinvchi86Q1","rinvchi86Q2","rinvchi86Q3","rinvchi86Q4","rinvchi87Q1","rinvchi87Q2","rinvchi87Q3","rinvchi87Q4","rinvchi88Q1","rinvchi88Q2","rinvchi88Q3","rinvchi88Q4","rinvchi89Q1","rinvchi89Q2","rinvchi89Q3","rinvchi89Q4","rinvchi90Q1","rinvchi90Q2","rinvchi90Q3","rinvchi90Q4","rinvchi91Q1","rinvchi91Q2","rinvchi91Q3","rinvchi91Q4","rinvchi92Q1","rinvchi92Q2","rinvchi92Q3","rinvchi92Q4","rinvchi93Q1","rinvchi93Q2","rinvchi93Q3","rinvchi93Q4","rinvchi94Q1","rinvchi94Q2","rinvchi94Q3","rinvchi94Q4","rinvchi95Q1","rinvchi95Q2","rinvchi95Q3","rinvchi95Q4","rinvchi96Q1","rinvchi96Q2","rinvchi96Q3","rinvchi96Q4","rinvchi97Q1","rinvchi97Q2","rinvchi97Q3","rinvchi97Q4","rinvchi98Q1","rinvchi98Q2","rinvchi98Q3","rinvchi98Q4","rinvchi99Q1","rinvchi99Q2","rinvchi99Q3","rinvchi99Q4","rinvchi00Q1","rinvchi00Q2","rinvchi00Q3","rinvchi00Q4","rinvchi01Q1","rinvchi01Q2","rinvchi01Q3","rinvchi01Q4","rinvchi02Q1","rinvchi02Q2","rinvchi02Q3","rinvchi02Q4","rinvchi03Q1","rinvchi03Q2","rinvchi03Q3","rinvchi03Q4","rinvchi04Q1","rinvchi04Q2","rinvchi04Q3","rinvchi04Q4","rinvchi05Q1","rinvchi05Q2","rinvchi05Q3","rinvchi05Q4","rinvchi06Q1","rinvchi06Q2","rinvchi06Q3","rinvchi06Q4","rinvchi07Q1","rinvchi07Q2","rinvchi07Q3","rinvchi07Q4","rinvchi08Q1","rinvchi08Q2","rinvchi08Q3","rinvchi08Q4","rinvchi09Q1","rinvchi09Q2","rinvchi09Q3","rinvchi09Q4","rinvchi10Q1","rinvchi10Q2","rinvchi10Q3","rinvchi10Q4","rinvchi11Q1","rinvchi11Q2","rinvchi11Q3","rinvchi11Q4","rinvchi12Q1","rinvchi12Q2","rinvchi12Q3","rinvchi12Q4","rinvchi13Q1","rinvchi13Q2","rinvchi13Q3","rinvchi13Q4","rinvchi14Q1","rinvchi14Q2","rinvchi14Q3","rinvchi14Q4","rinvchi15Q1","rinvchi15Q2","rinvchi15Q3","rinvchi15Q4"
"1989:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","22.0","19.1","19.1","19.1","25.5","25.5","25.5","25.5","25.5","25.5","38.9","38.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","44.2","44.2","44.2","44.2","44.2","43.8","43.8","43.8","43.8","43.8","43.8","43.8","43.8","43.8","43.8","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","41.0","41.0","41.0","41.0","41.0","41.0","41.0","41.0","41.0","41.0","41.0","41.0","41.0","41.0","41.0","41.0","44.6","44.6","44.6","44.6","44.6","44.6","44.6","44.6","44.6","44.6"
"1989:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","30.2","21.9","21.9","24.6","24.6","24.6","24.6","24.6","24.6","20.2","20.2","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","24.9","24.9","24.9","24.9","24.9","25.4","25.4","25.4","25.4","25.4","25.4","25.4","25.4","25.4","25.4","10.2","10.2","10.2","10.2","10.2","10.2","10.2","10.2","10.2","10.2","10.2","10.2","10.2","10.2","10.2","10.2","10.2","10.2","10.2","10.2","10.2","10.2","10.2","10.2","10.2","10.2","10.2","10.2","10.2","10.2","10.2","10.2","10.2","10.2","10.2","10.2","10.2","10.2","10.2","10.8","10.8","10.8","10.8","10.8","10.8","10.8","10.8","10.8","10.8","10.8","10.8","10.8","10.8","10.8","10.8","12.3","12.3","12.3","12.3","12.3","12.3","12.3","12.3","12.3","12.3"
"1989:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","32.6","22.2","18.9","18.9","18.9","18.9","18.9","18.9","30.0","30.0","24.9","24.9","24.9","24.9","24.9","24.9","24.9","24.9","24.9","24.9","24.9","24.9","24.9","24.9","22.3","22.3","22.3","22.3","22.3","22.8","22.8","22.8","22.8","22.8","22.8","22.8","22.8","22.8","22.8","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","15.9","15.9","15.9","15.9","15.9","15.9","15.9","15.9","15.9","15.9","15.9","15.9","15.9","15.9","15.9","15.9","15.9","15.9","15.9","15.9","15.9","15.9","16.3","16.3","16.3","16.3","16.3","16.3","16.3","16.3","16.3","16.3","16.3","16.3","16.3","16.3","16.3","16.3","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9"
"1990:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2.6","-2.2","-2.2","-2.2","-2.2","-2.2","-2.2","-4.0","-4.0","7.5","7.5","7.5","7.5","7.5","4.7","4.7","4.7","4.7","4.7","4.7","4.7","4.7","4.7","11.0","11.0","11.0","11.0","11.0","10.9","10.9","10.9","10.9","10.9","10.9","10.9","10.9","10.9","10.9","15.7","15.7","15.7","15.7","15.7","15.7","15.7","15.7","15.7","15.7","15.7","15.7","15.7","15.7","15.7","15.7","15.7","14.1","14.1","14.1","14.1","14.1","14.1","14.1","14.1","14.1","14.1","14.1","14.1","14.1","14.1","14.1","14.1","14.1","14.1","14.1","14.1","14.1","14.1","15.1","15.1","15.1","15.1","15.1","15.1","15.1","15.1","15.1","15.1","15.1","15.1","15.1","15.1","15.1","15.1","16.4","16.4","16.4","16.4","16.4","16.4","16.4","16.4","16.4","16.4"
"1990:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","26.2","9.5","9.5","9.5","9.5","9.5","22.1","22.1","32.8","32.8","32.8","32.8","32.8","28.1","28.1","28.1","28.1","28.1","28.1","28.1","28.1","28.1","43.8","43.8","43.8","43.8","43.8","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","36.3","36.3","36.3","36.3","36.3","36.3","36.3","36.3","36.3","36.3","36.3","36.3","36.3","36.3","36.3","36.3","36.3","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","41.1","41.1","41.1","41.1","41.1","41.1","41.1","41.1","41.1","41.1"
"1990:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","7.8","4.7","4.7","4.7","4.7","13.9","13.9","11.2","11.2","11.2","11.2","11.2","10.9","10.9","10.9","10.9","10.9","10.9","10.9","10.9","10.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","22.8","22.8","22.8","22.8","22.8","22.8","22.8","22.8","22.8","22.8","22.8","22.8","22.8","22.8","22.8","22.8","22.8","22.8","22.8","22.8","22.8","22.8","24.9","24.9","24.9","24.9","24.9","24.9","24.9","24.9","24.9","24.9","24.9","24.9","24.9","24.9","24.9","24.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9"
"1990:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","-16.3","-26.4","-26.4","-26.4","-31.2","-31.2","-26.8","-26.8","-26.8","-26.8","-26.8","-20.9","-20.9","-20.9","-20.9","-20.9","-20.9","-20.9","-20.9","-20.9","-28.2","-28.2","-28.2","-28.2","-28.2","-27.8","-27.8","-27.8","-27.8","-27.8","-27.8","-27.8","-27.8","-27.8","-27.8","-9.9","-9.9","-9.9","-9.9","-9.9","-9.9","-9.9","-9.9","-9.9","-9.9","-9.9","-9.9","-9.9","-9.9","-9.9","-9.9","-9.9","-9.3","-9.3","-9.3","-9.3","-9.3","-9.3","-9.3","-9.3","-9.3","-9.3","-9.3","-9.3","-9.3","-9.3","-9.3","-9.3","-9.3","-9.3","-9.3","-9.3","-9.3","-9.3","-10.8","-10.8","-10.8","-10.8","-10.8","-10.8","-10.8","-10.8","-10.8","-10.8","-10.8","-10.8","-10.8","-10.8","-10.8","-10.8","-12.6","-12.6","-12.6","-12.6","-12.6","-12.6","-12.6","-12.6","-12.6","-12.6"
"1991:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","-20.7","-25.0","-25.0","-32.8","-32.8","-25.1","-25.1","-25.1","-25.1","-25.1","-17.4","-17.4","-17.4","-16.4","-16.4","-16.4","-16.4","-16.4","-16.4","-17.5","-17.5","-17.5","-17.5","-17.5","-17.1","-17.1","-17.1","-17.1","-17.1","-17.1","-17.1","-17.1","-17.1","-17.1","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-14.4","-14.4","-14.4","-14.4","-14.4","-14.4","-14.4","-14.4","-14.4","-14.4","-14.4","-14.4","-14.4","-14.4","-14.4","-14.4","-14.4","-14.4","-14.4","-14.4","-14.4","-14.4","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-20.0","-20.0","-20.0","-20.0","-20.0","-20.0","-20.0","-20.0","-20.0","-20.0"
"1991:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","-21.2","-33.3","-30.4","-30.4","-20.4","-20.4","-20.4","-20.4","-20.4","-22.3","-22.3","-22.3","-11.9","-11.9","-11.9","-11.9","-11.9","-11.9","-20.8","-20.8","-20.8","-20.8","-20.8","-20.7","-20.7","-20.7","-20.7","-20.7","-20.7","-20.7","-20.7","-20.7","-20.7","-19.6","-19.6","-19.6","-19.6","-19.6","-19.6","-19.6","-19.6","-19.6","-19.6","-19.6","-19.6","-19.6","-19.6","-19.6","-19.6","-19.6","-18.1","-18.1","-18.1","-18.1","-18.1","-18.1","-18.1","-18.1","-18.1","-18.1","-18.1","-18.1","-18.1","-18.1","-18.1","-18.1","-18.1","-18.1","-18.1","-18.1","-18.1","-18.1","-21.0","-21.0","-21.0","-21.0","-21.0","-21.0","-21.0","-21.0","-21.0","-21.0","-21.0","-21.0","-21.0","-21.0","-21.0","-21.0","-23.7","-23.7","-23.7","-23.7","-23.7","-23.7","-23.7","-23.7","-23.7","-23.7"
"1991:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","-15.1","0.1","0.1","0.6","0.6","0.6","0.6","0.6","-0.9","-0.9","-0.9","10.4","10.4","10.4","10.4","10.4","10.4","4.9","4.9","4.9","4.9","4.9","4.7","4.7","4.7","4.7","4.7","4.7","4.7","4.7","4.7","4.7","-1.3","-1.3","-1.3","-1.3","-1.3","-1.3","-1.3","-1.3","-1.3","-1.3","-1.3","-1.3","-1.3","-1.3","-1.3","-1.3","-1.3","-0.1","-0.1","-0.1","-0.1","-0.1","-0.1","-0.1","-0.1","-0.1","-0.1","-0.1","-0.1","-0.1","-0.1","-0.1","-0.1","-0.1","-0.1","-0.1","-0.1","-0.1","-0.1","-0.5","-0.5","-0.5","-0.5","-0.5","-0.5","-0.5","-0.5","-0.5","-0.5","-0.5","-0.5","-0.5","-0.5","-0.5","-0.5","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"1991:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2.7","7.6","7.5","7.5","7.5","7.5","7.5","7.1","7.1","7.1","13.5","13.5","13.5","13.5","13.5","13.5","21.4","21.4","21.4","21.4","21.4","21.3","21.3","21.3","21.3","21.3","21.3","21.3","21.3","21.3","21.3","32.4","32.4","32.4","32.4","32.4","32.4","32.4","32.4","32.4","32.4","32.4","32.4","32.4","32.4","32.4","32.4","32.4","30.7","30.7","30.7","30.7","30.7","30.7","30.7","30.7","30.7","30.7","30.7","30.7","30.7","30.7","30.7","30.7","30.7","30.7","30.7","30.7","30.7","30.7","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","34.8","34.8","34.8","34.8","34.8","34.8","34.8","34.8","34.8","34.8"
"1992:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","-26.1","-12.6","-12.6","-12.6","-12.6","-12.6","-5.0","-5.0","-5.0","-6.3","-6.3","-6.3","-6.3","-6.3","-6.3","-0.1","-0.1","-0.1","-0.1","-0.1","-0.5","-0.5","-0.5","-0.5","-0.5","-0.5","-0.5","-0.5","-0.5","-0.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","2.7","2.7","2.7","2.7","2.7","2.7","2.7","2.7","2.7","2.7","2.7","2.7","2.7","2.7","2.7","2.7","2.6","2.6","2.6","2.6","2.6","2.6","2.6","2.6","2.6","2.6"
