"DATE","RNX65Q4","RNX66Q1","RNX66Q2","RNX66Q3","RNX66Q4","RNX67Q1","RNX67Q2","RNX67Q3","RNX67Q4","RNX68Q1","RNX68Q2","RNX68Q3","RNX68Q4","RNX69Q1","RNX69Q2","RNX69Q3","RNX69Q4","RNX70Q1","RNX70Q2","RNX70Q3","RNX70Q4","RNX71Q1","RNX71Q2","RNX71Q3","RNX71Q4","RNX72Q1","RNX72Q2","RNX72Q3","RNX72Q4","RNX73Q1","RNX73Q2","RNX73Q3","RNX73Q4","RNX74Q1","RNX74Q2","RNX74Q3","RNX74Q4","RNX75Q1","RNX75Q2","RNX75Q3","RNX75Q4","RNX76Q1","RNX76Q2","RNX76Q3","RNX76Q4","RNX77Q1","RNX77Q2","RNX77Q3","RNX77Q4","RNX78Q1","RNX78Q2","RNX78Q3","RNX78Q4","RNX79Q1","RNX79Q2","RNX79Q3","RNX79Q4","RNX80Q1","RNX80Q2","RNX80Q3","RNX80Q4","RNX81Q1","RNX81Q2","RNX81Q3","RNX81Q4","RNX82Q1","RNX82Q2","RNX82Q3","RNX82Q4","RNX83Q1","RNX83Q2","RNX83Q3","RNX83Q4","RNX84Q1","RNX84Q2","RNX84Q3","RNX84Q4","RNX85Q1","RNX85Q2","RNX85Q3","RNX85Q4","RNX86Q1","RNX86Q2","RNX86Q3","RNX86Q4","RNX87Q1","RNX87Q2","RNX87Q3","RNX87Q4","RNX88Q1","RNX88Q2","RNX88Q3","RNX88Q4","RNX89Q1","RNX89Q2","RNX89Q3","RNX89Q4","RNX90Q1","RNX90Q2","RNX90Q3","RNX90Q4","RNX91Q1","RNX91Q2","RNX91Q3","RNX91Q4","RNX92Q1","RNX92Q2","RNX92Q3","RNX92Q4","RNX93Q1","RNX93Q2","RNX93Q3","RNX93Q4","RNX94Q1","RNX94Q2","RNX94Q3","RNX94Q4","RNX95Q1","RNX95Q2","RNX95Q3","RNX95Q4","RNX96Q1","RNX96Q2","RNX96Q3","RNX96Q4","RNX97Q1","RNX97Q2","RNX97Q3","RNX97Q4","RNX98Q1","RNX98Q2","RNX98Q3","RNX98Q4","RNX99Q1","RNX99Q2","RNX99Q3","RNX99Q4","RNX00Q1","RNX00Q2","RNX00Q3","RNX00Q4","RNX01Q1","RNX01Q2","RNX01Q3","RNX01Q4","RNX02Q1","RNX02Q2","RNX02Q3","RNX02Q4","RNX03Q1","RNX03Q2","RNX03Q3","RNX03Q4","RNX04Q1","RNX04Q2","RNX04Q3","RNX04Q4","RNX05Q1","RNX05Q2","RNX05Q3","RNX05Q4","RNX06Q1","RNX06Q2","RNX06Q3","RNX06Q4","RNX07Q1","RNX07Q2","RNX07Q3","RNX07Q4","RNX08Q1","RNX08Q2","RNX08Q3","RNX08Q4","RNX09Q1","RNX09Q2","RNX09Q3","RNX09Q4","RNX10Q1","RNX10Q2","RNX10Q3","RNX10Q4","RNX11Q1","RNX11Q2","RNX11Q3","RNX11Q4","RNX12Q1","RNX12Q2","RNX12Q3","RNX12Q4","RNX13Q1","RNX13Q2","RNX13Q3","RNX13Q4","RNX14Q1","RNX14Q2","RNX14Q3","RNX14Q4","RNX15Q1","RNX15Q2"
"1983:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","10.2","12.3","12.3","12.3","13.6","13.6","13.6","13.6","13.6","13.6","-15.0","-15.0","-14.6","-14.6","-14.6","-14.6","-14.6","-14.6","-14.6","-14.6","-14.6","-14.6","-14.6","-14.6","-14.6","-14.6","-14.6","-14.6","-14.6","-14.6","-14.6","-14.6","-14.6","-14.6","-45.9","-45.9","-45.9","-45.9","-45.9","-45.9","-45.9","-45.9","-45.9","-45.9","-45.9","-45.9","-45.9","-45.9","-45.9","-45.9","-54.6","-54.6","-54.6","-54.6","-54.6","-54.6","-54.6","-54.6","-54.6","-54.6","-54.6","-54.6","-54.6","-54.6","-54.6","-56.8","-56.8","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-63.8","-63.8","-63.8","-63.8","-63.8","-63.8","-63.8","-63.8","-63.8","-63.8","-63.8","-63.8","-63.8","-63.8","-63.8","-63.8","-72.2","-72.2","-72.2","-72.2","-69.3","-69.3","-69.3","-69.3"
"1983:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","8.7","11.4","11.4","11.9","11.9","11.9","11.9","11.9","11.9","-36.2","-36.2","-35.0","-35.0","-35.0","-35.0","-35.0","-35.0","-35.0","-35.0","-35.0","-35.0","-35.0","-35.0","-35.0","-35.0","-35.0","-35.0","-35.0","-35.0","-35.0","-35.0","-35.0","-35.0","-67.0","-67.0","-67.0","-67.0","-67.0","-67.0","-67.0","-67.0","-67.0","-67.0","-67.0","-67.0","-67.0","-67.0","-67.0","-67.0","-78.0","-78.0","-78.0","-78.0","-78.0","-78.0","-78.0","-78.0","-78.0","-78.0","-78.0","-78.0","-78.0","-78.0","-78.0","-80.2","-80.2","-78.4","-78.4","-78.4","-78.4","-78.4","-78.4","-78.4","-78.4","-78.4","-78.4","-78.4","-78.4","-78.4","-78.4","-78.4","-74.1","-74.1","-74.1","-74.1","-74.1","-74.1","-74.1","-74.1","-74.1","-74.1","-74.1","-74.1","-74.1","-74.1","-74.1","-74.1","-74.1","-74.1","-74.1","-74.1","-74.1","-74.1","-88.7","-88.7","-88.7","-88.7","-88.7","-88.7","-88.7","-88.7","-88.6","-88.6","-88.6","-88.6","-88.6","-88.6","-88.6","-88.6","-99.0","-99.0","-99.0","-99.0","-96.0","-96.0","-96.0","-96.0"
"1983:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2.5","2.8","2.0","2.0","2.0","2.0","2.0","2.0","-48.9","-48.9","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-83.7","-83.7","-83.7","-83.7","-83.7","-83.7","-83.7","-83.7","-83.7","-83.7","-83.7","-83.7","-83.7","-83.7","-83.7","-83.7","-90.8","-90.8","-90.8","-90.8","-90.8","-90.8","-90.8","-90.8","-90.8","-90.8","-90.8","-90.8","-90.8","-90.8","-90.8","-93.0","-93.0","-91.2","-91.2","-91.2","-91.2","-91.2","-91.2","-91.2","-91.2","-91.2","-91.2","-91.2","-91.2","-91.2","-91.2","-91.2","-86.4","-86.4","-86.4","-86.4","-86.4","-86.4","-86.4","-86.4","-86.4","-86.4","-86.4","-86.4","-86.4","-86.4","-86.4","-86.4","-86.4","-86.4","-86.4","-86.4","-86.4","-86.4","-102.3","-102.3","-102.3","-102.3","-102.3","-102.3","-102.3","-102.3","-102.3","-102.3","-102.3","-102.3","-102.3","-102.3","-102.3","-102.3","-113.7","-113.7","-113.7","-113.7","-110.6","-110.6","-110.6","-110.6"
"1984:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","-6.5","-8.3","-8.3","-8.3","-8.3","-8.3","-8.3","-60.6","-60.6","-68.6","-68.6","-68.6","-68.6","-68.6","-68.6","-68.6","-68.6","-68.6","-68.6","-68.6","-68.6","-68.6","-68.6","-68.6","-68.6","-68.6","-68.6","-68.6","-68.6","-68.6","-68.6","-108.4","-108.4","-108.4","-108.4","-108.4","-108.4","-108.4","-108.4","-108.4","-108.4","-108.4","-108.4","-108.4","-108.4","-108.4","-108.4","-115.5","-115.5","-115.5","-115.5","-115.5","-115.5","-115.5","-115.5","-115.5","-115.5","-115.5","-115.5","-115.5","-115.5","-115.5","-118.2","-118.2","-116.4","-116.4","-116.4","-116.4","-116.4","-116.4","-116.4","-116.4","-116.4","-116.4","-116.4","-116.4","-116.4","-116.4","-116.4","-111.2","-111.2","-111.2","-111.2","-111.2","-111.2","-111.2","-111.2","-111.2","-111.2","-111.2","-111.2","-111.2","-111.2","-111.2","-111.2","-111.2","-111.2","-111.2","-111.2","-111.2","-111.2","-130.0","-130.0","-130.0","-130.0","-130.0","-130.0","-130.0","-130.0","-129.9","-129.9","-129.9","-129.9","-129.9","-129.9","-129.9","-129.9","-143.5","-143.5","-143.5","-143.5","-140.3","-140.3","-140.3","-140.3"
"1984:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","-10.0","-11.4","-11.4","-11.4","-11.4","-11.4","-90.4","-90.4","-87.2","-87.2","-87.2","-87.2","-87.3","-87.3","-87.3","-87.3","-87.3","-87.3","-87.3","-87.3","-87.3","-87.3","-87.3","-87.3","-87.3","-87.3","-87.3","-87.3","-87.3","-87.3","-121.0","-121.0","-121.0","-121.0","-121.0","-121.0","-121.0","-121.0","-121.0","-121.0","-121.0","-121.0","-121.0","-121.0","-121.0","-121.0","-125.5","-125.5","-125.5","-125.5","-125.5","-125.5","-125.5","-125.5","-125.5","-125.5","-125.5","-125.5","-125.5","-125.5","-125.5","-128.7","-128.7","-126.8","-126.8","-126.8","-126.8","-126.8","-126.8","-126.8","-126.8","-126.8","-126.8","-126.8","-126.8","-126.8","-126.8","-126.8","-121.1","-121.1","-121.1","-121.1","-121.1","-121.1","-121.1","-121.1","-121.1","-121.1","-121.1","-121.1","-121.1","-121.1","-121.1","-121.1","-121.1","-121.1","-121.1","-121.1","-121.1","-121.1","-141.1","-141.1","-141.1","-141.1","-141.1","-141.1","-141.1","-141.1","-141.1","-141.1","-141.1","-141.1","-141.1","-141.1","-141.1","-141.1","-155.5","-155.5","-155.5","-155.5","-152.3","-152.3","-152.3","-152.3"
"1984:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","-22.7","-27.0","-27.0","-27.0","-27.0","-88.7","-88.7","-85.7","-85.7","-85.7","-85.7","-85.5","-85.5","-85.5","-85.5","-85.5","-85.5","-85.5","-85.5","-85.5","-85.5","-85.5","-85.5","-85.5","-85.5","-85.5","-85.5","-85.5","-85.5","-127.2","-127.2","-127.2","-127.2","-127.2","-127.2","-127.2","-127.2","-127.2","-127.2","-127.2","-127.2","-127.2","-127.2","-127.2","-127.2","-130.5","-130.5","-130.5","-130.5","-130.5","-130.5","-130.5","-130.5","-130.5","-130.5","-130.5","-130.5","-130.5","-130.5","-130.5","-133.3","-133.3","-131.5","-131.5","-131.5","-131.5","-131.5","-131.5","-131.5","-131.5","-131.5","-131.5","-131.5","-131.5","-131.5","-131.5","-131.5","-125.5","-125.5","-125.5","-125.5","-125.5","-125.5","-125.5","-125.5","-125.5","-125.5","-125.5","-125.5","-125.5","-125.5","-125.5","-125.5","-125.5","-125.5","-125.5","-125.5","-125.5","-125.5","-146.1","-146.1","-146.1","-146.1","-146.1","-146.1","-146.1","-146.1","-146.0","-146.0","-146.0","-146.0","-146.0","-146.0","-146.0","-146.0","-161.0","-161.0","-161.0","-161.0","-157.6","-157.6","-157.6","-157.6"
"1984:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","-15.2","-13.4","-13.4","-13.4","-100.2","-100.2","-92.7","-92.7","-92.7","-92.7","-94.8","-94.8","-94.8","-94.8","-94.8","-94.8","-94.8","-94.8","-94.8","-94.8","-94.8","-94.8","-94.8","-94.8","-94.8","-94.8","-94.8","-94.8","-131.4","-131.4","-131.4","-131.4","-131.4","-131.4","-131.4","-131.4","-131.4","-131.4","-131.4","-131.4","-131.4","-131.4","-131.4","-131.4","-137.7","-137.7","-137.7","-137.7","-137.7","-137.7","-137.7","-137.7","-137.7","-137.7","-137.7","-137.7","-137.7","-137.7","-137.7","-140.6","-140.6","-138.7","-138.7","-138.7","-138.7","-138.7","-138.7","-138.7","-138.7","-138.7","-138.7","-138.7","-138.7","-138.7","-138.7","-138.7","-132.1","-132.1","-132.1","-132.1","-132.1","-132.1","-132.1","-132.1","-132.1","-132.1","-132.1","-132.1","-132.1","-132.1","-132.1","-132.1","-132.1","-132.1","-132.1","-132.1","-132.1","-132.1","-153.6","-153.6","-153.6","-153.6","-153.6","-153.6","-153.6","-153.6","-153.4","-153.4","-153.4","-153.4","-153.4","-153.4","-153.4","-153.4","-169.0","-169.0","-169.0","-169.0","-165.6","-165.6","-165.6","-165.6"
"1985:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","-26.1","-28.4","-28.4","-71.8","-71.8","-78.8","-78.8","-78.8","-78.8","-81.0","-81.0","-81.0","-81.0","-81.4","-81.4","-81.4","-81.4","-81.4","-81.4","-81.4","-81.4","-81.4","-81.4","-81.4","-81.4","-81.4","-81.4","-127.1","-127.1","-127.1","-127.1","-127.1","-127.1","-127.1","-127.1","-127.1","-127.1","-127.1","-127.1","-127.1","-127.1","-127.1","-127.1","-127.3","-127.3","-127.3","-127.3","-127.3","-127.3","-127.3","-127.3","-127.3","-127.3","-127.3","-127.3","-127.3","-127.3","-127.3","-130.1","-130.1","-128.3","-128.3","-128.3","-128.3","-128.3","-128.3","-128.3","-128.3","-128.3","-128.3","-128.3","-128.3","-128.3","-128.3","-128.3","-121.7","-121.7","-121.7","-121.7","-121.7","-121.7","-121.7","-121.7","-121.7","-121.7","-121.7","-121.7","-121.7","-121.7","-121.7","-121.7","-121.7","-121.7","-121.7","-121.7","-121.7","-121.7","-142.0","-142.0","-142.0","-142.0","-142.0","-142.0","-142.0","-142.0","-142.0","-142.0","-142.0","-142.0","-142.0","-142.0","-142.0","-142.0","-156.0","-156.0","-156.0","-156.0","-152.5","-152.5","-152.5","-152.5"
"1985:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","-33.8","-33.8","-101.1","-101.1","-108.1","-108.1","-108.1","-108.1","-107.7","-107.7","-107.7","-107.7","-102.4","-102.4","-102.4","-102.4","-102.4","-102.4","-102.4","-102.4","-102.4","-102.4","-102.4","-102.4","-102.4","-102.4","-149.2","-149.2","-149.2","-149.2","-149.2","-149.2","-149.2","-149.2","-149.2","-149.2","-149.2","-149.2","-149.2","-149.2","-149.2","-149.2","-151.6","-151.6","-151.6","-151.6","-151.6","-151.6","-151.6","-151.6","-151.6","-151.6","-151.6","-151.6","-151.6","-151.6","-151.6","-154.7","-154.7","-152.9","-152.9","-152.9","-152.9","-152.9","-152.9","-152.9","-152.9","-152.9","-152.9","-152.9","-152.9","-152.9","-152.9","-152.9","-145.1","-145.1","-145.1","-145.1","-145.1","-145.1","-145.1","-145.1","-145.1","-145.1","-145.1","-145.1","-145.1","-145.1","-145.1","-145.1","-145.1","-145.1","-145.1","-145.1","-145.1","-145.1","-167.9","-167.9","-167.9","-167.9","-167.9","-167.9","-167.9","-167.9","-167.8","-167.8","-167.8","-167.8","-167.8","-167.8","-167.8","-167.8","-183.2","-183.2","-183.2","-183.2","-179.8","-179.8","-179.8","-179.8"
"1985:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","-34.0","-119.8","-119.8","-113.8","-113.8","-113.8","-113.8","-114.9","-114.9","-114.9","-114.9","-107.9","-107.9","-107.9","-107.9","-107.9","-107.9","-107.9","-107.9","-107.9","-107.9","-107.9","-107.9","-107.9","-107.9","-149.6","-149.6","-149.6","-149.6","-149.6","-149.6","-149.6","-149.6","-149.6","-149.6","-149.6","-149.6","-149.6","-149.6","-149.6","-149.6","-152.6","-152.6","-152.6","-152.6","-152.6","-152.6","-152.6","-152.6","-152.6","-152.6","-152.6","-152.6","-152.6","-152.6","-152.6","-154.8","-154.8","-153.1","-153.1","-153.1","-153.1","-153.1","-153.1","-153.1","-153.1","-153.1","-153.1","-153.1","-153.1","-153.1","-153.1","-153.1","-145.3","-145.3","-145.3","-145.3","-145.3","-145.3","-145.3","-145.3","-145.3","-145.3","-145.3","-145.3","-145.3","-145.3","-145.3","-145.3","-145.3","-145.3","-145.3","-145.3","-145.3","-145.3","-168.0","-168.0","-168.0","-168.0","-168.0","-168.0","-168.0","-168.0","-167.9","-167.9","-167.9","-167.9","-167.9","-167.9","-167.9","-167.9","-183.2","-183.2","-183.2","-183.2","-179.8","-179.8","-179.8","-179.8"
"1985:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","-127.6","-140.8","-132.0","-132.0","-132.0","-132.0","-129.3","-129.3","-129.3","-129.3","-125.3","-125.3","-125.3","-125.3","-125.3","-125.3","-125.3","-125.3","-125.3","-125.3","-125.3","-125.3","-125.3","-125.3","-155.4","-155.4","-155.4","-155.4","-155.4","-155.4","-155.4","-155.4","-155.4","-155.4","-155.4","-155.4","-155.4","-155.4","-155.4","-155.4","-160.0","-160.0","-160.0","-160.0","-160.0","-160.0","-160.0","-160.0","-160.0","-160.0","-160.0","-160.0","-160.0","-160.0","-160.0","-163.9","-163.9","-162.1","-162.1","-162.1","-162.1","-162.1","-162.1","-162.1","-162.1","-162.1","-162.1","-162.1","-162.1","-162.1","-162.1","-162.1","-153.8","-153.8","-153.8","-153.8","-153.8","-153.8","-153.8","-153.8","-153.8","-153.8","-153.8","-153.8","-153.8","-153.8","-153.8","-153.8","-153.8","-153.8","-153.8","-153.8","-153.8","-153.8","-177.8","-177.8","-177.8","-177.8","-177.8","-177.8","-177.8","-177.8","-177.7","-177.7","-177.7","-177.7","-177.7","-177.7","-177.7","-177.7","-193.9","-193.9","-193.9","-193.9","-190.4","-190.4","-190.4","-190.4"
"1986:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","-126.0","-125.9","-125.9","-125.9","-125.9","-123.0","-123.0","-123.0","-123.0","-115.7","-115.7","-115.7","-115.7","-110.0","-110.0","-110.0","-110.0","-110.0","-110.0","-110.0","-110.0","-110.0","-110.0","-143.1","-143.1","-143.1","-143.1","-143.1","-143.1","-143.1","-143.1","-143.1","-143.1","-143.1","-143.1","-143.1","-143.1","-143.1","-143.1","-149.7","-149.7","-149.7","-149.7","-149.7","-149.7","-149.7","-149.7","-149.7","-149.7","-149.7","-149.7","-149.7","-149.7","-149.7","-153.3","-153.3","-151.4","-151.4","-151.4","-151.4","-151.4","-151.4","-151.4","-151.4","-151.4","-151.4","-151.4","-151.4","-151.4","-151.4","-151.4","-142.9","-142.9","-142.9","-142.9","-142.9","-142.9","-142.9","-142.9","-142.9","-142.9","-142.9","-142.9","-142.9","-142.9","-142.9","-142.9","-142.9","-142.9","-142.9","-142.9","-142.9","-142.9","-165.9","-165.9","-165.9","-165.9","-165.9","-165.9","-165.9","-165.9","-165.8","-165.8","-165.8","-165.8","-165.8","-165.8","-165.8","-165.8","-181.3","-181.3","-181.3","-181.3","-177.6","-177.6","-177.6","-177.6"
