"DATE","NOUTPUT65Q4","NOUTPUT66Q1","NOUTPUT66Q2","NOUTPUT66Q3","NOUTPUT66Q4","NOUTPUT67Q1","NOUTPUT67Q2","NOUTPUT67Q3","NOUTPUT67Q4","NOUTPUT68Q1","NOUTPUT68Q2","NOUTPUT68Q3","NOUTPUT68Q4","NOUTPUT69Q1","NOUTPUT69Q2","NOUTPUT69Q3","NOUTPUT69Q4","NOUTPUT70Q1","NOUTPUT70Q2","NOUTPUT70Q3","NOUTPUT70Q4","NOUTPUT71Q1","NOUTPUT71Q2","NOUTPUT71Q3","NOUTPUT71Q4","NOUTPUT72Q1","NOUTPUT72Q2","NOUTPUT72Q3","NOUTPUT72Q4","NOUTPUT73Q1","NOUTPUT73Q2","NOUTPUT73Q3","NOUTPUT73Q4","NOUTPUT74Q1","NOUTPUT74Q2","NOUTPUT74Q3","NOUTPUT74Q4","NOUTPUT75Q1","NOUTPUT75Q2","NOUTPUT75Q3","NOUTPUT75Q4","NOUTPUT76Q1","NOUTPUT76Q2","NOUTPUT76Q3","NOUTPUT76Q4","NOUTPUT77Q1","NOUTPUT77Q2","NOUTPUT77Q3","NOUTPUT77Q4","NOUTPUT78Q1","NOUTPUT78Q2","NOUTPUT78Q3","NOUTPUT78Q4","NOUTPUT79Q1","NOUTPUT79Q2","NOUTPUT79Q3","NOUTPUT79Q4","NOUTPUT80Q1","NOUTPUT80Q2","NOUTPUT80Q3","NOUTPUT80Q4","NOUTPUT81Q1","NOUTPUT81Q2","NOUTPUT81Q3","NOUTPUT81Q4","NOUTPUT82Q1","NOUTPUT82Q2","NOUTPUT82Q3","NOUTPUT82Q4","NOUTPUT83Q1","NOUTPUT83Q2","NOUTPUT83Q3","NOUTPUT83Q4","NOUTPUT84Q1","NOUTPUT84Q2","NOUTPUT84Q3","NOUTPUT84Q4","NOUTPUT85Q1","NOUTPUT85Q2","NOUTPUT85Q3","NOUTPUT85Q4","NOUTPUT86Q1","NOUTPUT86Q2","NOUTPUT86Q3","NOUTPUT86Q4","NOUTPUT87Q1","NOUTPUT87Q2","NOUTPUT87Q3","NOUTPUT87Q4","NOUTPUT88Q1","NOUTPUT88Q2","NOUTPUT88Q3","NOUTPUT88Q4","NOUTPUT89Q1","NOUTPUT89Q2","NOUTPUT89Q3","NOUTPUT89Q4","NOUTPUT90Q1","NOUTPUT90Q2","NOUTPUT90Q3","NOUTPUT90Q4","NOUTPUT91Q1","NOUTPUT91Q2","NOUTPUT91Q3","NOUTPUT91Q4","NOUTPUT92Q1","NOUTPUT92Q2","NOUTPUT92Q3","NOUTPUT92Q4","NOUTPUT93Q1","NOUTPUT93Q2","NOUTPUT93Q3","NOUTPUT93Q4","NOUTPUT94Q1","NOUTPUT94Q2","NOUTPUT94Q3","NOUTPUT94Q4","NOUTPUT95Q1","NOUTPUT95Q2","NOUTPUT95Q3","NOUTPUT95Q4","NOUTPUT96Q1","NOUTPUT96Q2","NOUTPUT96Q3","NOUTPUT96Q4","NOUTPUT97Q1","NOUTPUT97Q2","NOUTPUT97Q3","NOUTPUT97Q4","NOUTPUT98Q1","NOUTPUT98Q2","NOUTPUT98Q3","NOUTPUT98Q4","NOUTPUT99Q1","NOUTPUT99Q2","NOUTPUT99Q3","NOUTPUT99Q4","NOUTPUT00Q1","NOUTPUT00Q2","NOUTPUT00Q3","NOUTPUT00Q4","NOUTPUT01Q1","NOUTPUT01Q2","NOUTPUT01Q3","NOUTPUT01Q4","NOUTPUT02Q1","NOUTPUT02Q2","NOUTPUT02Q3","NOUTPUT02Q4","NOUTPUT03Q1","NOUTPUT03Q2","NOUTPUT03Q3","NOUTPUT03Q4","NOUTPUT04Q1","NOUTPUT04Q2","NOUTPUT04Q3","NOUTPUT04Q4","NOUTPUT05Q1","NOUTPUT05Q2","NOUTPUT05Q3","NOUTPUT05Q4","NOUTPUT06Q1","NOUTPUT06Q2","NOUTPUT06Q3","NOUTPUT06Q4","NOUTPUT07Q1","NOUTPUT07Q2","NOUTPUT07Q3","NOUTPUT07Q4","NOUTPUT08Q1","NOUTPUT08Q2","NOUTPUT08Q3","NOUTPUT08Q4","NOUTPUT09Q1","NOUTPUT09Q2","NOUTPUT09Q3","NOUTPUT09Q4","NOUTPUT10Q1","NOUTPUT10Q2","NOUTPUT10Q3","NOUTPUT10Q4","NOUTPUT11Q1","NOUTPUT11Q2","NOUTPUT11Q3","NOUTPUT11Q4","NOUTPUT12Q1","NOUTPUT12Q2","NOUTPUT12Q3","NOUTPUT12Q4","NOUTPUT13Q1","NOUTPUT13Q2","NOUTPUT13Q3","NOUTPUT13Q4","NOUTPUT14Q1","NOUTPUT14Q2","NOUTPUT14Q3","NOUTPUT14Q4","NOUTPUT15Q1","NOUTPUT15Q2"
"1978:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1992.9","1992.0","1992.0","1992.0","1992.0","2011.3","2011.3","2011.3","2011.3","2011.3","2011.3","2032.4","2032.4","2032.4","2032.4","2032.4","2032.4","2031.7","2031.7","2031.7","2031.7","2031.7","2031.7","2031.7","2031.7","2031.7","2031.7","2031.7","2031.7","2031.7","2031.7","2111.4","2111.4","2111.4","2111.4","2111.4","2111.4","2111.4","2111.4","2111.4","2111.4","2111.4","2111.4","2111.4","2111.4","2111.4","2111.4","2111.4","2111.4","2111.4","2111.4","2111.4","2111.4","2111.4","2111.4","2090.2","2090.2","2090.2","2090.2","2090.2","2090.2","2090.2","2090.2","2090.2","2090.2","2090.2","2090.2","2090.2","2090.2","2090.2","2090.2","2144.4","2144.4","2144.4","2144.4","2144.4","2147.7","2147.7","2147.7","2147.7","2147.7","2147.7","2147.7","2147.7","2147.7","2147.7","2150.4","2150.4","2150.4","2150.4","2150.4","2150.4","2150.4","2150.4","2150.4","2150.4","2150.4","2150.4","2150.4","2150.4","2150.4","2150.4","2150.4","2150.0","2150.0","2150.0","2150.0","2150.0","2150.0","2150.0","2150.0","2150.0","2150.0","2150.0","2150.0","2150.0","2150.0","2150.0","2150.0","2150.0","2150.0","2150.0","2150.0","2150.0","2150.0","2149.1","2149.1","2149.1","2149.1","2149.1","2149.1","2149.1","2149.1","2149.1","2149.1","2149.1","2149.1","2149.1","2149.1","2149.1","2149.1","2208.7","2208.7","2208.7","2208.7","2208.7","2208.7","2208.7","2208.7"
"1978:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2076.9","2087.5","2087.5","2087.5","2104.2","2104.2","2104.2","2104.2","2104.2","2104.2","2129.6","2129.6","2129.6","2129.6","2129.6","2129.6","2139.5","2139.5","2139.5","2139.5","2139.5","2139.5","2139.5","2139.5","2139.5","2139.5","2139.5","2139.5","2139.5","2139.5","2230.3","2230.3","2230.3","2230.3","2230.3","2230.3","2230.3","2230.3","2230.3","2230.3","2230.3","2230.3","2230.3","2230.3","2230.3","2230.3","2230.3","2230.3","2230.3","2230.3","2230.3","2230.3","2230.3","2230.3","2213.9","2213.9","2213.9","2213.9","2213.9","2213.9","2213.9","2213.9","2213.9","2213.9","2213.9","2213.9","2213.9","2213.9","2213.9","2213.9","2274.6","2274.6","2274.6","2274.6","2274.6","2273.7","2273.7","2273.7","2273.7","2273.7","2273.7","2273.7","2273.7","2273.7","2273.7","2276.6","2276.6","2276.6","2276.6","2276.6","2276.6","2276.6","2276.6","2276.6","2276.6","2276.6","2276.6","2276.6","2276.6","2276.6","2276.6","2276.6","2275.6","2275.6","2275.6","2275.6","2275.6","2275.6","2275.6","2275.6","2275.6","2275.6","2275.6","2275.6","2275.6","2275.6","2275.6","2275.6","2275.6","2275.6","2275.6","2275.6","2275.6","2275.6","2274.7","2274.7","2274.7","2274.7","2274.7","2274.7","2274.7","2274.7","2274.7","2274.7","2274.7","2274.7","2274.7","2274.7","2274.7","2274.7","2336.6","2336.6","2336.6","2336.6","2336.6","2336.6","2336.6","2336.6"
"1978:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2141.1","2136.1","2136.1","2159.6","2159.6","2159.6","2159.6","2159.6","2159.6","2190.5","2190.5","2190.5","2190.5","2190.5","2190.5","2202.5","2202.5","2202.5","2202.5","2202.5","2202.5","2202.5","2202.5","2202.5","2202.5","2202.5","2202.5","2202.5","2202.5","2289.5","2289.5","2289.5","2289.5","2289.5","2289.5","2289.5","2289.5","2289.5","2289.5","2289.5","2289.5","2289.5","2289.5","2289.5","2289.5","2289.5","2289.5","2289.5","2289.5","2289.5","2289.5","2289.5","2289.5","2274.7","2274.7","2274.7","2274.7","2274.7","2274.7","2274.7","2274.7","2274.7","2274.7","2274.7","2274.7","2274.7","2274.7","2274.7","2274.7","2334.8","2334.8","2334.8","2334.8","2334.8","2333.9","2333.9","2333.9","2333.9","2333.9","2333.9","2333.9","2333.9","2333.9","2333.9","2338.5","2338.5","2338.5","2338.5","2338.5","2338.5","2338.5","2338.5","2338.5","2338.5","2338.5","2338.5","2338.5","2338.5","2338.5","2338.5","2338.5","2336.2","2336.2","2336.2","2336.2","2336.2","2336.2","2336.2","2336.2","2336.2","2336.2","2336.2","2336.2","2336.2","2336.2","2336.2","2336.2","2336.2","2336.2","2336.2","2336.2","2336.2","2336.2","2335.2","2335.2","2335.2","2335.2","2335.2","2335.2","2335.2","2335.2","2335.2","2335.2","2335.2","2335.2","2335.2","2335.2","2335.2","2335.2","2398.9","2398.9","2398.9","2398.9","2398.9","2398.9","2398.9","2398.9"
"1978:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2210.8","2214.8","2235.2","2235.2","2235.2","2235.2","2235.2","2235.2","2271.9","2271.9","2271.9","2271.9","2271.9","2271.9","2281.6","2281.6","2281.6","2281.6","2281.6","2281.6","2281.6","2281.6","2281.6","2281.6","2281.6","2281.6","2281.6","2281.6","2367.6","2367.6","2367.6","2367.6","2367.6","2367.6","2367.6","2367.6","2367.6","2367.6","2367.6","2367.6","2367.6","2367.6","2367.6","2367.6","2367.6","2367.6","2367.6","2367.6","2367.6","2367.6","2367.6","2367.6","2352.0","2352.0","2352.0","2352.0","2352.0","2352.0","2352.0","2352.0","2352.0","2352.0","2352.0","2352.0","2352.0","2352.0","2352.0","2352.0","2411.7","2411.7","2411.7","2411.7","2411.7","2410.2","2410.2","2410.2","2410.2","2410.2","2410.2","2410.2","2410.2","2410.2","2410.2","2418.0","2418.0","2418.0","2418.0","2418.0","2418.0","2418.0","2418.0","2418.0","2418.0","2418.0","2418.0","2418.0","2418.0","2418.0","2418.0","2418.0","2417.0","2417.0","2417.0","2417.0","2417.0","2417.0","2417.0","2417.0","2417.0","2417.0","2417.0","2417.0","2417.0","2417.0","2417.0","2417.0","2417.0","2417.0","2417.0","2417.0","2417.0","2417.0","2416.0","2416.0","2416.0","2416.0","2416.0","2416.0","2416.0","2416.0","2416.0","2416.0","2416.0","2416.0","2416.0","2416.0","2416.0","2416.0","2482.2","2482.2","2482.2","2482.2","2482.2","2482.2","2482.2","2482.2"
"1979:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2265.6","2292.1","2292.1","2292.1","2292.1","2292.1","2292.1","2340.6","2340.6","2340.6","2340.6","2340.6","2340.6","2335.5","2335.5","2335.5","2335.5","2335.5","2335.5","2335.5","2335.5","2335.5","2335.5","2335.5","2335.5","2335.5","2335.5","2420.5","2420.5","2420.5","2420.5","2420.5","2420.5","2420.5","2420.5","2420.5","2420.5","2420.5","2420.5","2420.5","2420.5","2420.5","2420.5","2420.5","2420.5","2420.5","2420.5","2420.5","2420.5","2420.5","2420.5","2399.2","2399.2","2399.2","2399.2","2399.2","2399.2","2399.2","2399.2","2399.2","2399.2","2399.2","2399.2","2399.2","2399.2","2399.2","2399.2","2464.9","2464.9","2464.9","2464.9","2464.9","2464.5","2464.5","2464.5","2464.5","2464.5","2464.5","2464.5","2464.5","2464.5","2464.5","2470.9","2470.9","2470.9","2470.9","2470.9","2470.9","2470.9","2470.9","2470.9","2470.9","2470.9","2470.9","2470.9","2470.9","2470.9","2470.9","2470.9","2464.4","2464.4","2464.4","2464.4","2464.4","2464.4","2464.4","2464.4","2464.4","2464.4","2464.4","2464.4","2464.4","2464.4","2464.4","2464.4","2464.4","2464.4","2464.4","2464.4","2464.4","2464.4","2463.3","2463.3","2463.3","2463.3","2463.3","2463.3","2463.3","2463.3","2463.3","2463.3","2463.3","2463.3","2463.3","2463.3","2463.3","2463.3","2531.6","2531.6","2531.6","2531.6","2531.6","2531.6","2531.6","2531.6"
"1979:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2327.2","2329.8","2329.8","2329.8","2329.8","2329.8","2374.6","2374.6","2374.6","2374.6","2374.6","2374.6","2377.9","2377.9","2377.9","2377.9","2377.9","2377.9","2377.9","2377.9","2377.9","2377.9","2377.9","2377.9","2377.9","2377.9","2474.5","2474.5","2474.5","2474.5","2474.5","2474.5","2474.5","2474.5","2474.5","2474.5","2474.5","2474.5","2474.5","2474.5","2474.5","2474.5","2474.5","2474.5","2474.5","2474.5","2474.5","2474.5","2474.5","2474.5","2453.3","2453.3","2453.3","2453.3","2453.3","2453.3","2453.3","2453.3","2453.3","2453.3","2453.3","2453.3","2453.3","2453.3","2453.3","2453.3","2522.4","2522.4","2522.4","2522.4","2522.4","2522.3","2522.3","2522.3","2522.3","2522.3","2522.3","2522.3","2522.3","2522.3","2522.3","2529.3","2529.3","2529.3","2529.3","2529.3","2529.3","2529.3","2529.3","2529.3","2529.3","2529.3","2529.3","2529.3","2529.3","2529.3","2529.3","2529.3","2527.6","2527.6","2527.6","2527.6","2527.6","2527.6","2527.6","2527.6","2527.6","2527.6","2527.6","2527.6","2527.6","2527.6","2527.6","2527.6","2527.6","2527.6","2527.6","2527.6","2527.6","2527.6","2526.4","2526.4","2526.4","2526.4","2526.4","2526.4","2526.4","2526.4","2526.4","2526.4","2526.4","2526.4","2526.4","2526.4","2526.4","2526.4","2595.9","2595.9","2595.9","2595.9","2595.9","2595.9","2595.9","2595.9"
"1979:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2391.5","2396.5","2396.5","2396.5","2396.5","2444.1","2444.1","2444.1","2444.1","2444.1","2444.1","2454.8","2454.8","2454.8","2454.8","2454.8","2454.8","2454.8","2454.8","2454.8","2454.8","2454.8","2454.8","2454.8","2454.8","2546.1","2546.1","2546.1","2546.1","2546.1","2546.1","2546.1","2546.1","2546.1","2546.1","2546.1","2546.1","2546.1","2546.1","2546.1","2546.1","2546.1","2546.1","2546.1","2546.1","2546.1","2546.1","2546.1","2546.1","2523.3","2523.3","2523.3","2523.3","2523.3","2523.3","2523.3","2523.3","2523.3","2523.3","2523.3","2523.3","2523.3","2523.3","2523.3","2523.3","2592.6","2592.6","2592.6","2592.6","2592.6","2592.8","2592.8","2592.8","2592.8","2592.8","2592.8","2592.8","2592.8","2592.8","2592.8","2601.5","2601.5","2601.5","2601.5","2601.5","2601.5","2601.5","2601.5","2601.5","2601.5","2601.5","2601.5","2601.5","2601.5","2601.5","2601.5","2601.5","2600.7","2600.7","2600.7","2600.7","2600.7","2600.7","2600.7","2600.7","2600.7","2600.7","2600.7","2600.7","2600.7","2600.7","2600.7","2600.7","2600.7","2600.7","2600.7","2600.7","2600.7","2600.7","2599.7","2599.7","2599.7","2599.7","2599.7","2599.7","2599.7","2599.7","2599.7","2599.7","2599.7","2599.7","2599.7","2599.7","2599.7","2599.7","2670.4","2670.4","2670.4","2670.4","2670.4","2670.4","2670.4","2670.4"
"1979:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2455.8","2456.9","2456.9","2456.9","2496.3","2496.3","2496.3","2496.3","2496.3","2496.3","2502.9","2502.9","2502.9","2502.9","2502.9","2502.9","2502.9","2502.9","2502.9","2502.9","2502.9","2502.9","2502.9","2502.9","2591.5","2591.5","2591.5","2591.5","2591.5","2591.5","2591.5","2591.5","2591.5","2591.5","2591.5","2591.5","2591.5","2591.5","2591.5","2591.5","2591.5","2591.5","2591.5","2591.5","2591.5","2591.5","2591.5","2591.5","2578.8","2578.8","2578.8","2578.8","2578.8","2578.8","2578.8","2578.8","2578.8","2578.8","2578.8","2578.8","2578.8","2578.8","2578.8","2578.8","2650.1","2650.1","2650.1","2650.1","2650.1","2650.4","2650.4","2650.4","2650.4","2650.4","2650.4","2650.4","2650.4","2650.4","2650.4","2663.8","2663.8","2663.8","2663.8","2663.8","2663.8","2663.8","2663.8","2663.8","2663.8","2663.8","2663.8","2663.8","2663.8","2663.8","2663.8","2663.8","2660.5","2660.5","2660.5","2660.5","2660.5","2660.5","2660.5","2660.5","2660.5","2660.5","2660.5","2660.5","2660.5","2660.5","2660.5","2660.5","2660.5","2660.5","2660.5","2660.5","2660.5","2660.5","2659.4","2659.4","2659.4","2659.4","2659.4","2659.4","2659.4","2659.4","2659.4","2659.4","2659.4","2659.4","2659.4","2659.4","2659.4","2659.4","2730.7","2730.7","2730.7","2730.7","2730.7","2730.7","2730.7","2730.7"
"1980:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2520.3","2520.8","2520.8","2571.7","2571.7","2571.7","2571.7","2571.7","2571.7","2575.9","2575.9","2575.9","2575.9","2572.9","2572.9","2572.9","2572.9","2572.9","2572.9","2572.9","2572.9","2572.9","2572.9","2673.0","2673.0","2673.0","2673.0","2673.0","2673.0","2673.0","2673.0","2673.0","2673.0","2673.0","2673.0","2673.0","2673.0","2673.0","2673.0","2673.0","2673.0","2673.0","2673.0","2673.0","2673.0","2673.0","2673.0","2650.1","2650.1","2650.1","2650.1","2650.1","2650.1","2650.1","2650.1","2650.1","2650.1","2650.1","2650.1","2650.1","2650.1","2650.1","2650.1","2722.9","2722.9","2722.9","2722.9","2722.9","2722.3","2722.3","2722.3","2722.3","2722.3","2722.3","2722.3","2722.3","2722.3","2722.3","2732.9","2732.9","2732.9","2732.9","2732.9","2732.9","2732.9","2732.9","2732.9","2732.9","2732.9","2732.9","2732.9","2732.9","2732.9","2732.9","2732.9","2725.3","2725.3","2725.3","2725.3","2725.3","2725.3","2725.3","2725.3","2725.3","2725.3","2725.3","2725.3","2725.3","2725.3","2725.3","2725.3","2725.3","2725.3","2725.3","2725.3","2725.3","2725.3","2724.1","2724.1","2724.1","2724.1","2724.1","2724.1","2724.1","2724.1","2724.1","2724.1","2724.1","2724.1","2724.1","2724.1","2724.1","2724.1","2796.5","2796.5","2796.5","2796.5","2796.5","2796.5","2796.5","2796.5"
"1980:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2523.4","2521.3","2564.8","2564.8","2564.8","2564.8","2564.8","2564.8","2573.4","2573.4","2573.4","2573.4","2578.8","2578.8","2578.8","2578.8","2578.8","2578.8","2578.8","2578.8","2578.8","2578.8","2672.2","2672.2","2672.2","2672.2","2672.2","2672.2","2672.2","2672.2","2672.2","2672.2","2672.2","2672.2","2672.2","2672.2","2672.2","2672.2","2672.2","2672.2","2672.2","2672.2","2672.2","2672.2","2672.2","2672.2","2643.9","2643.9","2643.9","2643.9","2643.9","2643.9","2643.9","2643.9","2643.9","2643.9","2643.9","2643.9","2643.9","2643.9","2643.9","2643.9","2719.4","2719.4","2719.4","2719.4","2719.4","2719.4","2719.4","2719.4","2719.4","2719.4","2719.4","2719.4","2719.4","2719.4","2719.4","2736.9","2736.9","2736.9","2736.9","2736.9","2736.9","2736.9","2736.9","2736.9","2736.9","2736.9","2736.9","2736.9","2736.9","2736.9","2736.9","2736.9","2729.3","2729.3","2729.3","2729.3","2729.3","2729.3","2729.3","2729.3","2729.3","2729.3","2729.3","2729.3","2729.3","2729.3","2729.3","2729.3","2729.3","2729.3","2729.3","2729.3","2729.3","2729.3","2728.0","2728.0","2728.0","2728.0","2728.0","2728.0","2728.0","2728.0","2728.0","2728.0","2728.0","2728.0","2728.0","2728.0","2728.0","2728.0","2799.9","2799.9","2799.9","2799.9","2799.9","2799.9","2799.9","2799.9"
"1980:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2583.0","2637.3","2637.3","2637.3","2637.3","2637.3","2637.3","2643.7","2643.7","2643.7","2643.7","2639.1","2639.1","2639.1","2639.1","2639.1","2639.1","2639.1","2639.1","2639.1","2639.1","2734.0","2734.0","2734.0","2734.0","2734.0","2734.0","2734.0","2734.0","2734.0","2734.0","2734.0","2734.0","2734.0","2734.0","2734.0","2734.0","2734.0","2734.0","2734.0","2734.0","2734.0","2734.0","2734.0","2734.0","2705.3","2705.3","2705.3","2705.3","2705.3","2705.3","2705.3","2705.3","2705.3","2705.3","2705.3","2705.3","2705.3","2705.3","2705.3","2705.3","2783.2","2783.2","2783.2","2783.2","2783.2","2783.4","2783.4","2783.4","2783.4","2783.4","2783.4","2783.4","2783.4","2783.4","2783.4","2793.6","2793.6","2793.6","2793.6","2793.6","2793.6","2793.6","2793.6","2793.6","2793.6","2793.6","2793.6","2793.6","2793.6","2793.6","2793.6","2793.6","2786.6","2786.6","2786.6","2786.6","2786.6","2786.6","2786.6","2786.6","2786.6","2786.6","2786.6","2786.6","2786.6","2786.6","2786.6","2786.6","2786.6","2786.6","2786.6","2786.6","2786.6","2786.6","2785.2","2785.2","2785.2","2785.2","2785.2","2785.2","2785.2","2785.2","2785.2","2785.2","2785.2","2785.2","2785.2","2785.2","2785.2","2785.2","2860.0","2860.0","2860.0","2860.0","2860.0","2860.0","2860.0","2860.0"
