"","NBRECBASA65M11","NBRECBASA66M2","NBRECBASA66M5","NBRECBASA66M8","NBRECBASA66M11","NBRECBASA67M2","NBRECBASA67M5","NBRECBASA67M8","NBRECBASA67M11","NBRECBASA68M2","NBRECBASA68M5","NBRECBASA68M8","NBRECBASA68M11","NBRECBASA69M2","NBRECBASA69M5","NBRECBASA69M8","NBRECBASA69M11","NBRECBASA70M2","NBRECBASA70M5","NBRECBASA70M8","NBRECBASA70M11","NBRECBASA71M2","NBRECBASA71M5","NBRECBASA71M8","NBRECBASA71M11","NBRECBASA72M2","NBRECBASA72M5","NBRECBASA72M8","NBRECBASA72M11","NBRECBASA73M2","NBRECBASA73M5","NBRECBASA73M8","NBRECBASA73M11","NBRECBASA74M2","NBRECBASA74M5","NBRECBASA74M8","NBRECBASA74M11","NBRECBASA75M2","NBRECBASA75M5","NBRECBASA75M8","NBRECBASA75M11","NBRECBASA76M2","NBRECBASA76M5","NBRECBASA76M8","NBRECBASA76M11","NBRECBASA77M2","NBRECBASA77M5","NBRECBASA77M8","NBRECBASA77M11","NBRECBASA78M2","NBRECBASA78M5","NBRECBASA78M8","NBRECBASA78M11","NBRECBASA79M2","NBRECBASA79M5","NBRECBASA79M8","NBRECBASA79M11","NBRECBASA80M2","NBRECBASA80M5","NBRECBASA80M8","NBRECBASA80M11","NBRECBASA81M2","NBRECBASA81M5","NBRECBASA81M8","NBRECBASA81M11","NBRECBASA82M2","NBRECBASA82M5","NBRECBASA82M8","NBRECBASA82M11","NBRECBASA83M2","NBRECBASA83M5","NBRECBASA83M8","NBRECBASA83M11","NBRECBASA84M2","NBRECBASA84M5","NBRECBASA84M8","NBRECBASA84M11","NBRECBASA85M2","NBRECBASA85M5","NBRECBASA85M8","NBRECBASA85M11","NBRECBASA86M2","NBRECBASA86M5","NBRECBASA86M8","NBRECBASA86M11","NBRECBASA87M2","NBRECBASA87M5","NBRECBASA87M8","NBRECBASA87M11","NBRECBASA88M2","NBRECBASA88M5","NBRECBASA88M8","NBRECBASA88M11","NBRECBASA89M2","NBRECBASA89M5","NBRECBASA89M8","NBRECBASA89M11","NBRECBASA90M2","NBRECBASA90M5","NBRECBASA90M8","NBRECBASA90M11","NBRECBASA91M2","NBRECBASA91M5","NBRECBASA91M8","NBRECBASA91M11","NBRECBASA92M2","NBRECBASA92M5","NBRECBASA92M8","NBRECBASA92M11","NBRECBASA93M2","NBRECBASA93M5","NBRECBASA93M8","NBRECBASA93M11","NBRECBASA94M2","NBRECBASA94M5","NBRECBASA94M8","NBRECBASA94M11","NBRECBASA95M2","NBRECBASA95M5","NBRECBASA95M8","NBRECBASA95M11","NBRECBASA96M2","NBRECBASA96M5","NBRECBASA96M8","NBRECBASA96M11","NBRECBASA97M2","NBRECBASA97M5","NBRECBASA97M8","NBRECBASA97M11","NBRECBASA98M2","NBRECBASA98M5","NBRECBASA98M8","NBRECBASA98M11","NBRECBASA99M2","NBRECBASA99M5","NBRECBASA99M8","NBRECBASA99M11","NBRECBASA00M2","NBRECBASA00M5","NBRECBASA00M8","NBRECBASA00M11","NBRECBASA01M2","NBRECBASA01M5","NBRECBASA01M8","NBRECBASA01M11","NBRECBASA02M2","NBRECBASA02M5","NBRECBASA02M8","NBRECBASA02M11","NBRECBASA03M2","NBRECBASA03M5","NBRECBASA03M8","NBRECBASA03M11","NBRECBASA04M2","NBRECBASA04M5","NBRECBASA04M8","NBRECBASA04M11","NBRECBASA05M2","NBRECBASA05M5","NBRECBASA05M8","NBRECBASA05M11","NBRECBASA06M2","NBRECBASA06M5","NBRECBASA06M8","NBRECBASA06M11","NBRECBASA07M2","NBRECBASA07M5","NBRECBASA07M8","NBRECBASA07M11","NBRECBASA08M2","NBRECBASA08M5","NBRECBASA08M8","NBRECBASA08M11","NBRECBASA09M2","NBRECBASA09M5","NBRECBASA09M8","NBRECBASA09M11","NBRECBASA10M2","NBRECBASA10M5","NBRECBASA10M8","NBRECBASA10M11","NBRECBASA11M2","NBRECBASA11M5","NBRECBASA11M8","NBRECBASA11M11","NBRECBASA12M2","NBRECBASA12M5","NBRECBASA12M8","NBRECBASA12M11","NBRECBASA13M2","NBRECBASA13M5"
"1961:02","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","13.591","13.591","42","42","42","13.741","13.741","13.741","13.699","13.699","13.699","13.699","13.596","13.596","13.596","13.596","13.596","13.751","13.751","13.751","14.703","14.703","14.703","14.703","14.703","14.703","14.703","14.703","13.075","13.075","13.075","42","42","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.095999999999998","11.095999999999998","11.095999999999998","11.095999999999998","11.095999999999998","11.095999999999998","11.095999999999998","11.095999999999998","11.095999999999998","11.095999999999998","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096"
"1961:03","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","13.537","13.537","42","42","42","13.687","13.687","13.687","13.645","13.645","13.645","13.645","13.542","13.542","13.542","13.542","13.542","13.696","13.696","13.696","14.646","14.646","14.646","14.646","14.646","14.646","14.646","14.646","13.013","13.013","13.013","42","42","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.037999999999998","11.037999999999998","11.037999999999998","11.037999999999998","11.037999999999998","11.037999999999998","11.037999999999998","11.037999999999998","11.037999999999998","11.037999999999998","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038"
"1961:04","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","13.565","13.565","42","42","42","13.715","13.715","13.715","13.673","13.673","13.673","13.673","13.571","13.571","13.571","13.571","13.571","13.726","13.726","13.726","14.672","14.672","14.672","14.672","14.672","14.672","14.672","14.672","13.031","13.031","13.031","42","42","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.065999999999999","11.065999999999999","11.065999999999999","11.065999999999999","11.065999999999999","11.065999999999999","11.065999999999999","11.065999999999999","11.065999999999999","11.065999999999999","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066"
"1961:05","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","13.445","13.445","42","42","42","13.595","13.595","13.595","13.554","13.554","13.554","13.554","13.452","13.452","13.452","13.452","13.452","13.607","13.607","13.607","14.551","14.551","14.551","14.551","14.551","14.551","14.551","14.551","12.9","12.9","12.9","42","42","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94"
"1961:06","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","13.539","13.539","42","42","42","13.69","13.69","13.69","13.649","13.649","13.649","13.649","13.548","13.548","13.548","13.548","13.548","13.704","13.704","13.704","14.652","14.652","14.652","14.652","14.652","14.652","14.652","14.652","12.986","12.986","12.986","42","42","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024"
"1961:07","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","13.597","13.597","42","42","42","13.748","13.748","13.748","13.707","13.707","13.707","13.707","13.605","13.605","13.605","13.605","13.605","13.762","13.762","13.762","14.711","14.711","14.711","14.711","14.711","14.711","14.711","14.711","13.034","13.034","13.034","42","42","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.069999999999999","11.069999999999999","11.069999999999999","11.069999999999999","11.069999999999999","11.069999999999999","11.069999999999999","11.069999999999999","11.069999999999999","11.069999999999999","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07"
"1961:08","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","13.729","13.729","42","42","42","13.881","13.881","13.881","13.839","13.839","13.839","13.839","13.735","13.735","13.735","13.735","13.735","13.892","13.892","13.892","14.853","14.853","14.853","14.853","14.853","14.853","14.853","14.853","13.161","13.161","13.161","42","42","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.168999999999999","11.168999999999999","11.168999999999999","11.168999999999999","11.168999999999999","11.168999999999999","11.168999999999999","11.168999999999999","11.168999999999999","11.168999999999999","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169"
"1961:09","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","13.829","13.829","42","42","42","13.983","13.983","13.983","13.94","13.94","13.94","13.94","13.837","13.837","13.837","13.837","13.837","13.996","13.996","13.996","14.962","14.962","14.962","14.962","14.962","14.962","14.962","14.962","13.254","13.254","13.254","42","42","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251"
"1961:10","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","13.958","13.958","42","42","42","14.115","14.115","14.115","14.072","14.072","14.072","14.072","13.967","13.967","13.967","13.967","13.967","14.13","14.13","14.13","15.113","15.113","15.113","15.113","15.113","15.113","15.113","15.113","13.376","13.376","13.376","42","42","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.341999999999999","11.341999999999999","11.341999999999999","11.341999999999999","11.341999999999999","11.341999999999999","11.341999999999999","11.341999999999999","11.341999999999999","11.341999999999999","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342"
"1961:11","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","14.008","14.008","42","42","42","14.165","14.165","14.165","14.123","14.123","14.123","14.123","14.018","14.018","14.018","14.018","14.018","14.182","14.182","14.182","15.167","15.167","15.167","15.167","15.167","15.167","15.167","15.167","13.42","13.42","13.42","42","42","11.384","11.384","11.384","11.384","11.384","11.384","11.384","11.384","11.384","11.384","11.384","11.384","11.384","11.384","11.384","11.384","11.384","11.384","11.384","11.384","11.383999999999999","11.383999999999999","11.383999999999999","11.383999999999999","11.383999999999999","11.383999999999999","11.383999999999999","11.383999999999999","11.383999999999999","11.383999999999999","11.384","11.384","11.384","11.384","11.384","11.384","11.384","11.384","11.384","11.384","11.384","11.384","11.384","11.384","11.384","11.384","11.384","11.384","11.384","11.384","11.384","11.384","11.384","11.384","11.384","11.384","11.384","11.384","11.384","11.384","11.384","11.384","11.384","11.384","11.384","11.384","11.384","11.384","11.384","11.384","11.384","11.384","11.384","11.384","11.384","11.384","11.384","11.384","11.384","11.384","11.384","11.384","11.384","11.384"
"1961:12","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","14.0","14.0","42","42","42","14.16","14.16","14.16","14.119","14.119","14.119","14.119","14.015","14.015","14.015","14.015","14.015","14.183","14.183","14.183","15.175","15.175","15.175","15.175","15.175","15.175","15.175","15.175","13.405","13.405","13.405","42","42","11.366","11.366","11.366","11.366","11.366","11.366","11.366","11.366","11.366","11.366","11.366","11.366","11.366","11.366","11.366","11.366","11.366","11.366","11.366","11.366","11.366","11.366","11.366","11.366","11.366","11.366","11.366","11.366","11.366","11.366","11.366","11.366","11.366","11.366","11.366","11.366","11.366","11.366","11.366","11.366","11.366","11.366","11.366","11.366","11.366","11.366","11.366","11.366","11.366","11.366","11.366","11.366","11.366","11.366","11.366","11.366","11.366","11.366","11.366","11.366","11.366","11.366","11.366","11.366","11.366","11.366","11.366","11.366","11.366","11.366","11.366","11.366","11.366","11.366","11.366","11.366","11.366","11.366","11.366","11.366","11.366","11.366","11.366","11.366"
"1962:01","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","14.037","14.037","42","42","42","14.196","14.196","14.196","14.155","14.155","14.155","14.155","14.052","14.052","14.052","14.052","14.052","14.219","14.219","14.219","15.206","15.206","15.206","15.206","15.206","15.206","15.206","15.206","13.433","13.433","13.433","42","42","11.403","11.403","11.403","11.403","11.403","11.403","11.403","11.403","11.403","11.403","11.403","11.403","11.403","11.403","11.403","11.403","11.403","11.403","11.403","11.403","11.402999999999999","11.402999999999999","11.402999999999999","11.402999999999999","11.402999999999999","11.402999999999999","11.402999999999999","11.402999999999999","11.402999999999999","11.402999999999999","11.403","11.403","11.403","11.403","11.403","11.403","11.403","11.403","11.403","11.403","11.403","11.403","11.403","11.403","11.403","11.403","11.403","11.403","11.403","11.403","11.403","11.403","11.403","11.403","11.403","11.403","11.403","11.403","11.403","11.403","11.403","11.403","11.403","11.403","11.403","11.403","11.403","11.403","11.403","11.403","11.403","11.403","11.403","11.403","11.403","11.403","11.403","11.403","11.403","11.403","11.403","11.403","11.403","11.403"
"1962:02","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","13.868","13.868","42","42","42","14.024","14.024","14.024","13.982","13.982","13.982","13.982","13.877","13.877","13.877","13.877","13.877","14.039","14.039","14.039","15.014","15.014","15.014","15.014","15.014","15.014","15.014","15.014","13.252","13.252","13.252","42","42","11.233","11.233","11.233","11.233","11.233","11.233","11.233","11.233","11.233","11.233","11.233","11.233","11.233","11.233","11.233","11.233","11.233","11.233","11.233","11.233","11.232999999999999","11.232999999999999","11.232999999999999","11.232999999999999","11.232999999999999","11.232999999999999","11.232999999999999","11.232999999999999","11.232999999999999","11.232999999999999","11.233","11.233","11.233","11.233","11.233","11.233","11.233","11.233","11.233","11.233","11.233","11.233","11.233","11.233","11.233","11.233","11.233","11.233","11.233","11.233","11.233","11.233","11.233","11.233","11.233","11.233","11.233","11.233","11.233","11.233","11.233","11.233","11.233","11.233","11.233","11.233","11.233","11.233","11.233","11.233","11.233","11.233","11.233","11.233","11.233","11.233","11.233","11.233","11.233","11.233","11.233","11.233","11.233","11.233"
