"DATE","PROPI65Q4","PROPI66Q1","PROPI66Q2","PROPI66Q3","PROPI66Q4","PROPI67Q1","PROPI67Q2","PROPI67Q3","PROPI67Q4","PROPI68Q1","PROPI68Q2","PROPI68Q3","PROPI68Q4","PROPI69Q1","PROPI69Q2","PROPI69Q3","PROPI69Q4","PROPI70Q1","PROPI70Q2","PROPI70Q3","PROPI70Q4","PROPI71Q1","PROPI71Q2","PROPI71Q3","PROPI71Q4","PROPI72Q1","PROPI72Q2","PROPI72Q3","PROPI72Q4","PROPI73Q1","PROPI73Q2","PROPI73Q3","PROPI73Q4","PROPI74Q1","PROPI74Q2","PROPI74Q3","PROPI74Q4","PROPI75Q1","PROPI75Q2","PROPI75Q3","PROPI75Q4","PROPI76Q1","PROPI76Q2","PROPI76Q3","PROPI76Q4","PROPI77Q1","PROPI77Q2","PROPI77Q3","PROPI77Q4","PROPI78Q1","PROPI78Q2","PROPI78Q3","PROPI78Q4","PROPI79Q1","PROPI79Q2","PROPI79Q3","PROPI79Q4","PROPI80Q1","PROPI80Q2","PROPI80Q3","PROPI80Q4","PROPI81Q1","PROPI81Q2","PROPI81Q3","PROPI81Q4","PROPI82Q1","PROPI82Q2","PROPI82Q3","PROPI82Q4","PROPI83Q1","PROPI83Q2","PROPI83Q3","PROPI83Q4","PROPI84Q1","PROPI84Q2","PROPI84Q3","PROPI84Q4","PROPI85Q1","PROPI85Q2","PROPI85Q3","PROPI85Q4","PROPI86Q1","PROPI86Q2","PROPI86Q3","PROPI86Q4","PROPI87Q1","PROPI87Q2","PROPI87Q3","PROPI87Q4","PROPI88Q1","PROPI88Q2","PROPI88Q3","PROPI88Q4","PROPI89Q1","PROPI89Q2","PROPI89Q3","PROPI89Q4","PROPI90Q1","PROPI90Q2","PROPI90Q3","PROPI90Q4","PROPI91Q1","PROPI91Q2","PROPI91Q3","PROPI91Q4","PROPI92Q1","PROPI92Q2","PROPI92Q3","PROPI92Q4","PROPI93Q1","PROPI93Q2","PROPI93Q3","PROPI93Q4","PROPI94Q1","PROPI94Q2","PROPI94Q3","PROPI94Q4","PROPI95Q1","PROPI95Q2","PROPI95Q3","PROPI95Q4","PROPI96Q1","PROPI96Q2","PROPI96Q3","PROPI96Q4","PROPI97Q1","PROPI97Q2","PROPI97Q3","PROPI97Q4","PROPI98Q1","PROPI98Q2","PROPI98Q3","PROPI98Q4","PROPI99Q1","PROPI99Q2","PROPI99Q3","PROPI99Q4","PROPI00Q1","PROPI00Q2","PROPI00Q3","PROPI00Q4","PROPI01Q1","PROPI01Q2","PROPI01Q3","PROPI01Q4","PROPI02Q1","PROPI02Q2","PROPI02Q3","PROPI02Q4","PROPI03Q1","PROPI03Q2","PROPI03Q3","PROPI03Q4","PROPI04Q1","PROPI04Q2","PROPI04Q3","PROPI04Q4","PROPI05Q1","PROPI05Q2","PROPI05Q3","PROPI05Q4","PROPI06Q1","PROPI06Q2","PROPI06Q3","PROPI06Q4","PROPI07Q1","PROPI07Q2","PROPI07Q3","PROPI07Q4","PROPI08Q1","PROPI08Q2","PROPI08Q3","PROPI08Q4","PROPI09Q1","PROPI09Q2","PROPI09Q3","PROPI09Q4","PROPI10Q1","PROPI10Q2","PROPI10Q3","PROPI10Q4","PROPI11Q1","PROPI11Q2","PROPI11Q3","PROPI11Q4","PROPI12Q1","PROPI12Q2","PROPI12Q3","PROPI12Q4","PROPI13Q1","PROPI13Q2","PROPI13Q3","PROPI13Q4","PROPI14Q1","PROPI14Q2","PROPI14Q3","PROPI14Q4","PROPI15Q1","PROPI15Q2"
"1983:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","127.4","126.7","126.7","123.3","123.3","123.3","123.3","123.3","123.3","188.8","188.8","179.5","179.5","179.5","179.5","179.5","179.5","179.5","179.5","179.5","179.5","179.5","179.5","179.5","179.5","179.5","179.5","179.5","179.5","179.5","179.5","179.5","179.5","182.5","182.5","182.5","182.5","182.5","182.5","182.5","182.5","182.5","182.5","182.5","182.5","182.5","182.5","182.5","182.5","179.3","179.3","179.3","179.3","179.3","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","#N/A","195.0","195.0","195.0","195.0","195.0","195.0","195.0","194.9","194.9","194.9","195.0","195.0","195.0","195.0","195.0","195.0","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","#N/A","188.4","188.4","188.4","188.4","188.4","188.4","188.4","188.4","188.4","188.4","188.4","188.4","188.4","188.4","188.4","183.8","183.8","183.8","183.8","183.8","183.8","183.8","183.8"
"1983:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","139.7","139.4","131.9","131.9","131.9","131.9","131.9","131.9","207.1","207.1","207.8","207.8","207.8","207.8","207.8","207.8","207.8","207.8","207.8","207.8","207.8","207.8","207.8","207.8","207.8","207.8","207.8","207.8","207.8","207.8","207.8","207.8","200.1","200.1","200.1","200.1","200.1","200.1","200.1","200.1","200.1","200.1","200.1","200.1","200.1","200.1","200.1","200.1","190.5","190.5","190.5","190.5","190.5","200.1","200.1","200.2","200.2","200.2","200.1","200.1","200.1","200.1","200.1","#N/A","204.8","204.8","204.8","204.8","204.8","204.8","204.8","204.8","204.8","204.8","204.8","204.8","204.8","204.8","204.8","204.8","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","#N/A","198.0","198.0","198.0","198.0","198.0","198.0","198.0","198.0","198.0","198.0","198.0","198.0","198.0","198.0","198.0","195.3","195.3","195.3","195.3","195.3","195.3","195.3","195.3"
"1984:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","169.0","154.9","154.9","154.9","154.9","154.9","154.9","240.3","240.3","242.5","242.5","242.5","242.5","241.4","241.4","241.4","241.4","241.4","241.4","241.4","241.4","241.4","241.4","241.4","241.4","241.4","241.4","241.4","241.4","241.4","241.4","236.5","236.5","236.5","236.5","236.5","236.5","236.5","236.5","236.5","236.5","236.5","236.5","236.5","236.5","236.5","236.5","227.6","227.6","227.6","227.6","227.6","236.4","236.4","236.4","236.4","236.4","236.4","236.4","236.4","236.4","236.4","#N/A","235.8","235.8","235.8","235.8","235.8","235.8","235.8","235.8","235.8","235.8","235.8","235.8","235.8","235.8","235.8","235.8","231.6","231.6","231.6","231.6","231.6","231.6","231.6","231.6","231.6","231.6","231.6","231.6","231.6","231.6","231.6","231.6","231.6","231.6","231.6","231.6","231.6","231.6","#N/A","224.2","224.2","224.2","224.2","224.2","224.2","224.2","224.2","224.2","224.2","224.2","224.2","224.2","224.2","224.2","221.9","221.9","221.9","221.9","221.9","221.9","221.9","221.9"
"1984:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","152.9","149.8","149.8","149.8","149.8","149.8","229.1","229.1","229.6","229.6","229.6","229.6","228.0","228.0","228.0","228.0","228.0","228.0","228.0","228.0","228.0","228.0","228.0","228.0","228.0","228.0","228.0","228.0","228.0","228.0","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","239.2","239.2","239.2","239.2","239.2","250.3","250.3","250.3","250.3","250.3","250.3","250.3","250.3","250.3","250.3","#N/A","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.1","249.1","249.1","249.2","249.2","249.2","249.2","249.2","249.2","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","#N/A","234.9","234.9","234.9","234.9","234.9","234.9","234.9","234.9","234.9","234.9","234.9","234.9","234.9","234.9","234.9","231.8","231.8","231.8","231.8","231.8","231.8","231.8","231.8"
"1984:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","155.9","153.7","153.7","153.7","153.7","232.3","232.3","234.6","234.6","234.6","234.6","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","236.3","236.3","236.3","236.3","236.3","236.3","236.3","236.3","236.3","236.3","236.3","236.3","236.3","236.3","236.3","236.3","248.8","248.8","248.8","248.8","248.8","258.5","258.5","258.5","258.5","258.5","258.5","258.5","258.5","258.5","258.5","#N/A","257.4","257.4","257.4","257.4","257.4","257.4","257.4","257.5","257.5","257.5","257.4","257.4","257.4","257.4","257.4","257.4","248.7","248.7","248.7","248.7","248.7","248.7","248.7","248.7","248.7","248.7","248.7","248.7","248.7","248.7","248.7","248.7","248.7","248.7","248.7","248.7","248.7","248.7","#N/A","237.1","237.1","237.1","237.1","237.1","237.1","237.1","237.1","237.1","237.1","237.1","237.1","237.1","237.1","237.1","232.4","232.4","232.4","232.4","232.4","232.4","232.4","232.4"
"1984:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","160.4","159.1","159.1","159.1","232.9","232.9","240.7","240.7","240.7","240.7","237.8","237.8","237.8","237.8","237.8","237.8","237.8","237.8","237.8","237.8","237.8","237.8","237.8","237.8","237.8","237.8","237.8","237.8","239.6","239.6","239.6","239.6","239.6","239.6","239.6","239.6","239.6","239.6","239.6","239.6","239.6","239.6","239.6","239.6","236.2","236.2","236.2","236.2","236.2","249.6","249.6","249.6","249.6","249.6","249.6","249.6","249.6","249.6","249.6","#N/A","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.7","247.7","247.7","247.8","247.8","247.8","247.8","247.8","247.8","247.1","247.1","247.1","247.1","247.1","247.1","247.1","247.1","247.1","247.1","247.1","247.1","247.1","247.1","247.1","247.1","247.1","247.1","247.1","247.1","247.1","247.1","#N/A","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9"
"1985:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","156.7","159.8","159.8","239.4","239.4","250.7","250.7","250.7","250.7","252.1","252.1","252.1","252.1","253.2","253.2","253.2","253.2","253.2","253.2","253.2","253.2","253.2","253.2","253.2","253.2","253.2","253.2","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","256.5","256.5","256.5","256.5","256.5","268.4","268.4","268.4","268.4","268.4","268.4","268.4","268.4","268.4","268.4","#N/A","266.3","266.3","266.3","266.3","266.3","266.3","266.3","266.3","266.3","266.3","266.3","266.3","266.3","266.3","266.3","266.3","263.3","263.3","263.3","263.3","263.3","263.3","263.3","263.3","263.3","263.3","263.3","263.3","263.3","263.3","263.3","263.3","263.3","263.3","263.3","263.3","263.3","263.3","#N/A","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","240.7","240.7","240.7","240.7","240.7","240.7","240.7","240.7"
"1985:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","161.7","160.7","240.9","240.9","255.5","255.5","255.5","255.5","256.4","256.4","256.4","256.4","257.3","257.3","257.3","257.3","257.3","257.3","257.3","257.3","257.3","257.3","257.3","257.3","257.3","257.3","259.0","259.0","259.0","259.0","259.0","259.0","259.0","259.0","259.0","259.0","259.0","259.0","259.0","259.0","259.0","259.0","254.6","254.6","254.6","254.6","254.6","265.1","265.1","265.1","265.1","265.1","265.1","265.1","265.1","265.1","265.1","#N/A","264.0","264.0","264.0","264.0","264.0","264.0","264.0","263.9","263.9","263.9","264.0","264.0","264.0","264.0","264.0","264.0","261.2","261.2","261.2","261.2","261.2","261.2","261.2","261.2","261.2","261.2","261.2","261.2","261.2","261.2","261.2","261.2","261.2","261.2","261.2","261.2","261.2","261.2","#N/A","244.6","244.6","244.6","244.6","244.6","244.6","244.6","244.6","244.6","244.6","244.6","244.6","244.6","244.6","244.6","238.5","238.5","238.5","238.5","238.5","238.5","238.5","238.5"
"1985:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","154.4","237.5","237.5","249.3","249.3","249.3","249.3","252.4","252.4","252.4","252.4","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","254.7","254.7","254.7","254.8","254.8","254.8","254.8","254.8","254.8","254.8","254.8","254.8","254.8","254.8","254.8","254.8","255.6","255.6","255.6","255.6","255.6","266.4","266.4","266.5","266.5","266.5","266.4","266.4","266.4","266.4","266.4","#N/A","265.4","265.4","265.4","265.4","265.4","265.4","265.4","265.4","265.4","265.4","265.4","265.4","265.4","265.4","265.4","265.4","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","#N/A","244.6","244.6","244.6","244.6","244.6","244.6","244.6","244.6","244.6","244.6","244.6","244.6","244.6","244.6","244.6","240.7","240.7","240.7","240.7","240.7","240.7","240.7","240.7"
"1985:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","251.6","250.9","262.1","262.1","262.1","262.1","268.0","268.0","268.0","268.0","264.2","264.2","264.2","264.2","264.2","264.2","264.2","264.2","264.2","264.2","264.2","264.2","264.2","264.2","268.7","268.7","268.7","268.7","268.7","268.7","268.7","268.7","268.7","268.7","268.7","268.7","268.7","268.7","268.7","268.7","262.8","262.8","262.8","262.8","262.8","274.3","274.3","274.2","274.2","274.2","274.3","274.3","274.3","274.3","274.3","#N/A","272.5","272.5","272.5","272.5","272.5","272.5","272.5","272.5","272.5","272.5","272.5","272.5","272.5","272.5","272.5","272.5","263.6","263.6","263.6","263.6","263.6","263.6","263.6","263.6","263.6","263.6","263.6","263.6","263.6","263.6","263.6","263.6","263.6","263.6","263.6","263.6","263.6","263.6","#N/A","246.9","246.9","246.9","246.9","246.9","246.9","246.9","246.9","246.9","246.9","246.9","246.9","246.9","246.9","246.9","244.3","244.3","244.3","244.3","244.3","244.3","244.3","244.3"
"1986:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","252.4","265.3","265.3","265.3","265.3","270.8","270.8","270.8","270.8","273.1","273.1","273.1","273.1","269.4","269.4","269.4","269.4","269.4","269.4","269.4","269.4","269.4","269.4","271.7","271.7","271.7","271.7","271.7","271.7","271.7","271.7","271.7","271.7","271.7","271.7","271.7","271.7","271.7","271.7","260.4","260.4","260.4","260.4","260.4","271.9","271.9","271.9","271.9","271.9","271.9","271.9","271.9","271.9","271.9","#N/A","271.9","271.9","271.9","271.9","271.9","271.9","271.9","271.8","271.8","271.8","271.9","271.9","271.9","271.9","271.9","271.9","264.5","264.5","264.5","264.5","264.5","264.5","264.5","264.5","264.5","264.5","264.5","264.5","264.5","264.5","264.5","264.5","264.5","264.5","264.5","264.5","264.5","264.5","#N/A","249.5","249.5","249.5","249.5","249.5","249.5","249.5","249.5","249.5","249.5","249.5","249.5","249.5","249.5","249.5","245.6","245.6","245.6","245.6","245.6","245.6","245.6","245.6"
"1986:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","288.0","289.1","289.1","289.1","298.1","298.1","298.1","298.1","294.6","294.6","294.6","294.6","289.5","289.5","289.5","289.5","289.5","289.5","289.5","289.5","289.5","289.5","292.4","292.4","292.4","292.4","292.4","292.4","292.4","292.4","292.4","292.4","292.4","292.4","292.4","292.4","292.4","292.4","265.2","265.2","265.2","265.2","265.2","275.7","275.7","275.7","275.7","275.7","275.7","275.7","275.7","275.7","275.7","#N/A","275.7","275.7","275.7","275.7","275.7","275.7","275.7","275.8","275.8","275.8","275.7","275.7","275.7","275.7","275.7","275.7","271.3","271.3","271.3","271.3","271.3","271.3","271.3","271.3","271.3","271.3","271.3","271.3","271.3","271.3","271.3","271.3","271.3","271.3","271.3","271.3","271.3","271.3","#N/A","257.2","257.2","257.2","257.2","257.2","257.2","257.2","257.2","257.2","257.2","257.2","257.2","257.2","257.2","257.2","251.6","251.6","251.6","251.6","251.6","251.6","251.6","251.6"
"1986:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","279.3","277.5","277.5","292.5","292.5","292.5","292.5","285.0","285.0","285.0","285.0","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","286.4","286.4","286.4","286.3","286.3","286.3","286.3","286.3","286.3","286.3","286.3","286.3","286.3","286.3","286.3","286.3","274.5","274.5","274.5","274.5","274.5","287.2","287.2","287.2","287.2","287.2","287.2","287.2","287.2","287.2","287.2","#N/A","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","283.9","283.9","283.9","283.9","283.9","283.9","283.9","283.9","283.9","283.9","283.9","283.9","283.9","283.9","283.9","283.9","283.9","283.9","283.9","283.9","283.9","283.9","#N/A","271.5","271.5","271.5","271.5","271.5","271.5","271.5","271.5","271.5","271.5","271.5","271.5","271.5","271.5","271.5","264.4","264.4","264.4","264.4","264.4","264.4","264.4","264.4"
