"","BASEBASA65M11","BASEBASA66M2","BASEBASA66M5","BASEBASA66M8","BASEBASA66M11","BASEBASA67M2","BASEBASA67M5","BASEBASA67M8","BASEBASA67M11","BASEBASA68M2","BASEBASA68M5","BASEBASA68M8","BASEBASA68M11","BASEBASA69M2","BASEBASA69M5","BASEBASA69M8","BASEBASA69M11","BASEBASA70M2","BASEBASA70M5","BASEBASA70M8","BASEBASA70M11","BASEBASA71M2","BASEBASA71M5","BASEBASA71M8","BASEBASA71M11","BASEBASA72M2","BASEBASA72M5","BASEBASA72M8","BASEBASA72M11","BASEBASA73M2","BASEBASA73M5","BASEBASA73M8","BASEBASA73M11","BASEBASA74M2","BASEBASA74M5","BASEBASA74M8","BASEBASA74M11","BASEBASA75M2","BASEBASA75M5","BASEBASA75M8","BASEBASA75M11","BASEBASA76M2","BASEBASA76M5","BASEBASA76M8","BASEBASA76M11","BASEBASA77M2","BASEBASA77M5","BASEBASA77M8","BASEBASA77M11","BASEBASA78M2","BASEBASA78M5","BASEBASA78M8","BASEBASA78M11","BASEBASA79M2","BASEBASA79M5","BASEBASA79M8","BASEBASA79M11","BASEBASA80M2","BASEBASA80M5","BASEBASA80M8","BASEBASA80M11","BASEBASA81M2","BASEBASA81M5","BASEBASA81M8","BASEBASA81M11","BASEBASA82M2","BASEBASA82M5","BASEBASA82M8","BASEBASA82M11","BASEBASA83M2","BASEBASA83M5","BASEBASA83M8","BASEBASA83M11","BASEBASA84M2","BASEBASA84M5","BASEBASA84M8","BASEBASA84M11","BASEBASA85M2","BASEBASA85M5","BASEBASA85M8","BASEBASA85M11","BASEBASA86M2","BASEBASA86M5","BASEBASA86M8","BASEBASA86M11","BASEBASA87M2","BASEBASA87M5","BASEBASA87M8","BASEBASA87M11","BASEBASA88M2","BASEBASA88M5","BASEBASA88M8","BASEBASA88M11","BASEBASA89M2","BASEBASA89M5","BASEBASA89M8","BASEBASA89M11","BASEBASA90M2","BASEBASA90M5","BASEBASA90M8","BASEBASA90M11","BASEBASA91M2","BASEBASA91M5","BASEBASA91M8","BASEBASA91M11","BASEBASA92M2","BASEBASA92M5","BASEBASA92M8","BASEBASA92M11","BASEBASA93M2","BASEBASA93M5","BASEBASA93M8","BASEBASA93M11","BASEBASA94M2","BASEBASA94M5","BASEBASA94M8","BASEBASA94M11","BASEBASA95M2","BASEBASA95M5","BASEBASA95M8","BASEBASA95M11","BASEBASA96M2","BASEBASA96M5","BASEBASA96M8","BASEBASA96M11","BASEBASA97M2","BASEBASA97M5","BASEBASA97M8","BASEBASA97M11","BASEBASA98M2","BASEBASA98M5","BASEBASA98M8","BASEBASA98M11","BASEBASA99M2","BASEBASA99M5","BASEBASA99M8","BASEBASA99M11","BASEBASA00M2","BASEBASA00M5","BASEBASA00M8","BASEBASA00M11","BASEBASA01M2","BASEBASA01M5","BASEBASA01M8","BASEBASA01M11","BASEBASA02M2","BASEBASA02M5","BASEBASA02M8","BASEBASA02M11","BASEBASA03M2","BASEBASA03M5","BASEBASA03M8","BASEBASA03M11","BASEBASA04M2","BASEBASA04M5","BASEBASA04M8","BASEBASA04M11","BASEBASA05M2","BASEBASA05M5","BASEBASA05M8","BASEBASA05M11","BASEBASA06M2","BASEBASA06M5","BASEBASA06M8","BASEBASA06M11","BASEBASA07M2","BASEBASA07M5","BASEBASA07M8","BASEBASA07M11","BASEBASA08M2","BASEBASA08M5","BASEBASA08M8","BASEBASA08M11","BASEBASA09M2","BASEBASA09M5","BASEBASA09M8","BASEBASA09M11","BASEBASA10M2","BASEBASA10M5","BASEBASA10M8","BASEBASA10M11","BASEBASA11M2","BASEBASA11M5","BASEBASA11M8","BASEBASA11M11","BASEBASA12M2","BASEBASA12M5","BASEBASA12M8","BASEBASA12M11","BASEBASA13M2","BASEBASA13M5"
"1969:01","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","69.3","42","68.1","67.5","67.5","67.5","66.1","66.1","66.1","66.1","42","42","42","42","63.095","63.095","62.614","62.614","42","42","42","62.737","62.737","62.737","62.686","62.686","62.686","62.686","62.53","62.53","62.53","62.53","62.53","62.842","62.842","62.842","64.056","64.056","64.056","64.056","64.056","64.056","64.056","64.056","61.116","61.116","61.116","42","42","58.597","58.597","58.597","58.597","58.597","58.597","58.597","58.597","58.597","58.597","58.597","58.597","58.597","58.597","58.597","58.597","58.597","58.597","58.597","58.597","58.596999999999994","58.596999999999994","58.596999999999994","58.596999999999994","58.596999999999994","58.596999999999994","58.596999999999994","58.596999999999994","58.596999999999994","58.596999999999994","58.597","58.597","58.597","58.597","58.597","58.597","58.597","58.597","58.597","58.597","58.597","58.597","58.597","58.597","58.597","58.597","58.597","58.597","58.597","58.597","58.597","58.597","58.597","58.597","58.597","58.597","58.597","58.597","58.597","58.597","58.597","58.597","58.597","58.597","58.597","58.597","58.597","58.597","58.597","58.597","58.597","58.597","58.597","58.597","58.597","58.597","58.597","58.597","58.597","58.597","58.597","58.597","58.597","58.597"
"1969:02","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","69.5","42","68.3","67.7","67.7","67.7","66.4","66.4","66.3","66.3","42","42","42","42","63.47","63.47","62.955","62.955","42","42","42","63.083","63.083","63.083","63.033","63.033","63.033","63.033","62.882","62.882","62.882","62.882","62.882","63.186","63.186","63.186","64.386","64.386","64.386","64.386","64.386","64.386","64.386","64.386","61.442","61.442","61.442","42","42","58.917","58.917","58.917","58.917","58.917","58.917","58.917","58.917","58.917","58.917","58.917","58.917","58.917","58.917","58.917","58.917","58.917","58.917","58.917","58.917","58.916999999999994","58.916999999999994","58.916999999999994","58.916999999999994","58.916999999999994","58.916999999999994","58.916999999999994","58.916999999999994","58.916999999999994","58.916999999999994","58.917","58.917","58.917","58.917","58.917","58.917","58.917","58.917","58.917","58.917","58.917","58.917","58.917","58.917","58.917","58.917","58.917","58.917","58.917","58.917","58.917","58.917","58.917","58.917","58.917","58.917","58.917","58.917","58.917","58.917","58.917","58.917","58.917","58.917","58.917","58.917","58.917","58.917","58.917","58.917","58.917","58.917","58.917","58.917","58.917","58.917","58.917","58.917","58.917","58.917","58.917","58.917","58.917","58.917"
"1969:03","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","69.5","42","68.3","67.7","67.7","67.7","66.3","66.3","66.3","66.3","42","42","42","42","63.607","63.607","62.964","62.964","42","42","42","63.09","63.09","63.09","63.042","63.042","63.042","63.042","62.894","62.894","62.894","62.894","62.894","63.193","63.193","63.193","64.368","64.368","64.368","64.368","64.368","64.368","64.368","64.368","61.497","61.497","61.497","42","42","58.999","58.999","58.999","58.999","58.999","58.999","58.999","58.999","58.999","58.999","58.999","58.999","58.999","58.999","58.999","58.999","58.999","58.999","58.999","58.999","58.998999999999995","58.998999999999995","58.998999999999995","58.998999999999995","58.998999999999995","58.998999999999995","58.998999999999995","58.998999999999995","58.998999999999995","58.998999999999995","58.999","58.999","58.999","58.999","58.999","58.999","58.999","58.999","58.999","58.999","58.999","58.999","58.999","58.999","58.999","58.999","58.999","58.999","58.999","58.999","58.999","58.999","58.999","58.999","58.999","58.999","58.999","58.999","58.999","58.999","58.999","58.999","58.999","58.999","58.999","58.999","58.999","58.999","58.999","58.999","58.999","58.999","58.999","58.999","58.999","58.999","58.999","58.999","58.999","58.999","58.999","58.999","58.999","58.999"
"1969:04","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","69.4","42","68.2","67.6","67.6","67.6","66.3","66.3","66.3","66.3","42","42","42","42","63.519","63.519","63.051","63.051","42","42","42","63.178","63.178","63.178","63.129","63.129","63.129","63.129","62.981","62.981","62.981","62.981","62.981","63.279","63.279","63.279","64.457","64.457","64.457","64.457","64.457","64.457","64.457","64.457","61.539","61.539","61.539","42","42","59.062","59.062","59.062","59.062","59.062","59.062","59.062","59.062","59.062","59.062","59.062","59.062","59.062","59.062","59.062","59.062","59.062","59.062","59.062","59.062","59.062","59.062","59.062","59.062","59.062","59.062","59.062","59.062","59.062","59.062","59.062","59.062","59.062","59.062","59.062","59.062","59.062","59.062","59.062","59.062","59.062","59.062","59.062","59.062","59.062","59.062","59.062","59.062","59.062","59.062","59.062","59.062","59.062","59.062","59.062","59.062","59.062","59.062","59.062","59.062","59.062","59.062","59.062","59.062","59.062","59.062","59.062","59.062","59.062","59.062","59.062","59.062","59.062","59.062","59.062","59.062","59.062","59.062","59.062","59.062","59.062","59.062","59.062","59.062"
"1969:05","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","70.0","42","68.7","68.2","68.2","68.2","66.8","66.8","66.8","66.8","42","42","42","42","64.105","64.105","63.578","63.578","42","42","42","63.707","63.707","63.707","63.657","63.657","63.657","63.657","63.506","63.506","63.506","63.506","63.506","63.807","63.807","63.807","65.003","65.003","65.003","65.003","65.003","65.003","65.003","65.003","62.088","62.088","62.088","42","42","59.552","59.552","59.552","59.552","59.552","59.552","59.552","59.552","59.552","59.552","59.552","59.552","59.552","59.552","59.552","59.552","59.552","59.552","59.552","59.552","59.552","59.552","59.552","59.552","59.552","59.552","59.552","59.552","59.552","59.552","59.552","59.552","59.552","59.552","59.552","59.552","59.552","59.552","59.552","59.552","59.552","59.552","59.552","59.552","59.552","59.552","59.552","59.552","59.552","59.552","59.552","59.552","59.552","59.552","59.552","59.552","59.552","59.552","59.552","59.552","59.552","59.552","59.552","59.552","59.552","59.552","59.552","59.552","59.552","59.552","59.552","59.552","59.552","59.552","59.552","59.552","59.552","59.552","59.552","59.552","59.552","59.552","59.552","59.552"
"1969:06","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","70.1","42","68.9","68.3","68.3","68.3","66.9","66.9","66.9","66.9","42","42","42","42","64.357","64.357","63.78","63.78","42","42","42","63.903","63.903","63.903","63.855","63.855","63.855","63.855","63.708","63.708","63.708","63.708","63.708","64.003","64.003","64.003","65.163","65.163","65.163","65.163","65.163","65.163","65.163","65.163","62.281","62.281","62.281","42","42","59.794","59.794","59.794","59.794","59.794","59.794","59.794","59.794","59.794","59.794","59.794","59.794","59.794","59.794","59.794","59.794","59.794","59.794","59.794","59.794","59.794","59.794","59.794","59.794","59.794","59.794","59.794","59.794","59.794","59.794","59.794","59.794","59.794","59.794","59.794","59.794","59.794","59.794","59.794","59.794","59.794","59.794","59.794","59.794","59.794","59.794","59.794","59.794","59.794","59.794","59.794","59.794","59.794","59.794","59.794","59.794","59.794","59.794","59.794","59.794","59.794","59.794","59.794","59.794","59.794","59.794","59.794","59.794","59.794","59.794","59.794","59.794","59.794","59.794","59.794","59.794","59.794","59.794","59.794","59.794","59.794","59.794","59.794","59.794"
"1969:07","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","69.9","42","68.7","68.2","68.2","68.2","66.8","66.8","66.8","66.8","42","42","42","42","64.171","64.171","63.701","63.701","42","42","42","63.82","63.82","63.82","63.772","63.772","63.772","63.772","63.624","63.624","63.624","63.624","63.624","63.918","63.918","63.918","65.068","65.068","65.068","65.068","65.068","65.068","65.068","65.068","62.177","62.177","62.177","42","42","59.713","59.713","59.713","59.713","59.713","59.713","59.713","59.713","59.713","59.713","59.713","59.713","59.713","59.713","59.713","59.713","59.713","59.713","59.713","59.713","59.712999999999994","59.712999999999994","59.712999999999994","59.712999999999994","59.712999999999994","59.712999999999994","59.712999999999994","59.712999999999994","59.712999999999994","59.712999999999994","59.713","59.713","59.713","59.713","59.713","59.713","59.713","59.713","59.713","59.713","59.713","59.713","59.713","59.713","59.713","59.713","59.713","59.713","59.713","59.713","59.713","59.713","59.713","59.713","59.713","59.713","59.713","59.713","59.713","59.713","59.713","59.713","59.713","59.713","59.713","59.713","59.713","59.713","59.713","59.713","59.713","59.713","59.713","59.713","59.713","59.713","59.713","59.713","59.713","59.713","59.713","59.713","59.713","59.713"
"1969:08","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","70.3","42","69.1","68.6","68.6","68.6","67.2","67.2","67.2","67.2","42","42","42","42","64.672","64.672","64.151","64.151","42","42","42","64.271","64.271","64.271","64.222","64.222","64.222","64.222","64.073","64.073","64.073","64.073","64.073","64.367","64.367","64.367","65.525","65.525","65.525","65.525","65.525","65.525","65.525","65.525","62.63","62.63","62.63","42","42","60.137","60.137","60.137","60.137","60.137","60.137","60.137","60.137","60.137","60.137","60.137","60.137","60.137","60.137","60.137","60.137","60.137","60.137","60.137","60.137","60.13699999999999","60.13699999999999","60.13699999999999","60.13699999999999","60.13699999999999","60.13699999999999","60.13699999999999","60.13699999999999","60.13699999999999","60.13699999999999","60.137","60.137","60.137","60.137","60.137","60.137","60.137","60.137","60.137","60.137","60.137","60.137","60.137","60.137","60.137","60.137","60.137","60.137","60.137","60.137","60.137","60.137","60.137","60.137","60.137","60.137","60.137","60.137","60.137","60.137","60.137","60.137","60.137","60.137","60.137","60.137","60.137","60.137","60.137","60.137","60.137","60.137","60.137","60.137","60.137","60.137","60.137","60.137","60.137","60.137","60.137","60.137","60.137","60.137"
"1969:09","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","70.5","42","69.3","68.8","68.8","68.8","67.4","67.4","67.4","67.4","42","42","42","42","64.878","64.878","64.336","64.336","42","42","42","64.454","64.454","64.454","64.404","64.404","64.404","64.404","64.254","64.254","64.254","64.254","64.254","64.549","64.549","64.549","65.709","65.709","65.709","65.709","65.709","65.709","65.709","65.709","62.857","62.857","62.857","42","42","60.357","60.357","60.357","60.357","60.357","60.357","60.357","60.357","60.357","60.357","60.357","60.357","60.357","60.357","60.357","60.357","60.357","60.357","60.357","60.357","60.357","60.357","60.357","60.357","60.357","60.357","60.357","60.357","60.357","60.357","60.357","60.357","60.357","60.357","60.357","60.357","60.357","60.357","60.357","60.357","60.357","60.357","60.357","60.357","60.357","60.357","60.357","60.357","60.357","60.357","60.357","60.357","60.357","60.357","60.357","60.357","60.357","60.357","60.357","60.357","60.357","60.357","60.357","60.357","60.357","60.357","60.357","60.357","60.357","60.357","60.357","60.357","60.357","60.357","60.357","60.357","60.357","60.357","60.357","60.357","60.357","60.357","60.357","60.357"
"1969:10","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","70.6","42","69.5","69.0","69.0","69.0","67.6","67.6","67.6","67.6","42","42","42","42","65.312","65.312","64.627","64.627","42","42","42","64.747","64.747","64.747","64.696","64.696","64.696","64.696","64.543","64.543","64.543","64.543","64.543","64.836","64.836","64.836","66.015","66.015","66.015","66.015","66.015","66.015","66.015","66.015","63.152","63.152","63.152","42","42","60.633","60.633","60.633","60.633","60.633","60.633","60.633","60.633","60.633","60.633","60.633","60.633","60.633","60.633","60.633","60.633","60.633","60.633","60.633","60.633","60.632999999999996","60.632999999999996","60.632999999999996","60.632999999999996","60.632999999999996","60.632999999999996","60.632999999999996","60.632999999999996","60.632999999999996","60.632999999999996","60.633","60.633","60.633","60.633","60.633","60.633","60.633","60.633","60.633","60.633","60.633","60.633","60.633","60.633","60.633","60.633","60.633","60.633","60.633","60.633","60.633","60.633","60.633","60.633","60.633","60.633","60.633","60.633","60.633","60.633","60.633","60.633","60.633","60.633","60.633","60.633","60.633","60.633","60.633","60.633","60.633","60.633","60.633","60.633","60.633","60.633","60.633","60.633","60.633","60.633","60.633","60.633","60.633","60.633"
"1969:11","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","71.2","42","70.1","69.6","69.6","69.6","68.2","68.2","68.2","68.2","42","42","42","42","65.871","65.871","65.291","65.291","42","42","42","65.411","65.411","65.411","65.358","65.358","65.358","65.358","65.202","65.202","65.202","65.202","65.202","65.495","65.495","65.495","66.68","66.68","66.68","66.68","66.68","66.68","66.68","66.68","63.783","63.783","63.783","42","42","61.229","61.229","61.229","61.229","61.229","61.229","61.229","61.229","61.229","61.229","61.229","61.229","61.229","61.229","61.229","61.229","61.229","61.229","61.229","61.229","61.229","61.229","61.229","61.229","61.229","61.229","61.229","61.229","61.229","61.229","61.229","61.229","61.229","61.229","61.229","61.229","61.229","61.229","61.229","61.229","61.229","61.229","61.229","61.229","61.229","61.229","61.229","61.229","61.229","61.229","61.229","61.229","61.229","61.229","61.229","61.229","61.229","61.229","61.229","61.229","61.229","61.229","61.229","61.229","61.229","61.229","61.229","61.229","61.229","61.229","61.229","61.229","61.229","61.229","61.229","61.229","61.229","61.229","61.229","61.229","61.229","61.229","61.229","61.229"
"1969:12","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","71.6","42","70.4","69.9","69.9","69.9","68.5","68.5","68.5","68.5","42","42","42","42","66.045","66.045","65.562","65.562","42","42","42","65.678","65.678","65.678","65.625","65.625","65.625","65.625","65.469","65.469","65.469","65.469","65.469","65.762","65.762","65.762","66.944","66.944","66.944","66.944","66.944","66.944","66.944","66.944","64.123","64.123","64.123","42","42","61.569","61.569","61.569","61.569","61.569","61.569","61.569","61.569","61.569","61.569","61.569","61.569","61.569","61.569","61.569","61.569","61.569","61.569","61.569","61.569","61.568999999999996","61.568999999999996","61.568999999999996","61.568999999999996","61.568999999999996","61.568999999999996","61.568999999999996","61.568999999999996","61.568999999999996","61.568999999999996","61.569","61.569","61.569","61.569","61.569","61.569","61.569","61.569","61.569","61.569","61.569","61.569","61.569","61.569","61.569","61.569","61.569","61.569","61.569","61.569","61.569","61.569","61.569","61.569","61.569","61.569","61.569","61.569","61.569","61.569","61.569","61.569","61.569","61.569","61.569","61.569","61.569","61.569","61.569","61.569","61.569","61.569","61.569","61.569","61.569","61.569","61.569","61.569","61.569","61.569","61.569","61.569","61.569","61.569"
"1970:01","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","71.7","42","70.5","70.0","70.0","70.0","68.7","68.7","68.7","68.7","42","42","42","42","66.141","66.141","65.674","65.674","42","42","42","65.793","65.793","65.793","65.736","65.736","65.736","65.736","65.57","65.57","65.57","65.57","65.57","65.878","65.878","65.878","67.117","67.117","67.117","67.117","67.117","67.117","67.117","67.117","64.402","64.402","64.402","42","42","61.792","61.792","61.792","61.792","61.792","61.792","61.792","61.792","61.792","61.792","61.792","61.792","61.792","61.792","61.792","61.792","61.792","61.792","61.792","61.792","61.791999999999994","61.791999999999994","61.791999999999994","61.791999999999994","61.791999999999994","61.791999999999994","61.791999999999994","61.791999999999994","61.791999999999994","61.791999999999994","61.792","61.792","61.792","61.792","61.792","61.792","61.792","61.792","61.792","61.792","61.792","61.792","61.792","61.792","61.792","61.792","61.792","61.792","61.792","61.792","61.792","61.792","61.792","61.792","61.792","61.792","61.792","61.792","61.792","61.792","61.792","61.792","61.792","61.792","61.792","61.792","61.792","61.792","61.792","61.792","61.792","61.792","61.792","61.792","61.792","61.792","61.792","61.792","61.792","61.792","61.792","61.792","61.792","61.792"
