"DATE","PTAX65Q4","PTAX66Q1","PTAX66Q2","PTAX66Q3","PTAX66Q4","PTAX67Q1","PTAX67Q2","PTAX67Q3","PTAX67Q4","PTAX68Q1","PTAX68Q2","PTAX68Q3","PTAX68Q4","PTAX69Q1","PTAX69Q2","PTAX69Q3","PTAX69Q4","PTAX70Q1","PTAX70Q2","PTAX70Q3","PTAX70Q4","PTAX71Q1","PTAX71Q2","PTAX71Q3","PTAX71Q4","PTAX72Q1","PTAX72Q2","PTAX72Q3","PTAX72Q4","PTAX73Q1","PTAX73Q2","PTAX73Q3","PTAX73Q4","PTAX74Q1","PTAX74Q2","PTAX74Q3","PTAX74Q4","PTAX75Q1","PTAX75Q2","PTAX75Q3","PTAX75Q4","PTAX76Q1","PTAX76Q2","PTAX76Q3","PTAX76Q4","PTAX77Q1","PTAX77Q2","PTAX77Q3","PTAX77Q4","PTAX78Q1","PTAX78Q2","PTAX78Q3","PTAX78Q4","PTAX79Q1","PTAX79Q2","PTAX79Q3","PTAX79Q4","PTAX80Q1","PTAX80Q2","PTAX80Q3","PTAX80Q4","PTAX81Q1","PTAX81Q2","PTAX81Q3","PTAX81Q4","PTAX82Q1","PTAX82Q2","PTAX82Q3","PTAX82Q4","PTAX83Q1","PTAX83Q2","PTAX83Q3","PTAX83Q4","PTAX84Q1","PTAX84Q2","PTAX84Q3","PTAX84Q4","PTAX85Q1","PTAX85Q2","PTAX85Q3","PTAX85Q4","PTAX86Q1","PTAX86Q2","PTAX86Q3","PTAX86Q4","PTAX87Q1","PTAX87Q2","PTAX87Q3","PTAX87Q4","PTAX88Q1","PTAX88Q2","PTAX88Q3","PTAX88Q4","PTAX89Q1","PTAX89Q2","PTAX89Q3","PTAX89Q4","PTAX90Q1","PTAX90Q2","PTAX90Q3","PTAX90Q4","PTAX91Q1","PTAX91Q2","PTAX91Q3","PTAX91Q4","PTAX92Q1","PTAX92Q2","PTAX92Q3","PTAX92Q4","PTAX93Q1","PTAX93Q2","PTAX93Q3","PTAX93Q4","PTAX94Q1","PTAX94Q2","PTAX94Q3","PTAX94Q4","PTAX95Q1","PTAX95Q2","PTAX95Q3","PTAX95Q4","PTAX96Q1","PTAX96Q2","PTAX96Q3","PTAX96Q4","PTAX97Q1","PTAX97Q2","PTAX97Q3","PTAX97Q4","PTAX98Q1","PTAX98Q2","PTAX98Q3","PTAX98Q4","PTAX99Q1","PTAX99Q2","PTAX99Q3","PTAX99Q4","PTAX00Q1","PTAX00Q2","PTAX00Q3","PTAX00Q4","PTAX01Q1","PTAX01Q2","PTAX01Q3","PTAX01Q4","PTAX02Q1","PTAX02Q2","PTAX02Q3","PTAX02Q4","PTAX03Q1","PTAX03Q2","PTAX03Q3","PTAX03Q4","PTAX04Q1","PTAX04Q2","PTAX04Q3","PTAX04Q4","PTAX05Q1","PTAX05Q2","PTAX05Q3","PTAX05Q4","PTAX06Q1","PTAX06Q2","PTAX06Q3","PTAX06Q4","PTAX07Q1","PTAX07Q2","PTAX07Q3","PTAX07Q4","PTAX08Q1","PTAX08Q2","PTAX08Q3","PTAX08Q4","PTAX09Q1","PTAX09Q2","PTAX09Q3","PTAX09Q4","PTAX10Q1","PTAX10Q2","PTAX10Q3","PTAX10Q4","PTAX11Q1","PTAX11Q2","PTAX11Q3","PTAX11Q4","PTAX12Q1","PTAX12Q2","PTAX12Q3","PTAX12Q4","PTAX13Q1","PTAX13Q2","PTAX13Q3","PTAX13Q4","PTAX14Q1","PTAX14Q2","PTAX14Q3","PTAX14Q4","PTAX15Q1","PTAX15Q2","PTAX15Q3","PTAX15Q4"
"1980:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","360.0","359.2","359.2","359.2","359.2","359.2","357.1","357.1","357.1","357.1","357.0","357.0","357.0","357.0","357.0","357.0","357.0","357.0","357.0","357.0","361.9","361.9","361.9","361.9","361.9","361.9","361.9","361.9","361.9","361.9","361.9","361.9","361.9","361.9","361.9","361.9","361.9","361.9","361.9","361.9","361.9","361.9","361.9","361.9","332.3","332.3","332.3","332.3","332.3","332.3","332.3","332.3","332.3","332.3","332.3","332.3","332.3","332.3","332.3","332.3","332.3","332.3","332.3","332.3","332.3","332.3","332.3","332.3","332.3","332.3","332.3","332.3","332.3","332.3","332.3","#N/A","323.9","323.9","323.9","323.9","323.9","323.9","323.9","323.9","323.9","323.9","323.9","323.9","323.9","323.9","323.9","323.9","318.2","318.2","318.2","318.2","318.2","318.2","318.2","318.2","318.2","318.2","318.2","318.2","318.2","318.2","318.2","318.2","318.2","318.2","318.2","318.2","318.2","318.2","#N/A","318.2","318.2","318.2","318.2","318.2","318.2","318.2","318.2","318.2","318.2","318.2","318.2","318.2","318.2","318.2","318.2","318.2","318.2","318.2","318.2","318.2","318.2","318.2","318.9","318.9"
"1981:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","372.2","372.0","372.0","372.0","372.0","371.2","371.2","371.2","371.2","370.7","370.7","370.7","370.7","370.2","370.2","370.2","370.2","370.2","370.2","375.2","375.2","375.2","375.2","375.2","375.2","375.2","375.2","375.2","375.2","375.2","375.2","375.2","375.2","375.2","375.2","375.2","375.2","375.2","375.2","375.2","375.2","375.2","375.2","344.4","344.4","344.4","344.4","344.4","344.4","344.4","344.4","344.4","344.4","344.4","344.4","344.4","344.4","344.4","344.4","344.4","344.4","344.4","344.4","344.4","344.4","344.4","344.4","344.4","344.4","344.4","344.4","344.4","344.4","344.4","#N/A","336.2","336.2","336.2","336.2","336.2","336.2","336.2","336.2","336.2","336.2","336.2","336.2","336.2","336.2","336.2","336.2","330.3","330.3","330.3","330.3","330.3","330.3","330.3","330.3","330.3","330.3","330.3","330.3","330.3","330.3","330.3","330.3","330.3","330.3","330.3","330.3","330.3","330.3","#N/A","330.3","330.3","330.3","330.3","330.3","330.3","330.3","330.3","330.3","330.3","330.3","330.3","330.3","330.3","330.3","330.3","330.3","330.3","330.3","330.3","330.3","330.3","330.3","330.9","330.9"
"1981:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","382.4","382.9","382.9","382.9","384.2","384.2","384.2","384.2","383.8","383.8","383.8","383.8","383.6","383.6","383.6","383.6","383.6","383.6","388.7","388.7","388.7","388.7","388.7","388.7","388.7","388.7","388.7","388.7","388.7","388.7","388.7","388.7","388.7","388.7","388.7","388.7","388.7","388.7","388.7","388.7","388.7","388.7","356.9","356.9","356.9","356.9","356.9","356.9","356.9","356.9","356.9","356.9","356.9","356.9","356.9","356.9","356.9","356.9","356.9","356.9","356.9","356.9","356.9","356.9","356.9","356.9","356.9","356.9","356.9","356.9","356.9","356.9","356.9","#N/A","348.3","348.3","348.3","348.3","348.3","348.3","348.3","348.3","348.3","348.3","348.3","348.3","348.3","348.3","348.3","348.3","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","#N/A","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.7","342.7"
"1981:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","399.9","399.8","399.8","398.1","398.1","398.1","398.1","398.9","398.9","398.9","398.9","399.9","399.9","399.9","399.9","399.9","399.9","405.6","405.6","405.6","405.6","405.6","405.6","405.6","405.6","405.6","405.6","405.6","405.6","405.6","405.6","405.6","405.6","405.6","405.6","405.6","405.6","405.6","405.6","405.6","405.6","371.7","371.7","371.7","371.7","371.7","371.7","371.7","371.7","371.7","371.7","371.7","371.7","371.7","371.7","371.7","371.7","371.7","371.7","371.7","371.7","371.7","371.7","371.7","371.7","371.7","371.7","371.7","371.7","371.7","371.7","371.7","#N/A","362.7","362.7","362.7","362.7","362.7","362.7","362.7","362.7","362.7","362.7","362.7","362.7","362.7","362.7","362.7","362.7","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","#N/A","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.9","356.9"
"1981:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","398.0","398.0","393.2","393.2","393.2","393.2","396.1","396.1","396.1","396.1","397.3","397.3","397.3","397.3","397.3","397.3","403.9","403.9","403.9","403.9","403.9","403.9","403.9","403.9","403.9","403.9","403.9","403.9","403.9","403.9","403.9","403.9","403.9","403.9","403.9","403.9","403.9","403.9","403.9","403.9","367.9","367.9","367.9","367.9","367.9","367.9","367.9","367.9","367.9","367.9","367.9","367.9","367.9","367.9","367.9","367.9","367.9","367.9","367.9","367.9","367.9","367.9","367.9","367.9","367.9","367.9","367.9","367.9","367.9","367.9","367.9","#N/A","358.7","358.7","358.7","358.7","358.7","358.7","358.7","358.7","358.7","358.7","358.7","358.7","358.7","358.7","358.7","358.7","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","#N/A","352.0","352.0","352.0","352.0","352.0","352.0","352.0","352.0","352.0","352.0","352.0","352.0","352.0","352.0","352.0","352.0","352.0","352.0","352.0","352.0","352.0","352.0","352.0","352.7","352.7"
"1982:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","397.4","393.4","393.4","393.4","393.4","400.2","400.2","400.2","400.2","404.4","404.4","404.4","404.4","404.4","404.4","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","370.2","370.2","370.2","370.2","370.2","370.2","370.2","370.2","370.2","370.2","370.2","370.2","370.2","370.2","370.2","370.2","370.2","370.2","370.2","370.2","370.2","370.2","370.2","370.2","370.2","370.2","370.2","370.2","370.2","370.2","370.2","#N/A","359.0","359.0","359.0","359.0","359.0","359.0","359.0","359.0","359.0","359.0","359.0","359.0","359.0","359.0","359.0","359.0","351.9","351.9","351.9","351.9","351.9","351.9","351.9","351.9","351.9","351.9","351.9","351.9","351.9","351.9","351.9","351.9","351.9","351.9","351.9","351.9","351.9","351.9","#N/A","351.9","351.9","351.9","351.9","351.9","351.9","351.9","351.9","351.9","351.9","351.9","351.9","351.9","351.9","351.9","351.9","351.9","351.9","351.9","351.9","351.9","351.9","351.9","352.5","352.5"
"1982:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","397.5","401.2","401.2","401.2","404.2","404.2","404.2","404.2","411.4","411.4","411.4","411.4","411.4","411.4","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","376.5","376.5","376.5","376.5","376.5","376.5","376.5","376.5","376.5","376.5","376.5","376.5","376.5","376.5","376.5","376.5","376.5","376.5","376.5","376.5","376.5","376.5","376.5","376.5","376.5","376.5","376.5","376.5","376.5","376.5","376.5","#N/A","366.5","366.5","366.5","366.5","366.5","366.5","366.5","366.5","366.5","366.5","366.5","366.5","366.5","366.5","366.5","366.5","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","#N/A","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.7","359.7"
"1982:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","395.5","394.4","394.4","399.8","399.8","399.8","399.8","398.5","398.5","398.5","398.5","398.5","398.5","405.0","405.0","405.0","405.0","405.0","405.0","405.0","405.0","405.0","405.0","405.0","405.0","405.0","405.0","405.0","405.0","405.0","405.0","405.0","405.0","405.0","405.0","405.0","405.0","366.8","366.8","366.8","366.8","366.8","366.8","366.8","366.8","366.8","366.8","366.8","366.8","366.8","366.8","366.8","366.8","366.8","366.8","366.8","366.8","366.8","366.8","366.8","366.8","366.8","366.8","366.8","366.8","366.8","366.8","366.8","#N/A","357.2","357.2","357.2","357.2","357.2","357.2","357.2","357.2","357.2","357.2","357.2","357.2","357.2","357.2","357.2","357.2","349.5","349.5","349.5","349.5","349.5","349.5","349.5","349.5","349.5","349.5","349.5","349.5","349.5","349.5","349.5","349.5","349.5","349.5","349.5","349.5","349.5","349.5","#N/A","349.5","349.5","349.5","349.5","349.5","349.5","349.5","349.5","349.5","349.5","349.5","349.5","349.5","349.5","349.5","349.5","349.5","349.5","349.5","349.5","349.5","349.5","349.5","350.1","350.1"
"1982:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","399.7","399.7","404.1","404.1","404.1","404.1","402.0","402.0","402.0","402.0","402.0","402.0","411.1","411.1","411.1","411.1","411.1","411.1","411.1","411.1","411.1","411.1","411.1","411.1","411.1","411.1","411.1","411.1","411.1","411.1","411.1","411.1","411.1","411.1","411.1","411.1","372.1","372.1","372.1","372.1","372.1","372.1","372.1","372.1","372.1","372.1","372.1","372.1","372.1","372.1","372.1","372.1","372.1","372.1","372.1","372.1","372.1","372.1","372.1","372.1","372.1","372.1","372.1","372.1","372.1","372.1","372.1","#N/A","363.9","363.9","363.9","363.9","363.9","363.9","363.9","363.9","363.9","363.9","363.9","363.9","363.9","363.9","363.9","363.9","356.0","356.0","356.0","356.0","356.0","356.0","356.0","356.0","356.0","356.0","356.0","356.0","356.0","356.0","356.0","356.0","356.0","356.0","356.0","356.0","356.0","356.0","#N/A","355.9","355.9","355.9","355.9","355.9","355.9","355.9","355.9","355.9","355.9","355.9","355.9","355.9","355.9","355.9","355.9","355.9","355.9","355.9","355.9","355.9","355.9","355.9","356.6","356.6"
"1983:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","401.4","401.8","401.8","401.8","401.8","401.4","401.4","401.4","401.4","401.4","401.4","407.4","407.4","407.4","407.4","407.4","407.4","407.4","407.4","407.4","407.4","407.4","407.4","407.4","407.4","407.4","407.4","407.4","407.4","407.4","407.4","407.4","407.4","407.4","407.4","366.4","366.4","366.4","366.4","366.4","366.4","366.4","366.4","366.4","366.4","366.4","366.4","366.4","366.4","366.4","366.4","366.8","366.8","366.8","366.8","366.8","366.8","366.8","366.8","366.8","366.8","366.8","366.8","366.8","366.8","366.8","#N/A","358.4","358.4","358.4","358.4","358.4","358.4","358.4","358.4","358.4","358.4","358.4","358.4","358.4","358.4","358.4","358.4","350.3","350.3","350.3","350.3","350.3","350.3","350.3","350.3","350.3","350.3","350.3","350.3","350.3","350.3","350.3","350.3","350.3","350.3","350.3","350.3","350.3","350.3","#N/A","350.3","350.3","350.3","350.3","350.3","350.3","350.3","350.3","350.3","350.3","350.3","350.3","350.3","350.3","350.3","350.3","350.3","350.3","350.3","350.3","350.3","350.3","350.3","350.9","350.9"
"1983:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","412.2","412.6","412.6","412.6","411.6","411.6","411.6","411.6","411.6","411.6","418.0","418.0","417.1","417.1","417.1","417.1","417.1","417.1","417.1","417.1","417.1","417.1","417.1","417.1","417.1","417.1","417.1","417.1","417.1","417.1","417.1","417.1","417.1","417.1","375.4","375.4","375.4","375.4","375.4","375.4","375.4","375.4","375.4","375.4","375.4","375.4","375.4","375.4","375.4","375.4","376.0","376.0","376.0","376.0","376.0","376.0","376.0","376.0","376.0","376.0","376.0","376.0","376.0","376.0","376.0","#N/A","367.5","367.5","367.5","367.5","367.5","367.5","367.5","367.5","367.5","367.5","367.5","367.5","367.5","367.5","367.5","367.5","359.0","359.0","359.0","359.0","359.0","359.0","359.0","359.0","359.0","359.0","359.0","359.0","359.0","359.0","359.0","359.0","359.0","359.0","359.0","359.0","359.0","359.0","#N/A","359.0","359.0","359.0","359.0","359.0","359.0","359.0","359.0","359.0","359.0","359.0","359.0","359.0","359.0","359.0","359.0","359.0","359.0","359.0","359.0","359.0","359.0","359.0","359.6","359.6"
"1983:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","399.9","400.1","400.1","395.8","395.8","395.8","395.8","395.8","395.8","404.4","404.4","403.6","403.6","403.6","403.6","403.6","403.6","403.6","403.6","403.6","403.6","403.6","403.6","403.6","403.6","403.6","403.6","403.6","403.6","403.6","403.6","403.6","403.6","361.8","361.8","361.8","361.8","361.8","361.8","361.8","361.8","361.8","361.8","361.8","361.8","361.8","361.8","361.8","361.8","362.7","362.7","362.7","362.7","362.7","362.7","362.7","362.7","362.7","362.7","362.7","362.7","362.7","362.7","362.7","#N/A","353.7","353.7","353.7","353.7","353.7","353.7","353.7","353.7","353.7","353.7","353.7","353.7","353.7","353.7","353.7","353.7","344.9","344.9","344.9","344.9","344.9","344.9","344.9","344.9","344.9","344.9","344.9","344.9","344.9","344.9","344.9","344.9","344.9","344.9","344.9","344.9","344.9","344.9","#N/A","344.9","344.9","344.9","344.9","344.9","344.9","344.9","344.9","344.9","344.9","344.9","344.9","344.9","344.9","344.9","344.9","344.9","344.9","344.9","344.9","344.9","344.9","344.9","345.4","345.4"
"1983:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","410.6","411.4","407.9","407.9","407.9","407.9","407.9","407.9","414.4","414.4","413.9","413.9","413.9","413.9","413.9","413.9","413.9","413.9","413.9","413.9","413.9","413.9","413.9","413.9","413.9","413.9","413.9","413.9","413.9","413.9","413.9","413.9","371.6","371.6","371.6","371.6","371.6","371.6","371.6","371.6","371.6","371.6","371.6","371.6","371.6","371.6","371.6","371.6","371.7","371.7","371.7","371.7","371.7","371.7","371.7","371.7","371.7","371.7","371.7","371.7","371.7","371.7","371.7","#N/A","364.2","364.2","364.2","364.2","364.2","364.2","364.2","364.2","364.2","364.2","364.2","364.2","364.2","364.2","364.2","364.2","355.1","355.1","355.1","355.1","355.1","355.1","355.1","355.1","355.1","355.1","355.1","355.1","355.1","355.1","355.1","355.1","355.1","355.1","355.1","355.1","355.1","355.1","#N/A","355.1","355.1","355.1","355.1","355.1","355.1","355.1","355.1","355.1","355.1","355.1","355.1","355.1","355.1","355.1","355.1","355.1","355.1","355.1","355.1","355.1","355.1","355.1","355.7","355.7"
