"","NBRBASA65M11","NBRBASA66M2","NBRBASA66M5","NBRBASA66M8","NBRBASA66M11","NBRBASA67M2","NBRBASA67M5","NBRBASA67M8","NBRBASA67M11","NBRBASA68M2","NBRBASA68M5","NBRBASA68M8","NBRBASA68M11","NBRBASA69M2","NBRBASA69M5","NBRBASA69M8","NBRBASA69M11","NBRBASA70M2","NBRBASA70M5","NBRBASA70M8","NBRBASA70M11","NBRBASA71M2","NBRBASA71M5","NBRBASA71M8","NBRBASA71M11","NBRBASA72M2","NBRBASA72M5","NBRBASA72M8","NBRBASA72M11","NBRBASA73M2","NBRBASA73M5","NBRBASA73M8","NBRBASA73M11","NBRBASA74M2","NBRBASA74M5","NBRBASA74M8","NBRBASA74M11","NBRBASA75M2","NBRBASA75M5","NBRBASA75M8","NBRBASA75M11","NBRBASA76M2","NBRBASA76M5","NBRBASA76M8","NBRBASA76M11","NBRBASA77M2","NBRBASA77M5","NBRBASA77M8","NBRBASA77M11","NBRBASA78M2","NBRBASA78M5","NBRBASA78M8","NBRBASA78M11","NBRBASA79M2","NBRBASA79M5","NBRBASA79M8","NBRBASA79M11","NBRBASA80M2","NBRBASA80M5","NBRBASA80M8","NBRBASA80M11","NBRBASA81M2","NBRBASA81M5","NBRBASA81M8","NBRBASA81M11","NBRBASA82M2","NBRBASA82M5","NBRBASA82M8","NBRBASA82M11","NBRBASA83M2","NBRBASA83M5","NBRBASA83M8","NBRBASA83M11","NBRBASA84M2","NBRBASA84M5","NBRBASA84M8","NBRBASA84M11","NBRBASA85M2","NBRBASA85M5","NBRBASA85M8","NBRBASA85M11","NBRBASA86M2","NBRBASA86M5","NBRBASA86M8","NBRBASA86M11","NBRBASA87M2","NBRBASA87M5","NBRBASA87M8","NBRBASA87M11","NBRBASA88M2","NBRBASA88M5","NBRBASA88M8","NBRBASA88M11","NBRBASA89M2","NBRBASA89M5","NBRBASA89M8","NBRBASA89M11","NBRBASA90M2","NBRBASA90M5","NBRBASA90M8","NBRBASA90M11","NBRBASA91M2","NBRBASA91M5","NBRBASA91M8","NBRBASA91M11","NBRBASA92M2","NBRBASA92M5","NBRBASA92M8","NBRBASA92M11","NBRBASA93M2","NBRBASA93M5","NBRBASA93M8","NBRBASA93M11","NBRBASA94M2","NBRBASA94M5","NBRBASA94M8","NBRBASA94M11","NBRBASA95M2","NBRBASA95M5","NBRBASA95M8","NBRBASA95M11","NBRBASA96M2","NBRBASA96M5","NBRBASA96M8","NBRBASA96M11","NBRBASA97M2","NBRBASA97M5","NBRBASA97M8","NBRBASA97M11","NBRBASA98M2","NBRBASA98M5","NBRBASA98M8","NBRBASA98M11","NBRBASA99M2","NBRBASA99M5","NBRBASA99M8","NBRBASA99M11","NBRBASA00M2","NBRBASA00M5","NBRBASA00M8","NBRBASA00M11","NBRBASA01M2","NBRBASA01M5","NBRBASA01M8","NBRBASA01M11","NBRBASA02M2","NBRBASA02M5","NBRBASA02M8","NBRBASA02M11","NBRBASA03M2","NBRBASA03M5","NBRBASA03M8","NBRBASA03M11","NBRBASA04M2","NBRBASA04M5","NBRBASA04M8","NBRBASA04M11","NBRBASA05M2","NBRBASA05M5","NBRBASA05M8","NBRBASA05M11","NBRBASA06M2","NBRBASA06M5","NBRBASA06M8","NBRBASA06M11","NBRBASA07M2","NBRBASA07M5","NBRBASA07M8","NBRBASA07M11","NBRBASA08M2","NBRBASA08M5","NBRBASA08M8","NBRBASA08M11","NBRBASA09M2","NBRBASA09M5","NBRBASA09M8","NBRBASA09M11","NBRBASA10M2","NBRBASA10M5","NBRBASA10M8","NBRBASA10M11","NBRBASA11M2","NBRBASA11M5","NBRBASA11M8","NBRBASA11M11","NBRBASA12M2","NBRBASA12M5","NBRBASA12M8","NBRBASA12M11","NBRBASA13M2","NBRBASA13M5"
"1960:11","42","42","42","42","42","42","42","18.16","18.16","18.16","18.16","18.46","18.46","18.46","18.46","18.8","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","16.423","42","15.997","16.301","16.301","16.301","15.348","15.348","15.334","15.334","42","42","42","42","14.14","14.14","13.631","13.631","42","42","42","13.781","13.781","13.781","13.74","13.74","13.74","13.74","13.637","13.637","13.637","13.637","13.637","13.793","13.793","13.793","14.743","14.743","14.743","14.743","14.743","14.743","14.743","14.743","13.139","13.139","13.139","42","42","11.166","11.166","11.166","11.166","11.166","11.166","11.166","11.166","11.166","11.166","11.166","11.166","11.166","11.166","11.166","11.166","11.166","11.166","11.166","11.166","11.165999999999999","11.165999999999999","11.165999999999999","11.165999999999999","11.165999999999999","11.165999999999999","11.165999999999999","11.165999999999999","11.165999999999999","11.165999999999999","11.166","11.166","11.166","11.166","11.166","11.166","11.166","11.166","11.166","11.166","11.166","11.166","11.166","11.166","11.166","11.166","11.166","11.166","11.166","11.166","11.166","11.166","11.166","11.166","11.166","11.166","11.166","11.166","11.166","11.166","11.166","11.166","11.166","11.166","11.166","11.166","11.166","11.166","11.166","11.166","11.166","11.166","11.166","11.166","11.166","11.166","11.166","11.166","11.166","11.166","11.166","11.166","11.166","11.166"
"1960:12","42","42","42","42","42","42","42","18.16","18.16","18.16","18.16","18.46","18.46","18.46","18.46","18.76","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","16.399","42","15.968","16.274","16.274","16.274","15.335","15.335","15.334","15.334","42","42","42","42","14.145","14.145","13.636","13.636","42","42","42","13.789","13.789","13.789","13.749","13.749","13.749","13.749","13.648","13.648","13.648","13.648","13.648","13.808","13.808","13.808","14.759","14.759","14.759","14.759","14.759","14.759","14.759","14.759","13.135","13.135","13.135","42","42","11.172","11.172","11.172","11.172","11.172","11.172","11.172","11.172","11.172","11.172","11.172","11.172","11.172","11.172","11.172","11.172","11.172","11.172","11.172","11.172","11.171999999999999","11.171999999999999","11.171999999999999","11.171999999999999","11.171999999999999","11.171999999999999","11.171999999999999","11.171999999999999","11.171999999999999","11.171999999999999","11.172","11.172","11.172","11.172","11.172","11.172","11.172","11.172","11.172","11.172","11.172","11.172","11.172","11.172","11.172","11.172","11.172","11.172","11.172","11.172","11.172","11.172","11.172","11.172","11.172","11.172","11.172","11.172","11.172","11.172","11.172","11.172","11.172","11.172","11.172","11.172","11.172","11.172","11.172","11.172","11.172","11.172","11.172","11.172","11.172","11.172","11.172","11.172","11.172","11.172","11.172","11.172","11.172","11.172"
"1961:01","42","42","42","42","42","42","42","18.21","18.21","18.21","18.21","18.51","18.51","18.51","18.51","18.86","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","16.509","42","16.075","16.375","16.375","16.375","15.435","15.435","15.449","15.449","42","42","42","42","14.249","14.249","13.737","13.737","42","42","42","13.89","13.89","13.89","13.85","13.85","13.85","13.85","13.748","13.748","13.748","13.748","13.748","13.908","13.908","13.908","14.862","14.862","14.862","14.862","14.862","14.862","14.862","14.862","13.231","13.231","13.231","42","42","11.259","11.259","11.259","11.259","11.259","11.259","11.259","11.259","11.259","11.259","11.259","11.259","11.259","11.259","11.259","11.259","11.259","11.259","11.259","11.259","11.258999999999999","11.258999999999999","11.258999999999999","11.258999999999999","11.258999999999999","11.258999999999999","11.258999999999999","11.258999999999999","11.258999999999999","11.258999999999999","11.259","11.259","11.259","11.259","11.259","11.259","11.259","11.259","11.259","11.259","11.259","11.259","11.259","11.259","11.259","11.259","11.259","11.259","11.259","11.259","11.259","11.259","11.259","11.259","11.259","11.259","11.259","11.259","11.259","11.259","11.259","11.259","11.259","11.259","11.259","11.259","11.259","11.259","11.259","11.259","11.259","11.259","11.259","11.259","11.259","11.259","11.259","11.259","11.259","11.259","11.259","11.259","11.259","11.259"
"1961:02","42","42","42","42","42","42","42","18.28","18.28","18.28","18.28","18.59","18.59","18.59","18.59","18.97","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","16.437","42","15.994","16.283","16.283","16.283","15.322","15.322","15.336","15.336","42","42","42","42","14.109","14.109","13.591","13.591","42","42","42","13.741","13.741","13.741","13.699","13.699","13.699","13.699","13.596","13.596","13.596","13.596","13.596","13.751","13.751","13.751","14.703","14.703","14.703","14.703","14.703","14.703","14.703","14.703","13.075","13.075","13.075","42","42","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.095999999999998","11.095999999999998","11.095999999999998","11.095999999999998","11.095999999999998","11.095999999999998","11.095999999999998","11.095999999999998","11.095999999999998","11.095999999999998","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096","11.096"
"1961:03","42","42","42","42","42","42","42","18.29","18.29","18.29","18.29","18.61","18.61","18.61","18.61","18.96","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","16.411","42","15.963","16.248","16.248","16.248","15.282","15.282","15.293","15.293","42","42","42","42","14.058","14.058","13.537","13.537","42","42","42","13.687","13.687","13.687","13.645","13.645","13.645","13.645","13.542","13.542","13.542","13.542","13.542","13.696","13.696","13.696","14.646","14.646","14.646","14.646","14.646","14.646","14.646","14.646","13.013","13.013","13.013","42","42","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.037999999999998","11.037999999999998","11.037999999999998","11.037999999999998","11.037999999999998","11.037999999999998","11.037999999999998","11.037999999999998","11.037999999999998","11.037999999999998","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038","11.038"
"1961:04","42","42","42","42","42","42","42","18.31","18.31","18.31","18.31","18.62","18.62","18.62","18.62","18.98","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","16.46","42","16.006","16.291","16.291","16.291","15.323","15.323","15.327","15.327","42","42","42","42","14.086","14.086","13.565","13.565","42","42","42","13.715","13.715","13.715","13.673","13.673","13.673","13.673","13.571","13.571","13.571","13.571","13.571","13.726","13.726","13.726","14.672","14.672","14.672","14.672","14.672","14.672","14.672","14.672","13.031","13.031","13.031","42","42","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.065999999999999","11.065999999999999","11.065999999999999","11.065999999999999","11.065999999999999","11.065999999999999","11.065999999999999","11.065999999999999","11.065999999999999","11.065999999999999","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066","11.066"
"1961:05","42","42","42","42","42","42","42","18.31","18.31","18.31","18.31","18.62","18.62","18.62","18.62","18.95","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","16.367","42","15.906","16.186","16.186","16.186","15.217","15.217","15.216","15.216","42","42","42","42","13.967","13.967","13.445","13.445","42","42","42","13.595","13.595","13.595","13.554","13.554","13.554","13.554","13.452","13.452","13.452","13.452","13.452","13.607","13.607","13.607","14.551","14.551","14.551","14.551","14.551","14.551","14.551","14.551","12.9","12.9","12.9","42","42","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94","10.94"
"1961:06","42","42","42","42","42","42","42","18.47","18.47","18.47","18.47","18.79","18.79","18.79","18.79","19.08","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","16.475","42","16.008","16.284","16.284","16.284","15.32","15.32","15.318","15.318","42","42","42","42","14.064","14.064","13.539","13.539","42","42","42","13.69","13.69","13.69","13.649","13.649","13.649","13.649","13.548","13.548","13.548","13.548","13.548","13.704","13.704","13.704","14.652","14.652","14.652","14.652","14.652","14.652","14.652","14.652","12.986","12.986","12.986","42","42","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024","11.024"
"1961:07","42","42","42","42","42","42","42","18.39","18.39","18.39","18.39","18.71","18.71","18.71","18.71","19.11","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","16.557","42","16.084","16.354","16.354","16.354","15.39","15.39","15.388","15.388","42","42","42","42","14.124","14.124","13.597","13.597","42","42","42","13.748","13.748","13.748","13.707","13.707","13.707","13.707","13.605","13.605","13.605","13.605","13.605","13.762","13.762","13.762","14.711","14.711","14.711","14.711","14.711","14.711","14.711","14.711","13.034","13.034","13.034","42","42","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.069999999999999","11.069999999999999","11.069999999999999","11.069999999999999","11.069999999999999","11.069999999999999","11.069999999999999","11.069999999999999","11.069999999999999","11.069999999999999","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07","11.07"
"1961:08","42","42","42","42","42","42","42","18.67","18.67","18.67","18.67","18.99","18.99","18.99","18.99","19.29","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","16.739","42","16.261","16.515","16.515","16.515","15.55","15.55","15.548","15.548","42","42","42","42","14.263","14.263","13.729","13.729","42","42","42","13.881","13.881","13.881","13.839","13.839","13.839","13.839","13.735","13.735","13.735","13.735","13.735","13.892","13.892","13.892","14.853","14.853","14.853","14.853","14.853","14.853","14.853","14.853","13.161","13.161","13.161","42","42","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.168999999999999","11.168999999999999","11.168999999999999","11.168999999999999","11.168999999999999","11.168999999999999","11.168999999999999","11.168999999999999","11.168999999999999","11.168999999999999","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169","11.169"
"1961:09","42","42","42","42","42","42","42","18.73","18.73","18.73","18.73","19.05","19.05","19.05","19.05","19.34","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","16.856","42","16.373","16.62","16.62","16.62","15.66","15.66","15.662","15.662","42","42","42","42","14.368","14.368","13.829","13.829","42","42","42","13.983","13.983","13.983","13.94","13.94","13.94","13.94","13.837","13.837","13.837","13.837","13.837","13.996","13.996","13.996","14.962","14.962","14.962","14.962","14.962","14.962","14.962","14.962","13.254","13.254","13.254","42","42","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251","11.251"
"1961:10","42","42","42","42","42","42","42","18.85","18.85","18.85","18.85","19.18","19.18","19.18","19.18","19.56","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","17.014","42","16.525","16.757","16.757","16.757","15.81","15.81","15.811","15.811","42","42","42","42","14.504","14.504","13.958","13.958","42","42","42","14.115","14.115","14.115","14.072","14.072","14.072","14.072","13.967","13.967","13.967","13.967","13.967","14.13","14.13","14.13","15.113","15.113","15.113","15.113","15.113","15.113","15.113","15.113","13.376","13.376","13.376","42","42","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.341999999999999","11.341999999999999","11.341999999999999","11.341999999999999","11.341999999999999","11.341999999999999","11.341999999999999","11.341999999999999","11.341999999999999","11.341999999999999","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342","11.342"
