"DATE","PIMP65Q4","PIMP66Q1","PIMP66Q2","PIMP66Q3","PIMP66Q4","PIMP67Q1","PIMP67Q2","PIMP67Q3","PIMP67Q4","PIMP68Q1","PIMP68Q2","PIMP68Q3","PIMP68Q4","PIMP69Q1","PIMP69Q2","PIMP69Q3","PIMP69Q4","PIMP70Q1","PIMP70Q2","PIMP70Q3","PIMP70Q4","PIMP71Q1","PIMP71Q2","PIMP71Q3","PIMP71Q4","PIMP72Q1","PIMP72Q2","PIMP72Q3","PIMP72Q4","PIMP73Q1","PIMP73Q2","PIMP73Q3","PIMP73Q4","PIMP74Q1","PIMP74Q2","PIMP74Q3","PIMP74Q4","PIMP75Q1","PIMP75Q2","PIMP75Q3","PIMP75Q4","PIMP76Q1","PIMP76Q2","PIMP76Q3","PIMP76Q4","PIMP77Q1","PIMP77Q2","PIMP77Q3","PIMP77Q4","PIMP78Q1","PIMP78Q2","PIMP78Q3","PIMP78Q4","PIMP79Q1","PIMP79Q2","PIMP79Q3","PIMP79Q4","PIMP80Q1","PIMP80Q2","PIMP80Q3","PIMP80Q4","PIMP81Q1","PIMP81Q2","PIMP81Q3","PIMP81Q4","PIMP82Q1","PIMP82Q2","PIMP82Q3","PIMP82Q4","PIMP83Q1","PIMP83Q2","PIMP83Q3","PIMP83Q4","PIMP84Q1","PIMP84Q2","PIMP84Q3","PIMP84Q4","PIMP85Q1","PIMP85Q2","PIMP85Q3","PIMP85Q4","PIMP86Q1","PIMP86Q2","PIMP86Q3","PIMP86Q4","PIMP87Q1","PIMP87Q2","PIMP87Q3","PIMP87Q4","PIMP88Q1","PIMP88Q2","PIMP88Q3","PIMP88Q4","PIMP89Q1","PIMP89Q2","PIMP89Q3","PIMP89Q4","PIMP90Q1","PIMP90Q2","PIMP90Q3","PIMP90Q4","PIMP91Q1","PIMP91Q2","PIMP91Q3","PIMP91Q4","PIMP92Q1","PIMP92Q2","PIMP92Q3","PIMP92Q4","PIMP93Q1","PIMP93Q2","PIMP93Q3","PIMP93Q4","PIMP94Q1","PIMP94Q2","PIMP94Q3","PIMP94Q4","PIMP95Q1","PIMP95Q2","PIMP95Q3","PIMP95Q4","PIMP96Q1","PIMP96Q2","PIMP96Q3","PIMP96Q4","PIMP97Q1","PIMP97Q2","PIMP97Q3","PIMP97Q4","PIMP98Q1","PIMP98Q2","PIMP98Q3","PIMP98Q4","PIMP99Q1","PIMP99Q2","PIMP99Q3","PIMP99Q4","PIMP00Q1","PIMP00Q2","PIMP00Q3","PIMP00Q4","PIMP01Q1","PIMP01Q2","PIMP01Q3","PIMP01Q4","PIMP02Q1","PIMP02Q2","PIMP02Q3","PIMP02Q4","PIMP03Q1","PIMP03Q2","PIMP03Q3","PIMP03Q4","PIMP04Q1","PIMP04Q2","PIMP04Q3","PIMP04Q4","PIMP05Q1","PIMP05Q2","PIMP05Q3","PIMP05Q4","PIMP06Q1","PIMP06Q2","PIMP06Q3","PIMP06Q4","PIMP07Q1","PIMP07Q2","PIMP07Q3","PIMP07Q4","PIMP08Q1","PIMP08Q2","PIMP08Q3","PIMP08Q4","PIMP09Q1","PIMP09Q2","PIMP09Q3","PIMP09Q4","PIMP10Q1","PIMP10Q2","PIMP10Q3","PIMP10Q4","PIMP11Q1","PIMP11Q2","PIMP11Q3","PIMP11Q4","PIMP12Q1","PIMP12Q2","PIMP12Q3","PIMP12Q4","PIMP13Q1","PIMP13Q2","PIMP13Q3","PIMP13Q4","PIMP14Q1","PIMP14Q2","PIMP14Q3","PIMP14Q4","PIMP15Q1","PIMP15Q2","PIMP15Q3","PIMP15Q4"
"1986:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","92.3","92.5","92.6","92.6","92.6","92.6","94.2","94.2","94.2","94.2","94.4","94.4","94.4","94.4","94.4","94.4","94.4","94.4","94.4","94.4","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","86.3","86.3","86.3","86.3","86.3","86.25","86.25","86.25","86.252","86.252","86.252","86.252","86.252","86.252","86.252","85.33","85.33","85.33","85.33","85.33","85.33","85.33","85.33","85.33","85.33","85.33","85.33","85.33","85.33","85.33","85.33","85.33","89.278","89.278","89.278","89.278","89.278","89.278","89.278","89.278","89.278","89.278","89.278","89.278","89.278","89.278","89.278","89.278","89.278","89.278","89.278","89.278","89.278","89.278","80.48","80.48","80.48","80.48","80.48","80.48","80.48","80.48","80.538","80.538","80.538","80.538","80.538","80.538","80.538","80.538","74.924","74.924","74.924","74.924","75.813","75.813","75.813","75.813","75.813","75.813"
"1987:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","95.8","95.6","95.6","95.6","95.6","97.5","97.5","97.5","97.5","97.3","97.3","97.3","97.3","97.3","97.3","97.3","97.3","97.3","97.3","96.8","96.8","96.8","96.8","96.8","96.8","96.8","96.8","96.8","96.8","96.8","96.8","96.8","96.8","96.8","96.8","88.5","88.5","88.5","88.5","88.5","88.45","88.45","88.45","88.453","88.453","88.453","88.453","88.453","88.453","88.453","87.54","87.54","87.54","87.54","87.54","87.54","87.54","87.54","87.54","87.54","87.54","87.54","87.54","87.54","87.54","87.54","87.54","91.616","91.616","91.616","91.616","91.616","91.616","91.616","91.616","91.616","91.616","91.616","91.616","91.616","91.616","91.616","91.616","91.616","91.616","91.616","91.616","91.616","91.616","82.558","82.558","82.558","82.558","82.558","82.558","82.558","82.558","82.616","82.616","82.616","82.616","82.616","82.616","82.616","82.616","76.858","76.858","76.858","76.858","77.769","77.769","77.769","77.769","77.769","77.769"
"1987:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","96.9","97.7","97.7","97.7","99.4","99.4","99.4","99.4","99.4","99.4","99.4","99.4","99.3","99.3","99.3","99.3","99.3","99.3","99.6","99.6","99.6","99.6","99.6","99.6","99.6","99.6","99.6","99.6","99.6","99.6","99.6","99.6","99.6","99.6","90.8","90.8","90.8","90.8","90.8","90.78","90.78","90.78","90.778","90.778","90.778","90.778","90.778","90.778","90.778","89.77","89.77","89.77","89.77","89.77","89.77","89.77","89.77","89.77","89.77","89.77","89.77","89.77","89.77","89.77","89.77","89.77","93.994","93.994","93.994","93.994","93.994","93.994","93.994","93.994","93.994","93.994","93.994","93.994","93.994","93.994","93.994","93.994","93.994","93.994","93.994","93.994","93.994","93.994","84.722","84.722","84.722","84.722","84.722","84.722","84.722","84.722","84.783","84.783","84.783","84.783","84.783","84.783","84.783","84.783","78.873","78.873","78.873","78.873","79.808","79.808","79.808","79.808","79.808","79.808"
"1987:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","97.6","97.8","97.8","98.9","98.9","98.9","98.9","98.8","98.8","98.8","98.8","98.7","98.7","98.7","98.7","98.7","98.7","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","91.6","91.6","91.6","91.6","91.6","91.62","91.62","91.62","91.622","91.622","91.622","91.622","91.622","91.622","91.622","90.67","90.67","90.67","90.67","90.67","90.67","90.67","90.67","90.67","90.67","90.67","90.67","90.67","90.67","90.67","90.67","90.67","94.952","94.952","94.952","94.952","94.952","94.952","94.952","94.952","94.952","94.952","94.952","94.952","94.952","94.952","94.952","94.952","94.952","94.952","94.952","94.952","94.952","94.952","85.588","85.588","85.588","85.588","85.588","85.588","85.588","85.588","85.649","85.649","85.649","85.649","85.649","85.649","85.649","85.649","79.68","79.68","79.68","79.68","80.624","80.624","80.624","80.624","80.624","80.624"
"1987:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","99.1","98.8","100.0","100.0","100.0","100.0","100.6","100.6","100.6","100.6","100.4","100.4","100.4","100.4","100.4","100.4","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","93.1","93.1","93.1","93.1","93.1","93.09","93.09","93.09","93.092","93.092","93.092","93.092","93.092","93.092","93.092","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","96.441","96.441","96.441","96.441","96.441","96.441","96.441","96.441","96.441","96.441","96.441","96.441","96.441","96.441","96.441","96.441","96.441","96.441","96.441","96.441","96.441","96.441","86.922","86.922","86.922","86.922","86.922","86.922","86.922","86.922","86.984","86.984","86.984","86.984","86.984","86.984","86.984","86.984","80.921","80.921","80.921","80.921","81.88","81.88","81.88","81.88","81.88","81.88"
"1988:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","98.2","100.8","100.8","100.8","100.8","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","94.3","94.3","94.3","94.3","94.3","94.28","94.28","94.28","94.284","94.284","94.284","94.284","94.284","94.284","94.284","93.41","93.41","93.41","93.41","93.41","93.41","93.41","93.41","93.41","93.41","93.41","93.41","93.41","93.41","93.41","93.41","93.41","97.787","97.787","97.787","97.787","97.787","97.787","97.787","97.787","97.787","97.787","97.787","97.787","97.787","97.787","97.787","97.787","97.787","97.787","97.787","97.787","97.787","97.787","88.153","88.153","88.153","88.153","88.153","88.153","88.153","88.153","88.216","88.216","88.216","88.216","88.216","88.216","88.216","88.216","82.067","82.067","82.067","82.067","83.04","83.04","83.04","83.04","83.04","83.04"
"1988:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","101.0","101.4","101.4","101.4","102.6","102.6","102.6","102.6","102.5","102.5","102.5","102.5","102.5","102.5","105.7","105.7","105.7","105.7","105.7","105.7","105.7","105.7","105.7","105.7","105.7","105.7","105.7","105.7","105.7","105.7","96.1","96.1","96.1","96.1","96.1","96.06","96.06","96.06","96.057","96.057","96.057","96.057","96.057","96.057","96.057","95.14","95.14","95.14","95.14","95.14","95.14","95.14","95.14","95.14","95.14","95.14","95.14","95.14","95.14","95.14","95.14","95.14","99.544","99.544","99.544","99.544","99.544","99.544","99.544","99.544","99.544","99.544","99.544","99.544","99.544","99.544","99.544","99.544","99.544","99.544","99.544","99.544","99.544","99.544","89.719","89.719","89.719","89.719","89.719","89.719","89.719","89.719","89.783","89.783","89.783","89.783","89.783","89.783","89.783","89.783","83.525","83.525","83.525","83.525","84.516","84.516","84.516","84.516","84.516","84.516"
"1988:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","101.6","101.3","101.3","102.7","102.7","102.7","102.7","102.5","102.5","102.5","102.5","102.5","102.5","104.7","104.7","104.7","104.7","104.7","104.7","104.7","104.7","104.7","104.7","104.7","104.7","104.7","104.7","104.7","104.7","95.1","95.1","95.1","95.1","95.1","95.13","95.13","95.13","95.125","95.125","95.125","95.125","95.125","95.125","95.125","94.19","94.19","94.19","94.19","94.19","94.19","94.19","94.19","94.19","94.19","94.19","94.19","94.19","94.19","94.19","94.19","94.19","98.468","98.468","98.468","98.468","98.468","98.468","98.468","98.468","98.468","98.468","98.468","98.468","98.468","98.468","98.468","98.468","98.468","98.468","98.468","98.468","98.468","98.468","88.726","88.726","88.726","88.726","88.726","88.726","88.726","88.726","88.789","88.789","88.789","88.789","88.789","88.789","88.789","88.789","82.6","82.6","82.6","82.6","83.58","83.58","83.58","83.58","83.58","83.58"
"1988:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","102.5","102.6","104.0","104.0","104.0","104.0","103.6","103.6","103.6","103.6","103.6","103.6","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","95.9","95.9","95.9","95.9","95.9","95.92","95.92","95.92","95.92","95.92","95.92","95.92","95.92","95.92","95.92","95.1","95.1","95.1","95.1","95.1","95.1","95.1","95.1","95.1","95.1","95.1","95.1","95.1","95.1","95.1","95.1","95.1","99.296","99.296","99.296","99.296","99.296","99.296","99.296","99.296","99.296","99.296","99.296","99.296","99.296","99.296","99.296","99.296","99.296","99.296","99.296","99.296","99.296","99.296","89.446","89.446","89.446","89.446","89.446","89.446","89.446","89.446","89.509","89.509","89.509","89.509","89.509","89.509","89.509","89.509","83.27","83.27","83.27","83.27","84.258","84.258","84.258","84.258","84.258","84.258"
"1989:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","104.7","105.6","105.6","105.6","105.6","104.9","104.9","104.9","104.9","104.9","104.9","108.0","108.0","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","97.6","97.6","97.6","97.6","97.6","97.62","97.62","97.62","97.616","97.616","97.616","97.616","97.616","97.616","97.616","96.74","96.74","96.74","96.74","96.74","96.74","96.74","96.74","96.74","96.74","96.74","96.74","96.74","96.74","96.74","96.74","96.74","100.878","100.878","100.878","100.878","100.878","100.878","100.878","100.878","100.878","100.878","100.878","100.878","100.878","100.878","100.878","100.878","100.878","100.878","100.878","100.878","100.878","100.878","90.876","90.876","90.876","90.876","90.876","90.876","90.876","90.876","90.94","90.94","90.94","90.94","90.94","90.94","90.94","90.94","84.602","84.602","84.602","84.602","85.606","85.606","85.606","85.606","85.606","85.606"
"1989:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","106.2","105.9","105.9","105.9","105.2","105.2","105.2","105.2","105.2","105.2","108.8","108.8","108.8","108.8","108.8","108.8","108.8","108.8","108.8","108.8","108.8","108.8","108.8","108.8","108.8","108.8","98.8","98.8","98.8","98.8","98.8","98.78","98.78","98.78","98.784","98.784","98.784","98.784","98.784","98.784","98.784","97.86","97.86","97.86","97.86","97.86","97.86","97.86","97.86","97.86","97.86","97.86","97.86","97.86","97.86","97.86","97.86","97.86","101.964","101.964","101.964","101.964","101.964","101.964","101.964","101.964","101.964","101.964","101.964","101.964","101.964","101.964","101.964","101.964","101.964","101.964","101.964","101.964","101.964","101.964","91.875","91.875","91.875","91.875","91.875","91.875","91.875","91.875","91.94","91.94","91.94","91.94","91.94","91.94","91.94","91.94","85.532","85.532","85.532","85.532","86.547","86.547","86.547","86.547","86.547","86.547"
"1989:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","103.7","103.6","103.6","102.5","102.5","102.5","102.5","102.5","102.5","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","97.2","97.2","97.2","97.2","97.2","97.22","97.22","97.22","97.215","97.215","97.215","97.215","97.215","97.215","97.215","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","100.203","100.203","100.203","100.203","100.203","100.203","100.203","100.203","100.203","100.203","100.203","100.203","100.203","100.203","100.203","100.203","100.203","100.203","100.203","100.203","100.203","100.203","90.303","90.303","90.303","90.303","90.303","90.303","90.303","90.303","90.367","90.367","90.367","90.367","90.367","90.367","90.367","90.367","84.068","84.068","84.068","84.068","85.066","85.066","85.066","85.066","85.066","85.066"
"1989:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","104.4","104.4","102.8","102.8","102.8","102.8","102.8","102.8","107.7","107.7","107.7","107.7","107.7","107.7","107.7","107.7","107.7","107.7","107.7","107.7","107.7","107.7","107.7","107.7","97.6","97.6","97.6","97.6","97.6","97.61","97.61","97.61","97.613","97.613","97.613","97.613","97.613","97.613","97.613","96.67","96.67","96.67","96.67","96.67","96.67","96.67","96.67","96.67","96.67","96.67","96.67","96.67","96.67","96.67","96.67","96.67","100.732","100.732","100.732","100.732","100.732","100.732","100.732","100.732","100.732","100.732","100.732","100.732","100.732","100.732","100.732","100.732","100.732","100.732","100.732","100.732","100.732","100.732","90.772","90.772","90.772","90.772","90.772","90.772","90.772","90.772","90.836","90.836","90.836","90.836","90.836","90.836","90.836","90.836","84.505","84.505","84.505","84.505","85.508","85.508","85.508","85.508","85.508","85.508"
